"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Nationals","10.47","2.76","3.80","0.00","29.2 %","7.7 %","21.5 %",".217","1.10",".317","66.7 %","74","39","79","3.31","1.81","1.50","3.51","3.46"
"Yankees","16.33","3.33","4.90","1.00","43.0 %","8.8 %","34.2 %",".225","1.22",".400","81.2 %","65","51","42","3.00","2.36","0.64","1.88","2.30"
"Athletics","13.73","2.75","5.00","0.92","40.0 %","8.0 %","32.0 %",".145","0.81",".216","90.9 %","31","54","61","1.37","2.40","-1.03","2.80","2.47"
"Braves","8.46","2.01","4.20","0.40","25.0 %","6.0 %","19.1 %",".192","0.90",".250","81.6 %","45","62","86","2.01","2.72","-0.71","3.83","3.61"
"Red Sox","12.05","4.34","2.78","0.48","30.7 %","11.0 %","19.6 %",".250","1.45",".370","61.3 %","92","62","82","4.58","2.76","1.82","3.77","3.69"
"Astros","11.84","2.84","4.17","0.95","31.7 %","7.6 %","24.1 %",".233","1.21",".326","84.2 %","64","65","79","2.84","2.90","-0.06","3.62","3.25"
"Mariners","7.79","1.67","4.67","0.56","23.5 %","5.0 %","18.5 %",".162","0.74",".198","77.6 %","50","68","85","2.23","3.03","-0.80","3.89","3.62"
"Tigers","9.37","4.41","2.13","0.28","21.5 %","10.1 %","11.4 %",".312","1.84",".406","73.8 %","89","67","104","4.13","3.09","1.04","4.76","4.52"
"Brewers","11.41","2.23","5.13","1.39","33.3 %","6.5 %","26.8 %",".183","0.90",".232","100.0 %","44","76","69","1.95","3.43","-1.48","3.08","2.87"
"Marlins","8.14","4.29","1.90","0.43","19.2 %","10.1 %","9.1 %",".326","1.86",".406","58.5 %","174","80","113","7.29","3.45","3.83","5.01","4.97"
"White Sox","8.07","4.97","1.63","0.31","21.1 %","13.0 %","8.1 %",".226","1.38",".291","73.2 %","76","78","99","3.41","3.63","-0.21","4.55","4.75"
"Dodgers","10.73","2.28","4.71","1.30","29.2 %","6.2 %","23.0 %",".231","1.12",".299","76.6 %","93","84","88","3.90","3.68","0.22","3.89","3.31"
"Reds","10.80","3.93","2.75","0.98","27.2 %","9.9 %","17.3 %",".250","1.42",".333","66.1 %","120","82","93","5.40","3.70","1.70","4.13","3.90"
"Angels","8.90","2.59","3.44","1.15","25.0 %","7.3 %","17.7 %",".200","1.02",".238","72.0 %","76","82","82","3.45","3.76","-0.31","3.75","3.71"
"Phillies","9.64","3.09","3.13","1.16","29.4 %","9.4 %","20.0 %",".104","0.69",".102","100.0 %","35","83","86","1.54","3.77","-2.23","3.80","3.60"
"Orioles","10.16","3.74","2.71","1.07","25.2 %","9.3 %","15.9 %",".243","1.40",".309","54.3 %","125","80","95","5.88","3.84","2.04","4.36","4.01"
"Blue Jays","8.92","3.72","2.40","0.74","22.4 %","9.3 %","13.0 %",".232","1.32",".291","71.1 %","86","84","111","3.96","3.87","0.09","5.10","4.41"
"Mets","9.42","3.14","3.00","1.26","23.4 %","7.8 %","15.6 %",".305","1.60",".381","79.2 %","106","91","108","4.40","3.98","0.41","4.80","4.11"
"Rays","10.67","2.51","4.25","1.57","28.8 %","6.8 %","22.0 %",".211","1.08",".257","60.0 %","92","92","82","4.08","4.05","0.03","3.73","3.40"
"Royals","9.40","4.55","2.07","0.91","23.9 %","11.5 %","12.3 %",".202","1.28",".250","71.8 %","90","90","108","4.25","4.06","0.19","4.95","4.49"
"Diamondbacks","8.31","3.32","2.50","1.25","19.8 %","7.9 %","11.9 %",".304","1.66",".362","61.0 %","116","97","90","5.82","4.41","1.40","4.08","4.20"
"Padres","10.25","4.44","2.31","1.37","25.2 %","10.9 %","14.3 %",".229","1.41",".282","49.4 %","162","101","104","7.18","4.51","2.67","4.65","4.29"
"Cubs","9.00","5.03","1.79","1.06","23.6 %","13.2 %","10.4 %",".210","1.32",".256","89.1 %","60","102","104","2.65","4.51","-1.86","4.62","4.64"
"Rockies","8.67","5.00","1.73","1.00","22.0 %","12.7 %","9.3 %",".245","1.48",".301","57.1 %","112","96","112","5.67","4.51","1.16","4.98","4.87"
"Giants","7.62","4.50","1.69","1.04","20.0 %","11.8 %","8.2 %",".216","1.31",".250","80.5 %","74","108","115","3.12","4.52","-1.41","5.09","4.93"
"Rangers","13.94","7.40","1.88","1.74","32.7 %","17.4 %","15.3 %",".222","1.69",".311","81.6 %","95","107","92","4.79","5.10","-0.31","4.22","4.43"
"Indians","8.50","2.50","3.40","2.00","24.6 %","7.3 %","17.4 %",".143","0.78",".119","95.7 %","52","114","102","2.50","5.21","-2.71","4.65","3.92"
"Twins","11.05","2.76","4.00","2.45","26.7 %","6.7 %","20.0 %",".294","1.57",".354","66.1 %","121","112","68","5.83","5.23","0.60","3.10","3.25"
"Cardinals","7.88","4.50","1.75","1.88","19.1 %","10.9 %","8.2 %",".268","1.58",".296","65.6 %","150","134","133","6.38","5.80","0.58","5.91","5.08"
"Pirates","8.67","5.33","1.63","2.33","20.0 %","12.3 %","7.7 %",".304","1.85",".342","66.4 %","170","151","121","7.33","6.66","0.67","5.35","4.98"
