"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Yankees","12.00","3.00","4.00","0.33","35.0 %","8.7 %","26.2 %",".160","0.89",".246","88.5 %","29","44","68","1.33","2.03","-0.70","3.09","3.00"
"Padres","12.23","2.11","5.80","0.84","30.9 %","5.3 %","25.5 %",".225","1.17",".310","58.6 %","99","55","60","4.22","2.42","1.80","2.69","2.88"
"Indians","11.35","2.35","4.83","0.78","33.0 %","6.8 %","26.1 %",".207","1.00",".294","100.0 %","16","57","74","0.78","2.61","-1.82","3.38","2.99"
"Astros","9.64","4.50","2.14","0.32","24.8 %","11.6 %","13.2 %",".215","1.32",".289","64.6 %","58","68","87","2.57","3.04","-0.46","3.99","4.26"
"Red Sox","9.43","3.90","2.42","0.33","23.6 %","9.8 %","13.8 %",".252","1.41",".338","60.1 %","101","74","105","4.88","3.32","1.56","4.79","4.26"
"Royals","10.27","3.80","2.70","0.76","24.8 %","9.2 %","15.6 %",".316","1.73",".420","68.9 %","121","77","80","5.70","3.43","2.28","3.67","3.92"
"Cardinals","9.43","4.71","2.00","0.43","22.9 %","11.5 %","11.5 %",".274","1.62",".361","74.4 %","101","79","107","4.29","3.45","0.83","4.73","4.62"
"Blue Jays","10.73","4.55","2.36","0.98","27.1 %","11.5 %","15.6 %",".259","1.52",".347","84.7 %","71","81","108","3.25","3.76","-0.50","4.93","4.24"
"Brewers","11.72","6.39","1.83","0.71","29.7 %","16.2 %","13.5 %",".204","1.46",".293","70.2 %","85","84","103","3.91","3.77","0.14","4.62","4.55"
"Orioles","8.72","3.32","2.63","0.83","21.7 %","8.3 %","13.4 %",".264","1.43",".328","62.9 %","115","81","104","5.40","3.86","1.54","4.77","4.31"
"Dodgers","11.72","4.62","2.54","1.07","28.5 %","11.2 %","17.2 %",".222","1.38",".302","60.3 %","129","101","99","4.97","4.16","0.81","4.19","3.89"
"Cubs","5.85","2.70","2.17","0.90","15.5 %","7.1 %","8.3 %",".247","1.25",".274","81.9 %","62","96","116","2.70","4.26","-1.56","5.15","4.92"
"Angels","8.65","2.88","3.00","1.31","23.2 %","7.8 %","15.5 %",".240","1.22",".286","75.7 %","93","95","89","4.19","4.32","-0.13","4.05","3.99"
"Nationals","11.50","4.50","2.56","1.50","28.4 %","11.1 %","17.3 %",".264","1.56",".348","67.2 %","134","96","96","6.00","4.33","1.67","4.26","3.96"
"Reds","10.17","3.13","3.25","1.57","26.0 %","8.0 %","18.0 %",".253","1.35",".311","53.0 %","122","97","95","5.48","4.39","1.09","4.20","3.77"
"Rockies","8.63","2.78","3.10","1.39","21.0 %","6.8 %","14.2 %",".301","1.58",".360","54.4 %","132","94","106","6.68","4.42","2.26","4.69","4.22"
"Mets","8.78","4.73","1.86","1.01","22.6 %","12.2 %","10.4 %",".232","1.39",".286","89.1 %","57","104","115","2.36","4.53","-2.16","5.08","4.73"
"Diamondbacks","10.50","4.50","2.33","1.50","26.6 %","11.4 %","15.2 %",".257","1.50",".326","57.0 %","159","103","106","7.00","4.55","2.45","4.70","4.21"
"Giants","10.34","3.16","3.27","1.72","27.7 %","8.5 %","19.2 %",".237","1.24",".289","82.3 %","96","109","81","4.02","4.55","-0.53","3.59","3.55"
"Pirates","7.79","4.67","1.67","1.04","20.0 %","12.0 %","8.0 %",".246","1.44",".292","69.0 %","120","107","124","5.19","4.71","0.48","5.51","5.00"
"Rays","10.09","3.00","3.36","1.91","27.4 %","8.2 %","19.3 %",".242","1.24",".288","76.9 %","104","107","79","4.64","4.73","-0.09","3.60","3.60"
"White Sox","6.75","4.64","1.45","0.84","16.2 %","11.1 %","5.1 %",".302","1.73",".353","77.4 %","93","102","106","4.22","4.76","-0.54","4.85","4.93"
"Marlins","8.71","3.92","2.22","1.74","22.0 %","9.9 %","12.1 %",".259","1.45",".298","78.7 %","114","122","118","4.79","5.25","-0.46","5.23","4.55"
"Tigers","6.75","2.36","2.86","2.03","17.4 %","6.1 %","11.3 %",".306","1.50",".329","57.0 %","152","117","99","7.09","5.43","1.66","4.52","4.49"
"Twins","9.33","1.96","4.75","2.45","22.1 %","4.7 %","17.4 %",".346","1.75",".404","50.0 %","147","119","90","6.87","5.50","1.37","4.13","3.86"
"Braves","8.28","5.40","1.53","1.80","19.0 %","12.4 %","6.6 %",".295","1.84",".338","65.0 %","170","135","128","7.56","5.89","1.67","5.68","5.21"
"Phillies","9.20","4.30","2.14","2.15","21.6 %","10.1 %","11.5 %",".298","1.70",".345","67.9 %","162","133","121","7.36","6.11","1.25","5.45","4.62"
"Athletics","6.19","3.94","1.57","2.25","16.7 %","10.6 %","6.1 %",".220","1.25",".205","100.0 %","63","143","123","2.81","6.40","-3.59","5.64","5.36"
"Mariners","6.75","4.95","1.36","3.15","16.0 %","11.7 %","4.3 %",".289","1.75",".279","59.5 %","162","176","134","7.20","7.91","-0.71","6.15","5.51"
"Rangers","9.30","5.31","1.75","3.10","20.0 %","11.4 %","8.6 %",".295","1.87",".317","57.2 %","193","170","127","9.74","8.13","1.61","5.81","4.86"
