"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Yankees","8.05","2.60","3.10","0.26","22.6 %","7.3 %","15.3 %",".206","1.04",".266","70.2 %","62","59","96","2.86","2.75","0.10","4.39","4.06"
"Diamondbacks","6.55","4.09","1.60","0.00","17.2 %","10.8 %","6.5 %",".247","1.36",".308","81.3 %","56","77","122","2.45","3.40","-0.94","5.39","5.15"
"Braves","10.17","2.35","4.33","1.17","28.3 %","6.5 %","21.7 %",".209","1.04",".263","75.8 %","79","78","86","3.52","3.43","0.09","3.81","3.43"
"Rangers","11.09","4.34","2.56","0.96","27.7 %","10.8 %","16.9 %",".270","1.55",".367","64.9 %","100","75","98","5.30","3.59","1.71","4.54","4.04"
"Marlins","9.11","3.71","2.45","0.68","22.7 %","9.2 %","13.5 %",".255","1.43",".325","67.2 %","105","84","104","4.39","3.63","0.76","4.59","4.32"
"Athletics","7.43","3.13","2.38","0.78","21.1 %","8.9 %","12.2 %",".207","1.09",".246","90.1 %","42","83","114","1.96","3.74","-1.78","5.29","4.70"
"Mariners","10.47","3.31","3.17","1.10","26.4 %","8.3 %","18.1 %",".246","1.35",".318","74.3 %","62","84","82","2.76","3.77","-1.01","3.76","3.73"
"Cardinals","8.47","5.29","1.60","0.53","21.9 %","13.7 %","8.2 %",".254","1.53",".326","73.2 %","100","89","91","4.24","3.86","0.37","4.03","4.81"
"Brewers","11.47","4.07","2.82","1.11","30.1 %","10.7 %","19.4 %",".211","1.23",".286","82.7 %","75","86","95","3.33","3.87","-0.54","4.23","3.73"
"Twins","12.50","4.00","3.13","1.50","32.5 %","10.4 %","22.1 %",".217","1.28",".293","85.1 %","75","86","80","3.50","3.94","-0.44","3.65","3.46"
"Indians","10.08","1.08","9.33","1.80","27.5 %","2.9 %","24.5 %",".255","1.12",".308","86.4 %","75","88","72","3.60","4.05","-0.45","3.28","2.98"
"Cubs","8.77","3.51","2.50","1.05","21.7 %","8.7 %","13.0 %",".269","1.48",".329","77.6 %","88","92","108","3.86","4.07","-0.21","4.80","4.37"
"Mets","9.25","3.70","2.50","1.11","22.1 %","8.9 %","13.3 %",".314","1.73",".392","64.4 %","161","95","101","6.66","4.12","2.54","4.48","4.28"
"Reds","10.54","2.30","4.57","1.65","28.1 %","6.1 %","21.9 %",".229","1.13",".279","61.5 %","110","93","79","4.94","4.24","0.70","3.53","3.31"
"White Sox","7.52","3.98","1.89","0.89","18.5 %","9.8 %","8.7 %",".244","1.43",".286","69.9 %","98","93","123","4.43","4.30","0.13","5.66","5.06"
"Red Sox","8.78","4.55","1.93","0.98","21.4 %","11.1 %","10.3 %",".261","1.55",".321","77.9 %","88","95","109","4.23","4.30","-0.07","4.97","4.67"
"Padres","11.29","0.49","23.00","2.45","29.9 %","1.3 %","28.6 %",".293","1.25",".362","64.7 %","127","104","65","5.40","4.58","0.82","2.88","2.73"
"Giants","8.90","2.76","3.22","1.53","22.7 %","7.0 %","15.6 %",".250","1.30",".293","58.8 %","117","112","106","4.91","4.68","0.23","4.70","4.09"
"Royals","8.23","5.60","1.47","0.99","20.7 %","14.1 %","6.6 %",".275","1.65",".338","77.1 %","94","108","112","4.61","4.90","-0.29","5.22","5.12"
"Rockies","7.56","2.52","3.00","1.80","20.2 %","6.7 %","13.5 %",".260","1.28",".286","76.9 %","79","109","94","3.96","5.09","-1.13","4.16","4.03"
"Pirates","7.08","4.87","1.45","1.11","17.2 %","11.8 %","5.4 %",".294","1.70",".341","74.2 %","108","117","132","4.65","5.16","-0.51","5.86","5.40"
"Dodgers","6.11","2.04","3.00","1.53","14.3 %","4.8 %","9.5 %",".312","1.58",".339","59.7 %","172","118","129","7.64","5.25","2.39","5.86","4.82"
"Orioles","9.11","4.23","2.15","1.95","23.3 %","10.8 %","12.5 %",".252","1.45",".288","76.0 %","104","113","104","4.88","5.42","-0.54","4.76","4.43"
"Astros","12.46","4.15","3.00","2.49","30.6 %","10.2 %","20.4 %",".264","1.52",".333","85.9 %","102","123","79","4.57","5.57","-1.00","3.62","3.58"
"Rays","7.11","5.40","1.32","1.42","17.7 %","13.5 %","4.3 %",".233","1.48",".256","78.6 %","102","128","116","4.55","5.68","-1.13","5.32","5.42"
"Angels","9.24","4.97","1.86","2.49","20.6 %","11.1 %","9.5 %",".297","1.86",".333","57.6 %","189","142","131","8.53","6.53","2.00","6.00","5.00"
"Phillies","9.58","5.23","1.83","2.61","23.4 %","12.8 %","10.6 %",".256","1.60",".278","81.3 %","129","146","116","5.66","6.60","-0.94","5.14","4.77"
"Blue Jays","10.69","3.38","3.17","3.38","24.1 %","7.6 %","16.5 %",".350","1.94",".409","62.2 %","195","153","91","9.00","7.12","1.88","4.17","3.89"
"Nationals","11.09","5.30","2.09","2.89","23.2 %","11.1 %","12.1 %",".321","2.04",".382","44.6 %","269","163","124","12.05","7.34","4.71","5.50","4.51"
"Tigers","5.20","3.25","1.60","2.93","14.2 %","8.9 %","5.3 %",".216","1.16",".169","73.5 %","91","161","130","4.23","7.48","-3.25","5.98","5.40"
