"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Pirates","12.67","6.61","1.92","0.00","28.4 %","14.8 %","13.6 %",".275","1.90",".413","64.5 %","141","58","94","6.06","2.60","3.46","4.19","4.43"
"Giants","9.11","2.70","3.38","0.34","27.0 %","8.0 %","19.0 %",".165","0.86",".222","84.1 %","40","64","73","1.69","2.69","-1.00","3.25","3.40"
"Mariners","11.61","2.90","4.00","0.87","33.1 %","8.3 %","24.8 %",".162","0.90",".221","84.0 %","52","64","72","2.32","2.86","-0.54","3.27","3.13"
"Dodgers","10.44","2.88","3.63","0.72","27.1 %","7.5 %","19.6 %",".222","1.20",".294","51.5 %","103","66","79","4.32","2.89","1.43","3.52","3.62"
"Athletics","9.51","1.90","5.00","0.76","26.3 %","5.3 %","21.1 %",".225","1.06",".290","81.9 %","57","67","90","2.66","2.96","-0.30","4.13","3.54"
"Tigers","10.50","3.00","3.50","0.75","26.9 %","7.7 %","19.2 %",".271","1.42",".364","70.5 %","80","64","81","3.75","2.96","0.79","3.70","3.60"
"Braves","9.91","2.73","3.63","0.68","28.4 %","7.8 %","20.6 %",".183","0.95",".242","90.5 %","31","69","85","1.37","3.02","-1.66","3.77","3.51"
"Diamondbacks","7.85","3.77","2.08","0.31","23.2 %","11.1 %","12.0 %",".147","0.91",".188","62.5 %","78","74","100","3.45","3.28","0.17","4.43","4.37"
"Cubs","10.04","2.77","3.63","1.04","30.2 %","8.3 %","21.9 %",".159","0.85",".196","89.9 %","40","76","76","1.73","3.41","-1.68","3.36","3.29"
"White Sox","8.75","3.04","2.88","0.76","21.5 %","7.5 %","14.0 %",".316","1.65",".397","61.8 %","143","76","90","6.46","3.51","2.96","4.09","4.14"
"Marlins","8.87","2.70","3.29","0.77","23.2 %","7.1 %","16.2 %",".236","1.20",".297","70.9 %","92","84","101","3.86","3.64","0.21","4.49","3.95"
"Padres","10.34","5.74","1.80","0.57","22.2 %","12.4 %","9.9 %",".324","2.11",".423","63.3 %","148","83","104","6.32","3.66","2.66","4.61","4.55"
"Blue Jays","11.30","3.45","3.27","1.26","26.9 %","8.2 %","18.7 %",".298","1.64",".395","73.7 %","109","84","86","5.02","3.88","1.15","3.94","3.68"
"Angels","9.62","3.70","2.60","1.11","24.5 %","9.4 %","15.1 %",".229","1.32",".284","68.4 %","90","86","93","4.07","3.91","0.16","4.27","4.16"
"Indians","9.75","2.25","4.33","1.50","25.2 %","5.8 %","19.4 %",".289","1.42",".358","73.9 %","101","87","94","4.88","3.96","0.91","4.28","3.75"
"Brewers","9.57","4.44","2.15","0.68","24.6 %","11.4 %","13.2 %",".216","1.29",".284","73.9 %","92","90","104","4.10","4.01","0.09","4.61","4.36"
"Red Sox","15.24","5.23","2.92","1.74","37.6 %","12.9 %","24.7 %",".275","1.65",".439","78.2 %","108","94","71","5.23","4.23","1.00","3.25","3.28"
"Rangers","12.34","4.63","2.67","1.54","29.1 %","10.9 %","18.2 %",".265","1.63",".355","74.1 %","92","89","85","4.63","4.24","0.39","3.89","3.81"
"Royals","8.59","2.45","3.50","1.23","20.8 %","5.9 %","14.9 %",".283","1.45",".338","74.7 %","96","96","89","4.50","4.30","0.20","4.07","3.80"
"Twins","5.03","0.92","5.50","0.92","14.9 %","2.7 %","12.2 %",".162","0.66",".164","91.6 %","39","94","106","1.83","4.33","-2.50","4.83","4.41"
"Cardinals","8.86","3.80","2.33","1.27","23.3 %","10.0 %","13.3 %",".241","1.31",".291","77.5 %","90","107","107","3.80","4.62","-0.82","4.75","4.37"
"Phillies","7.13","4.13","1.73","1.50","18.3 %","10.6 %","7.7 %",".280","1.54",".314","92.4 %","68","114","113","3.00","5.17","-2.17","4.99","4.95"
"Yankees","9.61","3.38","2.85","2.08","24.2 %","8.5 %","15.7 %",".281","1.50",".330","79.0 %","107","113","95","4.93","5.29","-0.36","4.36","4.09"
"Rays","4.91","2.81","1.75","1.40","13.0 %","7.4 %","5.6 %",".245","1.25",".250","73.9 %","102","120","114","4.56","5.32","-0.76","5.23","5.16"
"Reds","7.17","5.91","1.21","1.27","19.3 %","15.9 %","3.4 %",".189","1.31",".204","79.8 %","84","120","121","3.80","5.42","-1.62","5.36","5.55"
"Rockies","9.12","3.86","2.36","2.10","24.3 %","10.3 %","14.0 %",".229","1.29",".250","85.4 %","63","118","107","3.16","5.51","-2.36","4.72","4.31"
"Mets","9.78","5.48","1.79","1.96","22.5 %","12.6 %","9.9 %",".281","1.78",".333","71.4 %","151","134","120","6.26","5.82","0.44","5.33","4.80"
"Nationals","8.84","5.40","1.64","1.96","21.7 %","13.3 %","8.4 %",".292","1.75",".340","56.8 %","186","130","130","8.35","5.89","2.46","5.76","5.17"
"Orioles","10.48","4.76","2.20","2.54","25.0 %","11.4 %","13.6 %",".263","1.59",".301","70.7 %","142","135","110","6.67","6.46","0.21","5.04","4.40"
"Astros","9.58","3.48","2.75","3.05","22.9 %","8.3 %","14.6 %",".295","1.65",".322","62.0 %","176","147","104","7.84","6.65","1.19","4.75","4.25"
