"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Astros","12.86","1.29","10.00","0.00","37.0 %","3.7 %","33.3 %",".231","1.00",".375","85.7 %","29","18","55","1.29","0.79","0.50","2.49","2.29"
"Yankees","10.80","1.35","8.00","0.00","27.6 %","3.5 %","24.1 %",".250","1.20",".350","62.5 %","59","28","61","2.70","1.26","1.44","2.76","2.73"
"Giants","11.00","2.00","5.50","0.00","31.4 %","5.7 %","25.7 %",".273","1.22",".409","90.9 %","24","34","62","1.00","1.44","-0.44","2.76","2.80"
"Blue Jays","17.00","1.00","17.00","1.00","51.5 %","3.0 %","48.5 %",".129","0.56",".231","87.0 %","43","34","32","2.00","1.55","0.45","1.43","1.14"
"Twins","10.38","2.08","5.00","0.00","29.4 %","5.9 %","23.5 %",".188","0.92",".273","75.0 %","45","35","95","2.08","1.60","0.48","4.35","3.48"
"Marlins","10.64","3.27","3.25","0.00","27.7 %","8.5 %","19.2 %",".233","1.27",".333","64.3 %","98","45","93","4.09","1.94","2.15","4.11","3.77"
"Angels","7.71","1.93","4.00","0.00","22.2 %","5.6 %","16.7 %",".206","0.96",".269","100.0 %","0","47","89","0.00","2.14","-2.14","4.06","3.89"
"Rays","8.18","3.27","2.50","0.00","22.2 %","8.9 %","13.3 %",".220","1.18",".290","100.0 %","0","57","82","0.00","2.49","-2.49","3.75","4.14"
"Mets","12.00","4.50","2.67","0.00","29.6 %","11.1 %","18.5 %",".091","0.83",".143","42.9 %","0","70","129","0.00","3.05","-3.05","5.70","3.98"
"Athletics","4.00","3.00","1.33","0.00","9.5 %","7.1 %","2.4 %",".333","1.78",".371","50.0 %","141","74","137","7.00","3.33","3.67","6.64","5.85"
"White Sox","4.05","4.05","1.00","0.00","10.0 %","10.0 %","0.0 %",".222","1.35",".250","33.3 %","179","79","119","8.10","3.66","4.44","5.45","5.64"
"Padres","9.28","2.53","3.67","0.84","23.9 %","6.5 %","17.4 %",".244","1.22",".310","88.2 %","59","86","91","2.53","3.78","-1.25","4.05","3.72"
"Tigers","6.00","5.00","1.20","0.00","15.8 %","13.2 %","2.6 %",".156","1.11",".192","81.8 %","43","84","133","2.00","3.88","-1.88","6.09","5.69"
"Nationals","6.23","6.23","1.00","0.00","12.0 %","12.0 %","0.0 %",".455","3.00",".526","46.2 %","222","81","90","14.54","3.91","10.63","4.37","5.54"
"Red Sox","12.08","3.55","3.40","1.42","32.1 %","9.4 %","22.6 %",".170","1.03",".214","80.4 %","59","89","84","2.84","4.00","-1.16","3.84","3.37"
"Cardinals","7.15","3.97","1.80","0.79","22.0 %","12.2 %","9.8 %",".114","0.79",".120","100.0 %","19","101","120","0.79","4.36","-3.57","5.32","4.91"
"Brewers","11.20","2.63","4.25","1.98","30.4 %","7.1 %","23.2 %",".212","1.10",".250","83.3 %","89","100","95","3.95","4.46","-0.51","4.22","3.59"
"Indians","6.00","6.00","1.00","0.00","15.4 %","15.4 %","0.0 %",".100","1.00",".125","100.0 %","0","106","193","0.00","4.88","-4.88","8.86","7.19"
"Cubs","14.04","5.40","2.60","2.16","33.3 %","12.8 %","20.5 %",".294","1.80",".421","65.6 %","110","109","74","5.40","5.01","0.39","3.33","3.60"
"Mariners","10.24","3.72","2.75","1.86","25.6 %","9.3 %","16.3 %",".211","1.24",".240","58.8 %","84","115","77","3.72","5.18","-1.46","3.52","3.50"
"Orioles","10.64","5.73","1.86","1.64","25.5 %","13.7 %","11.8 %",".279","1.73",".357","93.0 %","70","113","114","3.27","5.40","-2.12","5.20","4.66"
"Dodgers","9.00","4.15","2.17","2.08","22.0 %","10.2 %","11.9 %",".264","1.54",".297","57.0 %","148","129","107","6.23","5.60","0.63","4.74","4.47"
"Rockies","4.50","1.13","4.00","2.25","12.1 %","3.0 %","9.1 %",".281","1.25",".269","83.3 %","89","125","126","4.50","5.84","-1.34","5.57","5.19"
"Phillies","7.36","4.91","1.50","2.45","19.4 %","12.9 %","6.5 %",".259","1.50",".263","73.2 %","139","149","97","6.14","6.76","-0.62","4.30","4.52"
"Royals","6.75","6.75","1.00","1.69","14.8 %","14.8 %","0.0 %",".273","1.88",".294","52.1 %","181","142","156","10.13","6.96","3.16","7.88","6.29"
"Pirates","18.00","4.50","4.00","4.50","50.0 %","12.5 %","37.5 %",".143","1.00",".000","100.0 %","104","164","61","4.50","7.21","-2.71","2.70","2.33"
"Reds","8.10","10.80","0.75","2.70","17.7 %","23.5 %","-5.9 %",".231","2.10",".222","89.3 %","120","198","167","5.40","8.91","-3.51","7.40","7.30"
"Rangers","5.79","8.68","0.67","2.89","13.0 %","19.6 %","-6.5 %",".297","2.14",".286","76.0 %","138","176","164","7.71","9.00","-1.29","8.02","7.31"
"Braves","9.39","5.87","1.60","4.70","22.9 %","14.3 %","8.6 %",".233","1.57",".167","15.6 %","291","226","128","12.91","9.87","3.05","5.68","5.04"
"Diamondbacks","3.60","7.20","0.50","3.60","7.5 %","15.0 %","-7.5 %",".369","2.40",".340","75.2 %","218","243","204","9.60","10.61","-1.01","8.99","7.56"
