"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Dodgers","12.00","2.40","5.00","0.60","33.3 %","6.7 %","26.7 %",".164","0.87",".235","55.6 %","100","55","64","4.20","2.41","1.79","2.87","2.80"
"Brewers","9.97","1.22","8.20","0.73","29.1 %","3.6 %","25.5 %",".170","0.76",".220","88.7 %","38","56","56","1.70","2.54","-0.84","2.51","2.58"
"Red Sox","12.12","1.73","7.00","1.04","34.3 %","4.9 %","29.4 %",".168","0.81",".228","79.8 %","50","63","68","2.42","2.83","-0.41","3.09","2.63"
"Indians","9.15","1.74","5.25","0.87","25.9 %","4.9 %","21.0 %",".221","1.02",".278","76.9 %","63","66","79","3.05","3.02","0.03","3.59","3.50"
"Athletics","9.31","3.26","2.86","0.47","25.0 %","8.8 %","16.3 %",".222","1.19",".294","75.2 %","73","69","104","3.26","3.06","0.20","4.75","4.13"
"Astros","7.84","2.61","3.00","0.44","22.0 %","7.3 %","14.6 %",".176","0.92",".218","81.6 %","49","73","91","2.18","3.26","-1.08","4.17","4.02"
"Rangers","5.40","2.25","2.40","0.45","15.2 %","6.3 %","8.9 %",".216","1.05",".246","76.5 %","45","72","100","2.25","3.41","-1.16","4.55","4.68"
"Mets","8.39","4.38","1.92","0.36","23.2 %","12.1 %","11.1 %",".186","1.14",".242","83.3 %","53","79","108","2.19","3.46","-1.27","4.79","4.65"
"Rays","9.78","3.52","2.78","0.78","28.4 %","10.2 %","18.2 %",".141","0.87",".176","87.9 %","35","79","85","1.57","3.47","-1.91","3.90","3.77"
"Mariners","11.20","2.63","4.25","1.32","30.9 %","7.3 %","23.6 %",".255","1.24",".344","70.4 %","104","78","51","4.61","3.51","1.10","2.33","2.71"
"Blue Jays","9.28","2.81","3.30","1.13","24.3 %","7.4 %","16.9 %",".224","1.19",".273","83.8 %","61","82","91","2.81","3.81","-1.00","4.17","3.86"
"Padres","13.30","3.52","3.78","1.57","34.3 %","9.1 %","25.3 %",".225","1.26",".314","69.7 %","119","87","74","5.09","3.82","1.26","3.29","3.07"
"Cubs","9.53","2.65","3.60","1.06","26.1 %","7.3 %","18.8 %",".194","1.00",".238","74.1 %","85","87","81","3.71","3.86","-0.16","3.62","3.52"
"Twins","7.94","2.12","3.75","1.06","23.1 %","6.2 %","16.9 %",".169","0.82",".190","90.9 %","45","88","96","2.12","4.04","-1.92","4.38","3.89"
"Braves","9.79","3.56","2.75","1.19","24.8 %","9.0 %","15.8 %",".258","1.42",".325","72.9 %","107","92","106","4.75","4.04","0.71","4.68","4.14"
"Royals","8.59","1.23","7.00","1.64","25.3 %","3.6 %","21.7 %",".200","0.86",".218","67.2 %","87","91","89","4.09","4.08","0.01","4.06","3.45"
"Yankees","10.88","2.42","4.50","1.61","27.8 %","6.2 %","21.7 %",".247","1.25",".310","69.7 %","88","90","88","4.03","4.20","-0.17","4.01","3.41"
"Reds","11.42","1.73","6.60","2.08","31.7 %","4.8 %","26.9 %",".242","1.12",".300","77.7 %","100","94","66","4.50","4.25","0.25","2.94","2.83"
"Phillies","9.00","2.12","4.25","1.59","23.3 %","5.5 %","17.8 %",".250","1.24",".292","73.0 %","84","97","95","3.71","4.39","-0.68","4.20","3.80"
"Cardinals","10.18","2.21","4.60","1.77","26.7 %","5.8 %","20.9 %",".263","1.28",".321","65.4 %","136","101","79","5.75","4.39","1.36","3.50","3.37"
"Rockies","6.75","3.86","1.75","0.96","15.9 %","9.1 %","6.8 %",".291","1.66",".333","58.2 %","134","97","122","6.75","4.55","2.20","5.40","5.02"
"Orioles","9.31","5.59","1.67","0.93","26.3 %","15.8 %","10.5 %",".177","1.19",".225","76.6 %","75","96","98","3.72","4.66","-0.94","4.55","4.73"
"Diamondbacks","10.02","5.23","1.92","1.31","22.8 %","11.9 %","10.9 %",".284","1.79",".355","50.3 %","187","108","106","8.27","4.76","3.51","4.70","4.51"
"Giants","10.08","5.04","2.00","1.08","25.2 %","12.6 %","12.6 %",".165","1.16",".200","77.9 %","86","118","114","3.60","4.93","-1.33","5.04","4.44"
"Nationals","7.71","6.27","1.23","0.96","16.5 %","13.4 %","3.1 %",".333","2.20",".394","60.2 %","183","110","153","8.20","4.98","3.21","6.79","5.78"
"Angels","9.45","2.70","3.50","2.25","24.4 %","7.0 %","17.4 %",".263","1.35",".296","60.0 %","150","115","98","6.75","5.26","1.49","4.50","3.97"
"White Sox","9.00","7.92","1.14","1.08","20.8 %","18.3 %","2.5 %",".265","1.92",".329","73.1 %","107","115","130","5.04","5.41","-0.37","6.08","5.91"
"Pirates","8.77","5.96","1.47","1.40","21.4 %","14.5 %","6.8 %",".255","1.64",".304","67.7 %","141","123","127","6.31","5.51","0.80","5.73","5.25"
"Tigers","8.24","5.95","1.38","1.83","19.2 %","13.8 %","5.3 %",".284","1.83",".322","65.8 %","147","129","124","6.86","6.01","0.85","5.69","5.37"
"Marlins","7.40","6.10","1.21","2.18","16.8 %","13.9 %","3.0 %",".279","1.84",".297","59.4 %","198","156","134","8.71","6.89","1.82","6.06","5.68"
