"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Braves","11.17","0.47","24.00","0.00","30.8 %","1.3 %","29.5 %",".224","0.93",".327","68.4 %","63","23","63","2.79","1.04","1.75","2.79","2.56"
"Twins","13.89","3.86","3.60","0.39","35.0 %","9.7 %","25.2 %",".258","1.46",".411","61.4 %","87","44","60","4.24","1.97","2.27","2.69","3.09"
"Brewers","10.61","2.25","4.71","0.32","29.2 %","6.2 %","23.0 %",".200","1.00",".282","83.3 %","22","48","75","0.96","2.18","-1.21","3.35","3.22"
"Astros","10.94","3.76","2.91","0.34","29.9 %","10.3 %","19.6 %",".156","0.99",".222","73.2 %","44","57","95","2.05","2.53","-0.48","4.38","3.79"
"Athletics","12.10","1.40","8.67","0.93","35.6 %","4.1 %","31.5 %",".162","0.72",".225","83.3 %","52","60","67","2.33","2.65","-0.32","3.05","2.47"
"Dodgers","10.50","2.63","4.00","0.38","29.5 %","7.4 %","22.1 %",".176","0.92",".250","80.5 %","54","61","82","2.25","2.67","-0.42","3.62","3.36"
"Rays","12.42","2.87","4.33","0.96","34.2 %","7.9 %","26.3 %",".174","0.96",".244","86.4 %","48","67","68","2.15","2.95","-0.80","3.10","2.96"
"Diamondbacks","12.67","3.31","3.83","1.10","33.1 %","8.6 %","24.5 %",".202","1.13",".284","87.2 %","56","76","75","2.48","3.37","-0.89","3.36","3.14"
"Nationals","9.00","1.73","5.20","1.04","25.5 %","4.9 %","20.6 %",".198","0.92",".239","62.5 %","93","75","102","4.15","3.41","0.75","4.51","3.76"
"Padres","8.78","1.95","4.50","0.98","23.5 %","5.2 %","18.3 %",".231","1.12",".282","64.8 %","103","78","93","4.55","3.43","1.12","4.18","3.82"
"Reds","11.22","4.15","2.70","0.83","29.7 %","11.0 %","18.7 %",".225","1.29",".314","80.2 %","65","76","88","2.91","3.44","-0.54","3.90","3.78"
"White Sox","10.98","2.97","3.70","1.19","30.6 %","8.3 %","22.3 %",".180","0.99",".229","86.1 %","53","75","73","2.37","3.48","-1.10","3.34","3.32"
"Tigers","10.08","2.60","3.88","1.30","25.4 %","6.6 %","18.9 %",".292","1.48",".372","76.9 %","91","83","82","4.23","3.83","0.40","3.75","3.65"
"Yankees","14.85","3.04","4.89","2.03","41.1 %","8.4 %","32.7 %",".216","1.13",".319","92.9 %","73","85","49","3.38","3.96","-0.59","2.23","2.39"
"Marlins","9.00","4.97","1.81","0.62","22.0 %","12.1 %","9.9 %",".257","1.55",".329","66.4 %","133","94","104","5.59","4.08","1.51","4.62","4.72"
"Giants","12.15","5.06","2.40","1.35","29.8 %","12.4 %","17.4 %",".219","1.43",".292","80.8 %","88","102","98","3.71","4.26","-0.55","4.33","3.99"
"Phillies","11.44","5.08","2.25","1.27","28.8 %","12.8 %","16.0 %",".222","1.41",".294","65.0 %","123","95","92","5.40","4.31","1.09","4.09","4.10"
"Orioles","6.11","2.55","2.40","1.02","17.8 %","7.4 %","10.4 %",".140","0.76",".140","70.9 %","60","95","116","2.80","4.52","-1.71","5.30","4.72"
"Royals","8.61","6.26","1.38","0.78","20.2 %","14.7 %","5.5 %",".258","1.74",".319","59.1 %","141","101","117","6.65","4.52","2.13","5.38","5.32"
"Mariners","6.49","3.08","2.11","1.03","19.4 %","9.2 %","10.2 %",".105","0.68",".094","89.3 %","46","103","110","2.05","4.62","-2.57","5.03","4.68"
"Angels","7.44","3.86","1.93","1.10","19.3 %","10.0 %","9.3 %",".258","1.41",".301","82.6 %","95","114","110","3.03","4.62","-1.59","4.98","4.80"
"Rangers","10.99","5.34","2.06","1.57","26.3 %","12.8 %","13.5 %",".259","1.64",".329","65.0 %","100","101","92","5.02","4.82","0.20","4.22","4.35"
"Blue Jays","9.73","3.41","2.86","1.70","24.5 %","8.6 %","16.0 %",".260","1.41",".313","70.8 %","122","105","100","5.59","4.89","0.70","4.58","4.06"
"Cardinals","9.17","4.46","2.06","1.57","24.0 %","11.6 %","12.3 %",".240","1.40",".284","78.3 %","93","114","114","3.93","4.93","-1.00","5.04","4.59"
"Mets","11.07","4.87","2.27","1.77","29.1 %","12.8 %","16.3 %",".213","1.33",".261","84.1 %","61","112","101","2.66","4.94","-2.28","4.53","4.14"
"Rockies","8.76","2.68","3.27","1.95","23.7 %","7.2 %","16.5 %",".221","1.14",".240","66.0 %","96","108","101","4.86","5.05","-0.19","4.50","4.04"
"Pirates","8.41","6.64","1.27","0.89","20.4 %","16.1 %","4.3 %",".224","1.57",".273","64.1 %","144","116","131","6.20","5.13","1.06","5.81","5.59"
"Indians","9.00","2.25","4.00","2.25","24.4 %","6.1 %","18.3 %",".247","1.20",".269","70.6 %","103","114","84","4.95","5.21","-0.26","3.85","3.71"
"Red Sox","10.26","5.40","1.90","1.89","25.5 %","13.4 %","12.1 %",".244","1.53",".293","67.1 %","130","123","107","6.48","5.64","0.84","4.94","4.61"
"Cubs","9.68","8.66","1.12","2.04","21.6 %","19.3 %","2.3 %",".271","2.04",".319","76.4 %","140","160","147","6.11","7.06","-0.95","6.48","5.99"
