"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Rays","12.65","1.71","7.40","1.03","38.1 %","5.2 %","33.0 %",".185","0.84",".269","89.9 %","23","56","53","1.03","2.45","-1.43","2.41","2.32"
"Indians","8.53","2.37","3.60","0.47","25.0 %","6.9 %","18.1 %",".212","1.00",".277","86.0 %","39","65","95","1.89","2.95","-1.06","4.36","3.83"
"Twins","8.64","1.44","6.00","1.08","23.5 %","3.9 %","19.6 %",".286","1.28",".352","75.5 %","77","73","84","3.60","3.33","0.27","3.84","3.68"
"Diamondbacks","7.61","3.80","2.00","0.38","20.2 %","10.1 %","10.1 %",".213","1.23",".265","79.7 %","52","76","99","2.28","3.34","-1.06","4.39","4.54"
"Pirates","12.68","3.27","3.88","1.23","31.3 %","8.1 %","23.2 %",".236","1.32",".327","52.2 %","95","80","72","4.09","3.53","0.56","3.21","3.19"
"Red Sox","9.21","3.18","2.90","0.64","25.4 %","8.8 %","16.7 %",".180","0.99",".232","61.6 %","79","79","96","3.81","3.57","0.24","4.40","3.93"
"Nationals","8.80","1.17","7.50","1.17","21.4 %","2.9 %","18.6 %",".288","1.37",".347","64.4 %","118","82","102","5.28","3.74","1.55","4.50","3.88"
"Astros","10.47","1.65","6.33","1.65","31.2 %","4.9 %","26.2 %",".224","0.98",".278","100.0 %","49","85","61","2.20","3.83","-1.62","2.78","2.72"
"Rangers","7.00","4.00","1.75","0.50","18.0 %","10.3 %","7.7 %",".275","1.50",".333","71.4 %","79","82","100","4.00","3.88","0.12","4.60","4.72"
"Cardinals","6.38","5.89","1.08","0.00","16.7 %","15.4 %","1.3 %",".169","1.25",".212","75.0 %","69","90","143","2.95","3.92","-0.98","6.31","5.99"
"Tigers","8.72","5.06","1.72","0.56","20.0 %","11.6 %","8.4 %",".304","1.84",".382","56.7 %","157","86","115","7.31","3.96","3.35","5.27","4.93"
"Mets","10.80","1.62","6.67","1.62","31.3 %","4.7 %","26.6 %",".169","0.78",".194","100.0 %","52","93","65","2.16","4.05","-1.89","2.91","2.70"
"Dodgers","8.72","2.91","3.00","1.25","23.1 %","7.7 %","15.4 %",".256","1.29",".310","85.3 %","69","99","105","2.91","4.32","-1.41","4.63","4.12"
"Padres","10.42","3.79","2.75","1.42","26.8 %","9.8 %","17.1 %",".247","1.37",".313","61.4 %","133","99","90","5.68","4.37","1.31","3.99","3.90"
"Yankees","11.53","4.85","2.38","1.52","30.7 %","12.9 %","17.7 %",".204","1.28",".262","80.7 %","86","95","91","3.94","4.46","-0.52","4.15","3.97"
"Giants","5.33","3.91","1.36","0.71","14.2 %","10.4 %","3.8 %",".237","1.30",".263","83.9 %","68","110","120","2.84","4.60","-1.75","5.30","5.25"
"Royals","8.61","5.09","1.69","1.17","21.4 %","12.6 %","8.7 %",".233","1.48",".277","77.2 %","91","105","109","4.30","4.69","-0.39","4.99","4.93"
"Blue Jays","7.96","4.10","1.94","1.21","20.8 %","10.7 %","10.1 %",".214","1.26",".245","78.6 %","84","102","115","3.86","4.71","-0.86","5.26","4.77"
"White Sox","9.28","5.48","1.69","1.27","21.8 %","12.9 %","8.9 %",".307","1.88",".381","64.3 %","140","103","100","6.33","4.81","1.52","4.56","4.67"
"Cubs","10.00","2.33","4.29","2.00","26.6 %","6.2 %","20.4 %",".233","1.15",".269","100.0 %","61","113","80","2.67","4.99","-2.33","3.58","3.40"
"Athletics","9.19","2.30","4.00","2.30","24.2 %","6.1 %","18.2 %",".258","1.28",".286","69.4 %","129","118","98","5.74","5.26","0.49","4.48","3.91"
"Mariners","7.85","1.88","4.17","2.20","21.0 %","5.0 %","16.0 %",".232","1.12",".238","51.7 %","142","120","83","6.28","5.38","0.90","3.80","3.69"
"Brewers","8.10","5.79","1.40","1.16","18.9 %","13.5 %","5.4 %",".258","1.67",".304","71.4 %","113","121","127","5.01","5.40","-0.39","5.60","5.22"
"Angels","8.76","3.65","2.40","2.19","21.2 %","8.9 %","12.4 %",".248","1.42",".268","55.9 %","138","129","100","6.20","5.89","0.31","4.58","4.26"
"Phillies","7.17","3.38","2.13","2.11","17.0 %","8.0 %","9.0 %",".333","1.78",".368","72.7 %","134","134","115","5.91","6.07","-0.17","5.08","4.69"
"Braves","7.94","3.57","2.22","2.38","17.5 %","7.9 %","9.7 %",".369","2.07",".416","61.6 %","206","145","113","9.13","6.35","2.79","5.01","4.63"
"Rockies","11.64","5.12","2.27","2.79","28.1 %","12.4 %","15.7 %",".256","1.60",".298","48.7 %","167","133","91","8.84","6.37","2.48","4.08","4.13"
"Marlins","10.65","4.18","2.55","3.42","25.7 %","10.1 %","15.6 %",".258","1.52",".267","82.0 %","154","170","110","6.46","7.31","-0.85","4.89","4.15"
"Reds","10.07","5.49","1.83","3.20","22.2 %","12.1 %","10.1 %",".318","1.98",".357","83.3 %","153","171","121","6.86","7.74","-0.88","5.34","4.79"
"Orioles","5.97","3.98","1.50","4.26","13.5 %","9.0 %","4.5 %",".373","2.12",".358","60.9 %","224","195","128","10.52","9.37","1.14","5.85","5.38"
