"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Cubs","10.80","2.49","4.33","0.83","30.2 %","7.0 %","23.3 %",".200","1.02",".269","83.3 %","57","64","72","2.49","2.84","-0.35","3.21","3.12"
"Royals","7.66","2.42","3.17","0.40","19.6 %","6.2 %","13.4 %",".300","1.48",".371","58.3 %","128","68","87","6.04","3.03","3.01","3.97","4.08"
"Rays","9.26","1.80","5.14","0.77","27.5 %","5.3 %","22.1 %",".213","0.94",".277","81.2 %","58","69","77","2.57","3.04","-0.47","3.52","3.31"
"Dodgers","11.30","1.57","7.20","1.57","31.6 %","4.4 %","27.2 %",".213","0.98",".269","77.3 %","82","82","67","3.45","3.60","-0.14","3.00","2.84"
"Twins","10.38","1.48","7.00","1.48","29.4 %","4.2 %","25.2 %",".214","0.96",".264","91.7 %","57","81","81","2.67","3.74","-1.07","3.70","3.10"
"Tigers","11.57","3.86","3.00","1.29","28.8 %","9.6 %","19.2 %",".268","1.50",".361","72.2 %","110","84","93","5.14","3.89","1.25","4.24","3.73"
"Mariners","10.95","4.38","2.50","1.09","29.1 %","11.7 %","17.5 %",".200","1.22",".263","52.2 %","140","88","82","6.20","3.94","2.26","3.73","3.84"
"Braves","8.05","1.89","4.25","1.42","22.7 %","5.3 %","17.3 %",".211","1.00",".235","54.1 %","96","94","91","4.26","4.11","0.15","4.05","3.84"
"Giants","8.49","3.86","2.20","1.16","21.8 %","9.9 %","11.9 %",".209","1.24",".242","72.6 %","70","101","111","3.09","4.29","-1.20","5.00","4.53"
"Blue Jays","9.10","4.40","2.07","0.94","22.5 %","10.9 %","11.6 %",".234","1.40",".291","67.8 %","109","96","108","5.02","4.43","0.59","4.95","4.56"
"Mets","8.27","4.41","1.88","1.10","19.5 %","10.4 %","9.1 %",".319","1.84",".385","36.8 %","251","100","122","11.02","4.44","6.58","5.53","4.96"
"Brewers","9.76","1.95","5.00","1.63","26.1 %","5.2 %","20.9 %",".248","1.16",".300","82.8 %","81","100","87","3.58","4.48","-0.90","3.86","3.40"
"Reds","9.55","3.29","2.90","1.65","24.2 %","8.3 %","15.8 %",".248","1.35",".293","61.3 %","132","103","101","5.93","4.68","1.25","4.48","4.06"
"Pirates","11.92","4.21","2.83","1.75","31.5 %","11.1 %","20.4 %",".202","1.21",".255","76.9 %","89","107","86","3.86","4.73","-0.88","3.83","3.56"
"Orioles","8.35","3.93","2.13","0.98","21.0 %","9.9 %","11.1 %",".203","1.20",".240","77.6 %","63","99","103","2.95","4.74","-1.80","4.73","4.37"
"Diamondbacks","7.59","3.80","2.00","1.27","19.2 %","9.6 %","9.6 %",".250","1.41",".286","82.1 %","86","108","112","3.80","4.76","-0.96","4.98","4.74"
"Red Sox","9.25","6.00","1.54","1.00","22.8 %","14.8 %","8.0 %",".228","1.53",".284","70.0 %","109","105","115","5.25","4.77","0.48","5.26","5.06"
"Cardinals","10.36","4.07","2.55","1.85","25.7 %","10.1 %","15.6 %",".247","1.44",".297","79.3 %","87","117","98","3.70","5.06","-1.36","4.35","4.09"
"Nationals","7.25","4.03","1.80","1.61","19.2 %","10.6 %","8.5 %",".262","1.43",".290","75.8 %","72","117","115","3.22","5.27","-2.05","5.08","4.90"
"White Sox","9.85","6.20","1.59","1.46","23.9 %","15.0 %","8.9 %",".263","1.70",".328","58.8 %","161","114","111","7.30","5.32","1.98","5.07","5.00"
"Angels","7.24","5.29","1.37","1.11","19.0 %","13.9 %","5.1 %",".193","1.27",".214","71.1 %","105","117","123","4.73","5.35","-0.62","5.65","5.42"
"Astros","9.79","3.04","3.22","2.36","27.6 %","8.6 %","19.1 %",".188","1.01",".183","100.0 %","58","119","104","2.70","5.46","-2.76","4.81","3.92"
"Athletics","11.76","3.05","3.86","2.61","35.1 %","9.1 %","26.0 %",".145","0.82",".111","93.8 %","88","124","83","3.92","5.54","-1.62","3.78","3.05"
"Padres","9.18","2.70","3.40","2.16","20.5 %","6.0 %","14.5 %",".355","1.92",".418","66.9 %","190","127","128","8.10","5.55","2.55","5.66","4.37"
"Yankees","10.00","4.67","2.14","2.00","24.2 %","11.3 %","12.9 %",".280","1.63",".338","72.5 %","138","123","110","6.33","5.77","0.56","5.02","4.46"
"Rangers","8.69","3.72","2.33","2.17","22.1 %","9.5 %","12.6 %",".259","1.41",".286","79.0 %","99","125","110","4.97","5.97","-1.01","5.03","4.43"
"Marlins","7.29","3.86","1.89","2.14","19.5 %","10.3 %","9.2 %",".182","1.10",".164","76.5 %","102","142","124","4.29","6.12","-1.83","5.49","4.89"
"Phillies","7.07","3.21","2.20","2.25","18.0 %","8.2 %","9.8 %",".245","1.32",".247","71.9 %","131","136","114","5.79","6.18","-0.39","5.06","4.67"
"Indians","10.18","4.87","2.09","3.10","21.7 %","10.4 %","11.3 %",".370","2.21",".435","75.9 %","156","163","104","7.52","7.49","0.03","4.78","4.52"
"Rockies","7.71","2.25","3.43","4.18","18.6 %","5.4 %","13.2 %",".306","1.57",".286","63.4 %","121","180","108","6.11","8.39","-2.29","4.77","4.34"
