"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Padres","11.88","1.44","8.25","0.36","33.0 %","4.0 %","29.0 %",".198","0.92",".290","69.4 %","51","35","59","2.16","1.57","0.59","2.65","2.63"
"Yankees","11.53","3.34","3.45","0.30","32.8 %","9.5 %","23.3 %",".173","0.98",".262","87.4 %","26","50","82","1.21","2.30","-1.09","3.74","3.32"
"Dodgers","10.88","3.22","3.38","0.40","27.3 %","8.1 %","19.2 %",".218","1.21",".305","50.7 %","115","68","92","4.84","2.99","1.85","4.10","3.61"
"Indians","10.41","2.31","4.50","1.16","30.0 %","6.7 %","23.3 %",".226","1.07",".296","100.0 %","32","73","81","1.54","3.34","-1.80","3.72","3.26"
"Astros","10.55","3.41","3.09","0.93","27.4 %","8.9 %","18.6 %",".230","1.28",".303","70.1 %","56","74","73","2.48","3.35","-0.87","3.31","3.58"
"Royals","9.47","4.26","2.22","0.47","23.8 %","10.7 %","13.1 %",".270","1.53",".358","69.9 %","101","75","86","4.74","3.37","1.36","3.94","4.21"
"Cardinals","9.89","3.42","2.89","0.76","26.3 %","9.1 %","17.2 %",".225","1.23",".295","77.2 %","81","78","91","3.42","3.38","0.04","4.05","3.91"
"Brewers","11.52","5.60","2.06","0.66","31.0 %","15.0 %","15.9 %",".156","1.17",".220","85.6 %","37","77","99","1.65","3.47","-1.82","4.41","4.25"
"Blue Jays","11.05","4.60","2.40","0.92","28.4 %","11.8 %","16.5 %",".250","1.47",".342","85.1 %","67","78","105","3.07","3.62","-0.55","4.80","4.14"
"Orioles","8.55","2.70","3.17","0.90","20.9 %","6.6 %","14.3 %",".277","1.45",".339","60.3 %","125","80","101","5.85","3.81","2.04","4.60","4.19"
"Red Sox","9.53","3.57","2.67","0.79","23.8 %","8.9 %","14.9 %",".258","1.41",".333","59.0 %","123","85","107","5.96","3.83","2.12","4.88","4.17"
"Diamondbacks","11.57","4.71","2.45","1.29","29.0 %","11.8 %","17.2 %",".268","1.57",".365","55.6 %","165","93","108","7.29","4.07","3.21","4.77","4.04"
"White Sox","6.85","4.84","1.42","0.40","17.4 %","12.2 %","5.1 %",".262","1.52",".318","78.0 %","80","90","99","3.63","4.15","-0.53","4.55","4.74"
"Giants","10.25","3.00","3.42","1.50","28.1 %","8.2 %","19.9 %",".218","1.14",".267","83.3 %","83","100","80","3.50","4.19","-0.69","3.57","3.47"
"Mets","8.68","4.50","1.93","0.96","23.5 %","12.2 %","11.3 %",".194","1.18",".235","88.1 %","54","103","120","2.25","4.50","-2.25","5.31","4.67"
"Angels","8.29","3.74","2.21","1.34","21.1 %","9.5 %","11.6 %",".275","1.49",".326","73.3 %","113","103","96","5.08","4.73","0.35","4.39","4.39"
"Rockies","8.22","3.23","2.55","1.47","19.4 %","7.6 %","11.8 %",".305","1.66",".357","52.2 %","145","102","117","7.34","4.78","2.56","5.19","4.55"
"Marlins","9.97","4.15","2.40","1.66","24.5 %","10.2 %","14.3 %",".261","1.52",".317","73.0 %","119","111","103","4.98","4.78","0.20","4.59","4.26"
"Cubs","6.63","4.26","1.56","0.95","16.7 %","10.7 %","6.0 %",".247","1.42",".281","72.5 %","97","109","128","4.26","4.85","-0.58","5.68","5.22"
"Pirates","7.32","3.20","2.29","1.37","19.3 %","8.4 %","10.8 %",".230","1.22",".255","68.8 %","117","112","117","5.03","4.94","0.09","5.18","4.59"
"Nationals","11.29","6.38","1.77","1.47","26.1 %","14.8 %","11.4 %",".280","1.85",".367","63.8 %","164","110","110","7.36","4.96","2.40","4.89","4.71"
"Twins","10.42","3.79","2.75","1.89","23.4 %","8.5 %","14.9 %",".353","2.00",".441","50.9 %","152","110","103","7.11","5.06","2.05","4.73","4.19"
"Rays","10.55","3.72","2.83","2.17","27.6 %","9.8 %","17.9 %",".261","1.41",".314","73.7 %","125","119","88","5.59","5.25","0.34","4.03","3.84"
"Reds","9.67","4.03","2.40","2.01","24.2 %","10.1 %","14.1 %",".261","1.48",".305","55.6 %","134","121","108","6.04","5.45","0.59","4.77","4.25"
"Braves","7.92","5.04","1.57","1.80","18.8 %","12.0 %","6.8 %",".275","1.68",".307","63.9 %","162","134","133","7.20","5.85","1.35","5.88","5.22"
"Tigers","8.39","2.55","3.29","2.55","20.9 %","6.4 %","14.6 %",".320","1.62",".356","56.3 %","164","127","90","7.66","5.89","1.77","4.14","4.11"
"Athletics","5.21","4.26","1.22","1.89","13.1 %","10.7 %","2.4 %",".267","1.53",".267","89.7 %","85","139","135","3.79","6.21","-2.42","6.20","5.84"
"Phillies","8.31","4.15","2.00","2.08","19.6 %","9.8 %","9.8 %",".285","1.62",".318","73.0 %","143","138","124","6.53","6.35","0.18","5.58","4.79"
"Mariners","8.10","3.60","2.25","3.60","20.2 %","9.0 %","11.2 %",".284","1.55",".273","60.6 %","152","173","111","6.75","7.81","-1.06","5.10","4.60"
"Rangers","8.82","4.96","1.78","3.31","19.1 %","10.7 %","8.3 %",".319","1.96",".340","63.9 %","186","172","126","9.37","8.23","1.13","5.77","4.87"
