"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Braves","10.22","1.46","7.00","0.36","26.7 %","3.8 %","22.9 %",".260","1.22",".352","71.0 %","58","47","73","2.55","2.08","0.48","3.25","3.17"
"Reds","11.49","2.87","4.00","0.57","33.3 %","8.3 %","25.0 %",".145","0.83",".206","77.6 %","51","54","68","2.30","2.45","-0.15","3.01","2.97"
"Rockies","9.30","2.21","4.20","0.44","26.9 %","6.4 %","20.5 %",".178","0.89",".235","78.3 %","44","53","80","2.21","2.53","-0.31","3.55","3.50"
"Cardinals","10.07","2.75","3.67","0.46","28.6 %","7.8 %","20.8 %",".169","0.92",".229","60.2 %","76","58","79","3.20","2.55","0.65","3.51","3.51"
"Orioles","8.86","2.95","3.00","0.00","25.3 %","8.4 %","16.9 %",".137","0.80",".192","80.0 %","36","56","89","1.69","2.65","-0.96","4.05","3.67"
"Brewers","13.30","3.91","3.40","0.78","35.8 %","10.5 %","25.3 %",".193","1.13",".298","79.4 %","62","66","62","2.74","2.95","-0.21","2.77","3.07"
"Rays","8.42","2.32","3.63","0.58","23.0 %","6.4 %","16.7 %",".231","1.13",".291","72.3 %","65","69","93","2.90","3.05","-0.15","4.27","3.91"
"Royals","8.84","4.19","2.11","0.47","23.8 %","11.3 %","12.5 %",".211","1.24",".275","70.8 %","69","74","98","3.26","3.32","-0.06","4.50","4.41"
"Nationals","8.84","2.33","3.80","0.93","25.3 %","6.7 %","18.7 %",".200","0.98",".245","74.1 %","73","74","97","3.26","3.37","-0.11","4.29","3.78"
"Dodgers","11.72","5.60","2.09","0.51","30.3 %","14.5 %","15.8 %",".156","1.19",".225","77.7 %","57","77","89","2.55","3.38","-0.84","4.00","4.21"
"Rangers","9.82","2.76","3.56","1.23","27.4 %","7.7 %","19.7 %",".206","1.06",".254","75.8 %","67","80","82","3.38","3.83","-0.45","3.75","3.56"
"Red Sox","11.81","2.25","5.25","1.69","29.8 %","5.7 %","24.1 %",".277","1.38",".366","72.5 %","105","90","78","5.06","4.06","1.00","3.55","3.17"
"Indians","10.36","4.81","2.15","1.11","28.0 %","13.0 %","15.0 %",".184","1.19",".232","84.7 %","46","90","94","2.22","4.12","-1.90","4.31","4.24"
"Padres","9.00","2.25","4.00","1.50","24.2 %","6.1 %","18.2 %",".242","1.17",".286","57.4 %","141","100","95","6.00","4.38","1.62","4.20","3.81"
"Cubs","10.80","3.78","2.86","1.62","26.0 %","9.1 %","16.9 %",".314","1.74",".404","60.5 %","173","99","87","7.56","4.41","3.15","3.86","3.84"
"Diamondbacks","5.63","3.00","1.88","1.13","15.2 %","8.1 %","7.1 %",".231","1.21",".247","84.7 %","51","104","119","2.25","4.59","-2.34","5.28","5.12"
"Marlins","8.20","5.47","1.50","1.03","20.7 %","13.8 %","6.9 %",".240","1.52",".288","72.6 %","114","109","136","4.78","4.70","0.09","6.01","5.33"
"Blue Jays","7.82","3.55","2.20","1.42","21.2 %","9.6 %","11.5 %",".213","1.18",".235","90.2 %","62","102","118","2.84","4.71","-1.87","5.41","4.70"
"Mets","11.57","2.20","5.25","2.20","31.3 %","6.0 %","25.4 %",".210","1.04",".243","80.7 %","107","109","87","4.41","4.74","-0.34","3.87","3.15"
"Mariners","7.42","4.15","1.79","1.19","19.1 %","10.7 %","8.4 %",".259","1.45",".299","73.6 %","107","106","111","4.75","4.76","-0.02","5.08","4.99"
"Athletics","8.07","4.34","1.86","1.55","19.1 %","10.3 %","8.8 %",".295","1.72",".341","58.1 %","160","114","118","7.14","5.11","2.03","5.41","4.93"
"Giants","9.47","3.79","2.50","1.89","23.8 %","9.5 %","14.3 %",".280","1.53",".333","77.9 %","118","124","98","5.21","5.27","-0.06","4.41","4.22"
"Phillies","9.82","4.42","2.22","1.96","24.7 %","11.1 %","13.6 %",".264","1.53",".313","89.3 %","89","118","110","3.93","5.34","-1.41","4.89","4.41"
"White Sox","8.31","5.19","1.60","1.56","18.8 %","11.8 %","7.1 %",".288","1.79",".333","48.6 %","207","122","123","9.35","5.69","3.65","5.63","5.07"
"Twins","9.30","4.43","2.10","2.21","22.1 %","10.5 %","11.6 %",".298","1.72",".345","82.8 %","114","129","114","5.31","5.97","-0.66","5.22","4.68"
"Angels","9.38","3.89","2.41","2.75","22.2 %","9.2 %","13.0 %",".303","1.70",".339","86.5 %","122","144","112","5.49","6.62","-1.13","5.13","4.44"
"Pirates","8.64","5.40","1.60","2.88","19.1 %","11.9 %","7.1 %",".327","2.04",".359","63.7 %","200","167","132","8.64","7.37","1.27","5.84","5.16"
"Tigers","6.46","5.32","1.21","2.66","15.3 %","12.6 %","2.7 %",".271","1.69",".264","80.1 %","122","162","133","5.70","7.52","-1.82","6.12","5.72"
"Yankees","7.00","3.33","2.10","3.33","17.4 %","8.3 %","9.1 %",".257","1.41",".231","65.4 %","138","166","112","6.33","7.81","-1.47","5.13","4.76"
"Astros","9.27","7.25","1.28","3.22","21.1 %","16.5 %","4.6 %",".256","1.84",".254","61.7 %","199","184","143","8.87","8.36","0.50","6.56","5.66"
