"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Mets","10.97","3.80","2.89","0.42","28.6 %","9.9 %","18.7 %",".195","1.17",".273","50.9 %","133","61","79","5.48","2.65","2.83","3.53","3.61"
"Rockies","6.75","2.78","2.43","0.40","18.7 %","7.7 %","11.0 %",".220","1.10",".266","82.0 %","47","74","105","2.38","3.48","-1.10","4.66","4.47"
"Pirates","10.07","4.03","2.50","0.81","24.0 %","9.6 %","14.4 %",".319","1.79",".418","67.2 %","140","78","105","6.04","3.48","2.56","4.63","4.23"
"Angels","10.02","3.89","2.58","0.82","25.5 %","9.9 %","15.6 %",".256","1.43",".336","61.6 %","118","77","97","5.32","3.53","1.79","4.43","4.11"
"Indians","9.14","1.66","5.50","1.25","23.7 %","4.3 %","19.4 %",".281","1.34",".344","80.7 %","78","77","78","3.74","3.54","0.20","3.57","3.59"
"Diamondbacks","7.88","2.25","3.50","0.75","21.4 %","6.1 %","15.3 %",".244","1.17",".299","91.9 %","34","81","102","1.50","3.55","-2.05","4.54","4.06"
"Red Sox","9.49","4.74","2.00","0.73","25.0 %","12.5 %","12.5 %",".253","1.46",".333","78.3 %","76","83","103","3.65","3.74","-0.09","4.70","4.52"
"Astros","7.77","3.27","2.38","0.82","20.4 %","8.6 %","11.8 %",".247","1.32",".297","61.1 %","110","83","94","4.91","3.76","1.15","4.30","4.29"
"Giants","8.31","3.12","2.67","1.04","24.2 %","9.1 %","15.2 %",".200","1.04",".238","79.0 %","74","93","98","3.12","3.91","-0.79","4.36","4.13"
"Royals","9.62","3.33","2.89","1.11","25.5 %","8.8 %","16.7 %",".217","1.19",".270","89.2 %","55","87","86","2.59","3.91","-1.32","3.94","3.84"
"Cubs","9.64","4.34","2.22","0.96","27.4 %","12.3 %","15.1 %",".127","0.91",".146","79.0 %","63","91","95","2.89","4.07","-1.18","4.28","4.16"
"Athletics","10.96","3.52","3.11","1.57","28.0 %","9.0 %","19.0 %",".253","1.39",".322","79.6 %","88","94","86","3.91","4.21","-0.30","3.94","3.74"
"Rays","11.16","5.40","2.07","1.08","27.9 %","13.5 %","14.4 %",".232","1.48",".311","76.9 %","97","95","101","4.32","4.21","0.11","4.64","4.35"
"Reds","5.30","3.38","1.57","0.48","13.8 %","8.8 %","5.0 %",".243","1.29",".276","78.1 %","75","96","118","3.38","4.34","-0.96","5.24","5.20"
"Marlins","11.42","4.15","2.75","1.56","27.5 %","10.0 %","17.5 %",".286","1.62",".378","58.1 %","186","108","96","7.79","4.66","3.13","4.24","3.88"
"Cardinals","14.34","2.95","4.86","2.53","38.6 %","8.0 %","30.7 %",".203","1.08",".256","72.3 %","129","114","71","5.48","4.95","0.54","3.16","2.64"
"White Sox","8.85","3.10","2.86","1.77","24.4 %","8.5 %","15.9 %",".189","1.03",".200","97.6 %","59","107","104","2.66","4.98","-2.33","4.78","4.07"
"Brewers","10.17","5.48","1.86","1.57","23.9 %","12.8 %","11.0 %",".295","1.83",".369","68.7 %","141","113","108","6.26","5.04","1.22","4.77","4.70"
"Phillies","8.02","4.22","1.90","1.27","18.3 %","9.6 %","8.7 %",".330","1.88",".391","79.9 %","105","112","120","4.64","5.09","-0.45","5.31","4.85"
"Braves","8.31","7.27","1.14","1.04","20.8 %","18.2 %","2.6 %",".222","1.62",".267","55.6 %","117","121","135","5.19","5.29","-0.10","5.97","5.90"
"Rangers","8.71","5.52","1.58","1.45","20.4 %","12.9 %","7.5 %",".276","1.74",".326","64.6 %","127","111","116","6.39","5.31","1.08","5.33","5.13"
"Padres","9.18","3.24","2.83","2.16","25.4 %","9.0 %","16.4 %",".213","1.14",".225","100.0 %","63","122","97","2.70","5.37","-2.67","4.28","4.01"
"Twins","10.06","5.82","1.73","1.59","23.5 %","13.6 %","9.9 %",".232","1.59",".277","67.2 %","91","117","103","4.24","5.39","-1.16","4.73","4.73"
"Tigers","9.97","4.57","2.18","2.08","22.6 %","10.4 %","12.3 %",".351","2.03",".431","57.9 %","205","122","112","9.55","5.66","3.89","5.14","4.52"
"Blue Jays","6.63","3.79","1.75","1.89","17.5 %","10.0 %","7.5 %",".222","1.26",".222","87.0 %","82","124","127","3.79","5.74","-1.95","5.83","5.12"
"Nationals","9.60","5.40","1.78","1.80","23.9 %","13.4 %","10.5 %",".232","1.47",".270","55.6 %","138","127","116","6.60","5.88","0.72","5.27","4.73"
"Yankees","10.44","6.84","1.53","1.80","25.4 %","16.7 %","8.8 %",".255","1.72",".317","64.9 %","156","126","115","7.20","5.89","1.31","5.28","5.09"
"Dodgers","9.17","4.08","2.25","2.04","24.7 %","11.0 %","13.7 %",".194","1.13",".200","80.5 %","109","138","120","4.58","5.99","-1.40","5.30","4.37"
"Mariners","8.86","7.17","1.24","2.11","19.8 %","16.0 %","3.8 %",".295","2.02",".339","73.0 %","124","152","127","5.48","6.82","-1.34","5.83","5.62"
"Orioles","7.29","3.86","1.89","3.00","16.5 %","8.7 %","7.8 %",".315","1.81",".324","69.5 %","155","156","127","7.29","7.50","-0.21","5.82","4.93"
