"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Twins","13.20","4.80","2.75","0.60","32.8 %","11.9 %","20.9 %",".237","1.47",".361","68.0 %","90","60","70","4.20","2.75","1.45","3.21","3.51"
"Cardinals","11.84","2.84","4.17","0.95","32.1 %","7.7 %","24.4 %",".208","1.11",".289","60.4 %","112","67","84","4.74","2.90","1.84","3.73","3.29"
"Astros","7.23","1.93","3.75","0.48","19.5 %","5.2 %","14.3 %",".233","1.13",".281","71.4 %","76","66","87","3.38","2.95","0.43","3.95","3.93"
"Nationals","11.35","4.30","2.64","0.39","29.9 %","11.3 %","18.6 %",".226","1.30",".333","71.9 %","70","65","89","3.13","2.95","0.18","3.94","3.78"
"Angels","9.39","2.93","3.20","0.59","24.1 %","7.5 %","16.5 %",".254","1.34",".330","66.3 %","104","67","98","4.70","3.05","1.64","4.47","4.00"
"Reds","8.87","2.70","3.29","0.39","23.5 %","7.1 %","16.3 %",".239","1.20",".313","74.3 %","77","68","93","3.47","3.09","0.39","4.15","3.91"
"Rays","9.00","2.88","3.13","0.72","26.0 %","8.3 %","17.7 %",".161","0.88",".200","79.2 %","40","76","97","1.80","3.33","-1.53","4.44","3.90"
"Pirates","10.71","3.86","2.78","0.86","29.1 %","10.5 %","18.6 %",".182","1.10",".240","89.1 %","30","76","84","1.29","3.36","-2.07","3.73","3.75"
"Dodgers","9.64","4.34","2.22","0.48","25.0 %","11.3 %","13.8 %",".214","1.29",".286","80.5 %","69","77","104","2.89","3.37","-0.48","4.60","4.33"
"Indians","8.59","3.07","2.80","0.61","24.1 %","8.6 %","15.5 %",".154","0.89",".189","95.2 %","24","74","90","1.23","3.42","-2.19","4.16","4.12"
"White Sox","11.57","4.29","2.70","0.86","29.4 %","10.9 %","18.5 %",".222","1.33",".308","84.0 %","57","75","73","2.57","3.45","-0.88","3.35","3.67"
"Diamondbacks","8.36","2.89","2.89","0.64","22.4 %","7.8 %","14.7 %",".221","1.14",".276","83.9 %","58","81","104","2.57","3.57","-1.00","4.63","4.14"
"Red Sox","7.52","4.87","1.55","0.44","21.3 %","13.8 %","7.5 %",".130","0.98",".157","86.0 %","28","84","108","1.33","3.80","-2.48","4.93","5.06"
"Mets","12.63","5.66","2.23","0.87","31.2 %","14.0 %","17.2 %",".218","1.45",".319","68.5 %","126","88","93","5.23","3.84","1.38","4.13","4.06"
"Cubs","10.08","6.84","1.47","0.36","28.3 %","19.2 %","9.1 %",".127","1.16",".180","87.4 %","40","87","95","1.80","3.89","-2.09","4.25","5.04"
"Rangers","9.32","4.50","2.07","0.96","22.5 %","10.9 %","11.6 %",".254","1.54",".317","62.8 %","115","87","97","5.79","4.14","1.64","4.45","4.44"
"Phillies","8.50","2.00","4.25","1.50","21.8 %","5.1 %","16.7 %",".297","1.44",".352","82.6 %","91","91","92","4.00","4.16","-0.16","4.09","3.88"
"Brewers","12.81","4.15","3.08","1.73","33.3 %","10.8 %","22.5 %",".224","1.31",".304","57.1 %","140","98","75","6.23","4.37","1.86","3.32","3.36"
"Blue Jays","7.78","4.58","1.70","0.92","20.5 %","12.1 %","8.4 %",".181","1.17",".208","80.2 %","60","97","126","2.75","4.49","-1.74","5.79","5.13"
"Rockies","6.16","3.79","1.63","0.95","16.5 %","10.1 %","6.3 %",".229","1.26",".255","85.6 %","56","99","116","2.84","4.64","-1.79","5.15","5.18"
"Marlins","11.65","4.76","2.44","1.59","29.0 %","11.8 %","17.1 %",".242","1.47",".317","64.2 %","152","109","96","6.35","4.68","1.67","4.26","4.00"
"Braves","6.86","4.58","1.50","0.92","18.1 %","12.1 %","6.0 %",".208","1.27",".236","60.3 %","88","105","122","4.12","4.69","-0.57","5.49","5.25"
"Giants","7.82","3.20","2.44","1.42","20.0 %","8.2 %","11.8 %",".290","1.50",".338","68.9 %","135","113","111","5.68","4.71","0.97","4.94","4.54"
"Yankees","12.46","6.75","1.85","1.56","32.4 %","17.6 %","14.9 %",".164","1.33",".206","63.8 %","124","106","97","5.71","4.94","0.77","4.42","4.48"
"Tigers","9.72","2.16","4.50","2.16","21.7 %","4.8 %","16.9 %",".397","2.10",".482","59.2 %","208","109","92","9.72","5.07","4.65","4.22","3.94"
"Athletics","8.84","5.59","1.58","1.40","20.9 %","13.2 %","7.7 %",".269","1.71",".321","70.5 %","136","118","134","6.05","5.28","0.77","6.15","5.22"
"Royals","6.43","3.00","2.14","1.71","17.1 %","8.0 %","9.1 %",".250","1.29",".262","80.4 %","91","120","116","4.29","5.40","-1.12","5.30","4.90"
"Padres","10.29","4.29","2.40","2.14","25.8 %","10.8 %","15.1 %",".220","1.33",".245","95.5 %","80","127","112","3.43","5.59","-2.17","4.96","4.23"
"Orioles","10.41","3.86","2.70","2.31","26.5 %","9.8 %","16.7 %",".233","1.33",".263","85.4 %","99","121","100","4.63","5.79","-1.16","4.57","4.01"
"Mariners","10.05","6.03","1.67","2.30","23.7 %","14.2 %","9.5 %",".254","1.69",".289","70.1 %","117","142","113","5.17","6.41","-1.24","5.18","4.91"
