"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Orioles","10.91","3.45","3.17","0.57","26.8 %","8.5 %","18.3 %",".297","1.60",".409","65.0 %","115","63","74","5.74","2.96","2.79","3.40","3.48"
"Nationals","8.00","3.50","2.29","0.00","18.4 %","8.1 %","10.3 %",".316","1.72",".400","74.3 %","89","72","106","4.00","3.27","0.73","4.71","4.14"
"Cardinals","12.39","3.18","3.90","1.27","36.8 %","9.4 %","27.4 %",".167","0.92",".226","93.1 %","52","77","77","2.22","3.36","-1.13","3.42","2.92"
"Yankees","8.51","3.82","2.23","0.59","20.1 %","9.0 %","11.1 %",".300","1.70",".374","71.7 %","96","76","93","4.40","3.54","0.86","4.25","4.35"
"Braves","9.43","3.00","3.14","0.86","25.3 %","8.1 %","17.2 %",".205","1.10",".259","72.1 %","87","83","93","3.86","3.64","0.21","4.11","3.87"
"Astros","9.35","3.12","3.00","1.04","25.4 %","8.5 %","16.9 %",".215","1.15",".267","64.0 %","81","82","85","3.63","3.68","-0.04","3.90","3.88"
"Athletics","10.71","3.00","3.57","1.29","30.5 %","8.5 %","22.0 %",".187","1.00",".234","100.0 %","38","83","82","1.71","3.69","-1.98","3.73","3.42"
"Angels","9.51","3.07","3.10","1.23","25.4 %","8.2 %","17.2 %",".241","1.26",".299","63.7 %","75","85","84","3.38","3.90","-0.52","3.82","3.75"
"Blue Jays","9.07","2.21","4.10","1.33","25.5 %","6.2 %","19.3 %",".200","0.98",".233","67.5 %","91","85","87","4.20","3.93","0.28","3.97","3.67"
"Marlins","8.25","2.63","3.14","1.13","20.2 %","6.4 %","13.8 %",".297","1.54",".355","62.1 %","125","93","117","5.25","4.01","1.24","5.20","4.60"
"Giants","9.00","2.37","3.80","1.42","21.6 %","5.7 %","15.9 %",".313","1.63",".377","56.0 %","158","97","85","6.63","4.06","2.58","3.78","3.62"
"Rays","12.94","2.81","4.60","1.97","32.4 %","7.0 %","25.4 %",".280","1.47",".380","56.5 %","158","93","68","7.03","4.12","2.91","3.08","3.01"
"Rockies","9.00","3.00","3.00","1.00","22.5 %","7.5 %","15.0 %",".254","1.33",".314","62.0 %","119","89","106","6.00","4.16","1.84","4.70","4.07"
"Mets","10.13","2.89","3.50","1.45","24.7 %","7.1 %","17.7 %",".295","1.55",".370","69.8 %","140","96","83","5.79","4.18","1.61","3.69","3.68"
"Phillies","12.46","3.12","4.00","2.08","31.2 %","7.8 %","23.4 %",".282","1.50",".372","49.0 %","189","99","69","8.31","4.48","3.82","3.09","3.25"
"Diamondbacks","12.67","7.71","1.64","1.10","29.1 %","17.7 %","11.4 %",".246","1.84",".350","62.5 %","150","104","105","6.61","4.56","2.05","4.67","4.85"
"Dodgers","10.00","2.00","5.00","2.00","29.4 %","5.9 %","23.5 %",".175","0.83",".179","96.2 %","60","108","93","2.50","4.71","-2.21","4.15","3.37"
"Brewers","7.43","2.35","3.17","1.57","19.8 %","6.3 %","13.5 %",".239","1.17",".262","68.4 %","97","109","113","4.30","4.87","-0.56","5.03","4.40"
"Indians","7.64","3.06","2.50","1.53","20.3 %","8.1 %","12.2 %",".209","1.13",".224","83.3 %","74","107","116","3.57","4.91","-1.35","5.29","4.60"
"Pirates","10.01","3.64","2.75","1.82","25.6 %","9.3 %","16.3 %",".267","1.45",".325","84.3 %","98","112","93","4.25","4.93","-0.69","4.11","3.92"
"Twins","9.00","2.35","3.83","1.96","23.2 %","6.1 %","17.2 %",".272","1.35",".313","80.0 %","92","107","88","4.30","4.95","-0.65","4.03","3.88"
"Padres","8.58","2.54","3.38","1.59","21.3 %","6.3 %","15.0 %",".263","1.34",".305","63.9 %","127","113","114","5.40","4.98","0.42","5.07","4.20"
"Tigers","7.71","3.86","2.00","1.75","19.0 %","9.5 %","9.5 %",".267","1.52",".295","65.6 %","113","115","105","5.26","5.32","-0.06","4.80","4.61"
"Mariners","7.18","3.76","1.91","1.71","18.3 %","9.6 %","8.7 %",".269","1.48",".295","62.5 %","126","117","103","5.81","5.34","0.47","4.76","4.80"
"Royals","5.40","6.04","0.89","0.95","12.9 %","14.4 %","-1.5 %",".297","1.84",".330","72.3 %","108","125","140","5.08","5.61","-0.53","6.41","6.20"
"Red Sox","10.48","6.04","1.74","2.22","22.9 %","13.2 %","9.7 %",".320","2.08",".388","48.8 %","211","135","115","10.16","6.11","4.06","5.28","4.87"
"White Sox","8.27","3.05","2.71","2.61","20.7 %","7.6 %","13.0 %",".274","1.45",".288","62.0 %","145","136","102","6.53","6.31","0.22","4.65","4.36"
"Cubs","5.03","3.20","1.57","1.83","12.1 %","7.7 %","4.4 %",".316","1.63",".328","54.1 %","199","148","132","8.69","6.57","2.12","5.85","5.20"
"Rangers","11.78","6.38","1.85","2.45","25.0 %","13.5 %","11.5 %",".333","2.18",".423","65.7 %","175","138","112","8.84","6.60","2.24","5.11","4.66"
"Reds","8.59","6.14","1.40","2.45","19.4 %","13.9 %","5.6 %",".295","1.91",".326","55.6 %","192","152","129","9.20","7.10","2.10","5.86","5.42"
