"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Diamondbacks","8.22","2.35","3.50","0.00","22.6 %","6.5 %","16.1 %",".172","0.91",".227","85.7 %","0","49","66","0.00","2.17","-2.17","2.95","3.39"
"Athletics","8.10","2.70","3.00","0.00","22.2 %","7.4 %","14.8 %",".200","1.05",".263","57.1 %","91","52","109","4.05","2.31","1.74","5.00","4.52"
"Yankees","9.95","2.13","4.67","0.71","27.5 %","5.9 %","21.6 %",".250","1.18",".333","88.2 %","46","59","92","2.13","2.74","-0.61","4.23","3.52"
"Royals","10.06","3.18","3.17","0.53","26.4 %","8.3 %","18.1 %",".258","1.35",".348","74.1 %","79","63","75","3.71","2.80","0.90","3.44","3.57"
"Giants","11.42","4.15","2.75","0.52","27.9 %","10.1 %","17.7 %",".271","1.56",".383","79.0 %","74","71","79","3.12","2.98","0.13","3.50","3.72"
"Angels","9.53","1.99","4.80","0.79","28.6 %","6.0 %","22.6 %",".154","0.75",".192","92.1 %","35","67","70","1.59","3.04","-1.45","3.21","3.18"
"Nationals","10.80","2.16","5.00","1.08","34.5 %","6.9 %","27.6 %",".111","0.60",".125","100.0 %","24","68","88","1.08","3.09","-2.01","3.92","3.02"
"Blue Jays","10.13","3.86","2.63","0.48","25.3 %","9.6 %","15.7 %",".270","1.50",".365","79.7 %","73","67","104","3.38","3.11","0.27","4.75","4.11"
"Twins","10.50","0.75","14.00","1.50","35.0 %","2.5 %","32.5 %",".128","0.50",".130","100.0 %","32","72","83","1.50","3.30","-1.80","3.78","2.77"
"Reds","11.25","2.25","5.00","1.50","31.3 %","6.3 %","25.0 %",".205","1.00",".259","88.2 %","50","85","76","2.25","3.88","-1.63","3.37","3.06"
"Indians","11.48","3.38","3.40","1.35","27.4 %","8.1 %","19.4 %",".268","1.50",".351","71.4 %","70","87","93","3.38","3.96","-0.59","4.25","3.68"
"Astros","10.36","5.18","2.00","1.11","25.0 %","12.5 %","12.5 %",".255","1.60",".328","60.3 %","108","94","102","4.81","4.24","0.57","4.68","4.52"
"Rays","11.84","2.84","4.17","1.89","31.3 %","7.5 %","23.8 %",".230","1.21",".289","74.7 %","106","97","59","4.74","4.27","0.47","2.68","3.04"
"Pirates","7.63","4.70","1.63","1.17","19.1 %","11.8 %","7.4 %",".288","1.63",".341","86.2 %","82","112","115","3.52","4.97","-1.45","5.10","4.97"
"Marlins","11.70","0.90","13.00","2.70","33.3 %","2.6 %","30.8 %",".243","1.00",".286","73.5 %","129","119","95","5.40","5.11","0.29","4.20","3.06"
"Tigers","6.08","1.35","4.50","2.03","16.7 %","3.7 %","13.0 %",".288","1.28",".300","78.1 %","101","113","96","4.73","5.24","-0.51","4.40","4.24"
"Rangers","8.10","3.78","2.14","1.62","20.8 %","9.7 %","11.1 %",".222","1.26",".244","63.8 %","107","113","108","5.40","5.37","0.03","4.94","4.52"
"Red Sox","8.27","3.86","2.14","1.65","20.3 %","9.5 %","10.8 %",".262","1.47",".298","59.6 %","126","120","127","6.06","5.42","0.64","5.83","4.74"
"Padres","9.75","3.75","2.60","2.25","23.6 %","9.1 %","14.6 %",".300","1.67",".353","63.3 %","176","126","82","7.50","5.55","1.95","3.62","3.91"
"Dodgers","10.05","5.02","2.00","1.88","24.6 %","12.3 %","12.3 %",".232","1.47",".270","73.0 %","135","128","112","5.65","5.59","0.07","4.95","4.51"
"Brewers","13.80","6.00","2.30","2.40","31.1 %","13.5 %","17.6 %",".313","2.00",".432","53.3 %","216","126","72","9.60","5.61","3.99","3.21","3.91"
"Mets","8.00","3.00","2.67","2.00","20.5 %","7.7 %","12.8 %",".265","1.33",".292","98.2 %","72","138","100","3.00","5.99","-2.99","4.43","4.12"
"Cubs","3.97","0.79","5.00","2.38","10.2 %","2.0 %","8.2 %",".313","1.41",".300","67.8 %","127","136","110","5.56","6.04","-0.48","4.88","4.84"
"Braves","8.25","7.50","1.10","1.50","19.3 %","17.5 %","1.8 %",".277","1.92",".324","79.2 %","118","138","136","5.25","6.05","-0.80","6.04","5.99"
"Mariners","8.80","7.04","1.25","1.76","21.4 %","17.1 %","4.3 %",".193","1.50",".205","60.6 %","146","141","128","6.46","6.34","0.11","5.88","5.66"
"Rockies","7.71","3.00","2.57","2.57","18.4 %","7.1 %","11.2 %",".333","1.76",".364","57.4 %","170","136","113","8.57","6.36","2.21","5.01","4.50"
"White Sox","5.40","6.75","0.80","1.35","11.8 %","14.7 %","-2.9 %",".333","2.18",".362","66.2 %","149","138","130","6.75","6.44","0.31","5.98","5.97"
"Orioles","6.10","3.92","1.56","2.18","15.1 %","9.7 %","5.4 %",".265","1.50",".266","64.0 %","130","135","137","6.10","6.46","-0.36","6.29","5.41"
"Cardinals","11.05","6.14","1.80","2.45","25.7 %","14.3 %","11.4 %",".276","1.77",".333","80.4 %","137","179","118","6.14","6.76","-0.62","5.11","4.69"
"Phillies","7.71","5.79","1.33","2.57","16.4 %","12.3 %","4.1 %",".317","2.07",".340","61.5 %","191","156","145","9.00","7.36","1.64","6.63","5.66"
