"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Red Sox","10.89","5.21","2.09","0.00","28.1 %","13.4 %","14.6 %",".211","1.37",".313","65.4 %","59","56","97","2.84","2.53","0.31","4.41","4.30"
"Twins","7.79","0.52","15.00","0.52","23.4 %","1.6 %","21.9 %",".177","0.69",".217","86.2 %","22","56","95","1.04","2.58","-1.54","4.35","3.65"
"Mariners","8.39","1.09","7.67","0.73","24.2 %","3.2 %","21.1 %",".196","0.85",".239","93.4 %","25","62","73","1.09","2.77","-1.67","3.33","3.21"
"Rangers","12.18","6.35","1.92","0.00","29.9 %","15.6 %","14.3 %",".172","1.35",".268","70.8 %","53","59","105","2.65","2.80","-0.16","4.79","4.44"
"Padres","10.75","3.41","3.15","0.52","27.3 %","8.7 %","18.7 %",".279","1.49",".387","83.3 %","68","63","73","2.88","2.81","0.08","3.27","3.51"
"Giants","8.27","2.20","3.75","0.55","26.3 %","7.0 %","19.3 %",".151","0.73",".189","84.9 %","39","69","94","1.65","2.91","-1.25","4.18","3.74"
"Cardinals","9.00","3.60","2.50","0.36","22.9 %","9.2 %","13.8 %",".247","1.36",".324","78.0 %","76","73","114","3.24","3.17","0.07","5.04","4.36"
"Indians","7.85","2.45","3.20","0.49","22.2 %","6.9 %","15.3 %",".154","0.82",".188","83.3 %","41","73","112","1.96","3.32","-1.36","5.11","4.21"
"Brewers","13.09","1.64","8.00","1.64","38.1 %","4.8 %","33.3 %",".165","0.77",".209","88.7 %","65","75","52","2.86","3.35","-0.49","2.34","2.26"
"Tigers","12.04","5.11","2.36","0.73","29.2 %","12.4 %","16.8 %",".227","1.46",".323","73.9 %","86","77","98","4.01","3.54","0.48","4.50","4.04"
"Angels","8.83","2.78","3.18","1.01","23.3 %","7.3 %","16.0 %",".283","1.40",".354","70.5 %","101","81","96","4.54","3.72","0.82","4.38","4.03"
"Blue Jays","8.54","3.42","2.50","1.03","21.6 %","8.6 %","12.9 %",".283","1.52",".346","72.6 %","104","85","87","4.78","3.94","0.85","3.97","4.14"
"Marlins","9.47","4.26","2.22","0.95","25.6 %","11.5 %","14.1 %",".194","1.16",".244","89.6 %","57","98","107","2.37","4.21","-1.85","4.73","4.34"
"Athletics","9.78","3.26","3.00","1.40","24.1 %","8.1 %","16.1 %",".291","1.55",".364","67.2 %","136","96","86","6.05","4.30","1.75","3.93","3.93"
"Mets","9.20","3.68","2.50","1.23","24.6 %","9.8 %","14.8 %",".259","1.36",".324","71.4 %","119","100","105","4.91","4.37","0.54","4.63","4.18"
"Pirates","8.46","3.25","2.60","1.30","21.7 %","8.3 %","13.3 %",".222","1.23",".256","69.1 %","68","102","124","2.93","4.52","-1.59","5.51","4.51"
"Astros","9.00","1.38","6.50","2.08","23.2 %","3.6 %","19.6 %",".278","1.31",".316","70.3 %","109","104","80","4.85","4.68","0.17","3.66","3.59"
"Phillies","13.00","4.00","3.25","2.00","33.3 %","10.3 %","23.1 %",".232","1.33",".308","72.2 %","125","104","88","5.50","4.71","0.79","3.92","3.35"
"Dodgers","8.06","4.43","1.82","1.21","20.8 %","11.5 %","9.4 %",".250","1.43",".295","76.4 %","96","110","113","4.03","4.78","-0.75","4.99","4.85"
"Yankees","6.57","3.28","2.00","1.46","15.8 %","7.9 %","7.9 %",".324","1.74",".361","64.2 %","143","106","122","6.57","4.96","1.61","5.59","5.02"
"Diamondbacks","7.16","4.96","1.44","1.10","18.3 %","12.7 %","5.6 %",".230","1.41",".261","70.8 %","112","115","119","4.96","5.05","-0.09","5.29","5.18"
"White Sox","6.75","1.35","5.00","2.03","18.9 %","3.8 %","15.1 %",".235","1.05",".237","76.5 %","82","109","91","3.71","5.09","-1.38","4.18","3.88"
"Royals","7.48","6.18","1.21","0.98","17.8 %","14.7 %","3.1 %",".229","1.59",".265","71.1 %","62","114","122","2.93","5.13","-2.20","5.59","5.59"
"Reds","8.28","4.68","1.77","1.44","21.7 %","12.3 %","9.4 %",".242","1.40",".281","73.3 %","112","116","108","5.04","5.25","-0.21","4.77","4.75"
"Orioles","7.93","4.71","1.68","1.49","20.1 %","12.0 %","8.2 %",".204","1.29",".222","79.3 %","84","113","124","3.96","5.42","-1.45","5.68","5.05"
"Cubs","9.37","4.41","2.13","1.65","23.3 %","11.0 %","12.3 %",".194","1.22",".214","74.5 %","101","125","126","4.41","5.54","-1.13","5.59","4.55"
"Nationals","8.90","3.73","2.38","2.30","21.5 %","9.0 %","12.5 %",".275","1.56",".304","66.1 %","141","128","115","6.32","5.80","0.52","5.08","4.49"
"Rockies","7.61","4.94","1.54","1.90","20.0 %","13.0 %","7.0 %",".221","1.35",".230","92.3 %","68","129","132","3.42","6.04","-2.62","5.82","5.24"
"Rays","8.56","4.28","2.00","2.30","21.9 %","10.9 %","10.9 %",".236","1.39",".247","92.2 %","89","137","120","3.95","6.07","-2.12","5.50","4.75"
"Braves","10.00","6.00","1.67","2.50","24.1 %","14.5 %","9.6 %",".268","1.72",".304","70.8 %","158","151","105","7.00","6.60","0.40","4.65","4.83"
