"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Cardinals","8.10","0.68","12.00","0.34","23.1 %","1.9 %","21.2 %",".212","0.86",".270","65.0 %","56","56","81","2.36","2.46","-0.10","3.62","3.30"
"Pirates","8.22","3.13","2.63","0.00","23.9 %","9.1 %","14.8 %",".156","0.87",".214","91.3 %","18","63","99","0.78","2.82","-2.04","4.38","3.98"
"Brewers","9.53","1.99","4.80","0.79","26.1 %","5.4 %","20.7 %",".253","1.19",".328","74.4 %","72","65","95","3.18","2.91","0.27","4.22","3.58"
"White Sox","9.97","3.32","3.00","0.83","27.3 %","9.1 %","18.2 %",".238","1.25",".315","78.5 %","74","71","88","3.32","3.31","0.02","4.03","3.77"
"Athletics","10.19","2.04","5.00","1.02","27.8 %","5.6 %","22.2 %",".212","1.02",".273","58.1 %","80","77","90","3.57","3.44","0.13","4.11","3.43"
"Nationals","7.88","3.94","2.00","0.56","19.4 %","9.7 %","9.7 %",".266","1.50",".327","67.8 %","100","83","112","4.50","3.78","0.72","4.95","4.79"
"Yankees","12.34","3.09","4.00","1.54","33.0 %","8.3 %","24.7 %",".216","1.16",".288","75.9 %","84","83","62","3.86","3.86","0.00","2.82","2.90"
"Indians","11.30","3.77","3.00","1.26","28.6 %","9.5 %","19.1 %",".268","1.47",".361","83.3 %","78","87","78","3.77","3.98","-0.21","3.56","3.61"
"Rays","8.83","2.27","3.89","1.26","22.7 %","5.8 %","16.9 %",".252","1.26",".301","77.5 %","91","91","89","4.04","4.00","0.04","4.07","3.76"
"Red Sox","10.03","5.14","1.95","0.77","25.0 %","12.8 %","12.2 %",".218","1.40",".286","90.0 %","37","90","101","1.80","4.07","-2.27","4.61","4.49"
"Angels","9.55","2.96","3.22","1.32","24.8 %","7.7 %","17.1 %",".252","1.32",".311","70.1 %","110","90","92","4.94","4.09","0.85","4.23","3.83"
"Reds","9.78","5.12","1.91","0.93","26.3 %","13.8 %","12.5 %",".188","1.24",".239","89.6 %","52","90","97","2.33","4.09","-1.77","4.29","4.56"
"Twins","7.52","4.44","1.69","0.68","18.0 %","10.7 %","7.4 %",".259","1.56",".310","74.0 %","71","89","107","3.42","4.13","-0.71","4.95","4.97"
"Dodgers","8.61","2.74","3.14","1.17","25.6 %","8.1 %","17.4 %",".130","0.74",".135","94.6 %","37","96","99","1.57","4.17","-2.61","4.38","3.88"
"Royals","9.55","3.32","2.88","1.25","24.0 %","8.3 %","15.6 %",".267","1.43",".333","79.9 %","88","95","108","4.15","4.28","-0.12","4.95","4.27"
"Tigers","7.27","3.81","1.91","1.04","16.8 %","8.8 %","8.0 %",".301","1.73",".348","62.2 %","111","97","114","5.19","4.48","0.71","5.20","4.90"
"Astros","5.71","0.52","11.00","1.56","15.7 %","1.4 %","14.3 %",".294","1.21",".315","67.4 %","105","101","103","4.67","4.54","0.13","4.70","4.30"
"Padres","10.19","3.31","3.08","1.65","24.5 %","8.0 %","16.6 %",".299","1.62",".372","57.9 %","181","105","98","7.71","4.62","3.09","4.37","3.97"
"Cubs","8.47","5.29","1.60","1.06","22.9 %","14.3 %","8.6 %",".183","1.24",".214","93.4 %","48","104","88","2.12","4.63","-2.51","3.92","4.55"
"Braves","9.11","4.55","2.00","1.30","23.5 %","11.8 %","11.8 %",".231","1.37",".278","74.9 %","59","107","109","2.60","4.70","-2.09","4.83","4.56"
"Diamondbacks","8.69","2.75","3.17","1.83","21.8 %","6.9 %","14.9 %",".300","1.53",".351","59.1 %","166","114","103","7.32","4.99","2.33","4.57","4.17"
"Mariners","7.45","3.10","2.40","1.55","17.8 %","7.4 %","10.4 %",".281","1.52",".315","58.5 %","149","115","112","6.83","5.25","1.58","5.20","4.60"
"Giants","7.20","3.15","2.29","1.80","18.6 %","8.1 %","10.5 %",".278","1.45",".305","68.4 %","139","126","116","5.85","5.26","0.59","5.15","4.74"
"Rangers","7.96","3.13","2.55","2.27","21.7 %","8.5 %","13.2 %",".231","1.20",".235","86.3 %","73","123","102","3.69","5.87","-2.17","4.66","4.38"
"Marlins","6.00","3.50","1.71","2.00","15.8 %","9.2 %","6.6 %",".235","1.28",".231","65.2 %","143","142","135","6.00","6.10","-0.10","5.98","5.31"
"Rockies","7.66","4.01","1.91","2.19","17.7 %","9.2 %","8.4 %",".327","1.86",".363","54.4 %","181","131","113","9.12","6.13","2.99","4.99","4.76"
"Blue Jays","9.10","4.40","2.07","2.83","21.2 %","10.2 %","11.0 %",".308","1.78",".341","72.5 %","157","152","112","7.22","7.05","0.17","5.12","4.65"
"Mets","8.24","5.49","1.50","2.75","19.2 %","12.8 %","6.4 %",".321","1.93",".351","62.1 %","221","169","136","9.15","7.33","1.82","6.00","5.29"
"Phillies","9.37","3.86","2.43","3.31","20.0 %","8.2 %","11.8 %",".364","2.14",".407","58.0 %","250","163","125","11.02","7.38","3.64","5.52","4.67"
"Orioles","7.67","5.52","1.39","3.68","15.4 %","11.1 %","4.3 %",".369","2.39",".385","48.0 %","261","187","143","12.27","8.98","3.30","6.57","5.52"
