"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Yankees","8.07","2.78","2.91","0.00","22.7 %","7.8 %","14.9 %",".202","1.04",".268","81.6 %","33","52","96","1.51","2.43","-0.91","4.38","4.10"
"Mariners","10.04","4.50","2.23","0.35","25.0 %","11.2 %","13.8 %",".225","1.38",".306","61.8 %","78","69","94","3.46","3.10","0.36","4.28","4.22"
"Royals","8.82","4.54","1.94","0.53","23.2 %","12.0 %","11.3 %",".228","1.34",".295","76.9 %","74","83","101","3.48","3.72","-0.24","4.60","4.45"
"Marlins","7.29","4.71","1.55","0.43","16.5 %","10.7 %","5.8 %",".304","1.86",".365","69.2 %","133","88","127","5.57","3.79","1.79","5.63","5.24"
"White Sox","6.86","2.57","2.67","0.86","19.3 %","7.2 %","12.1 %",".182","0.95",".203","64.0 %","76","82","91","3.43","3.79","-0.36","4.16","4.26"
"Athletics","8.67","2.67","3.25","1.00","22.0 %","6.8 %","15.3 %",".269","1.37",".329","69.0 %","105","86","112","4.67","3.84","0.82","5.13","4.27"
"Rockies","9.20","2.76","3.33","1.23","23.6 %","7.1 %","16.5 %",".282","1.43",".349","72.2 %","97","84","81","4.91","3.96","0.95","3.62","3.68"
"Rangers","10.43","3.99","2.62","1.23","25.6 %","9.8 %","15.8 %",".300","1.67",".390","62.2 %","128","84","111","6.44","4.00","2.45","5.07","4.29"
"Cubs","8.27","3.31","2.50","1.10","21.7 %","8.7 %","13.0 %",".238","1.29",".283","76.9 %","76","92","111","3.31","4.07","-0.77","4.92","4.47"
"Tigers","7.97","1.77","4.50","1.33","24.0 %","5.3 %","18.7 %",".145","0.69",".146","100.0 %","38","92","104","1.77","4.25","-2.48","4.77","3.83"
"Brewers","8.27","3.05","2.71","1.31","20.4 %","7.5 %","12.9 %",".279","1.50",".328","67.2 %","108","96","106","4.79","4.28","0.51","4.70","4.39"
"Twins","10.71","2.33","4.60","1.86","26.7 %","5.8 %","20.9 %",".296","1.50",".370","68.4 %","130","93","74","6.05","4.30","1.75","3.36","3.49"
"Nationals","10.38","3.12","3.33","1.56","25.0 %","7.5 %","17.5 %",".288","1.56",".360","54.6 %","150","97","99","6.75","4.37","2.38","4.41","3.92"
"Diamondbacks","7.24","5.60","1.29","0.66","17.2 %","13.3 %","3.9 %",".315","1.90",".379","75.2 %","112","101","121","4.94","4.42","0.52","5.36","5.49"
"Red Sox","8.74","6.35","1.38","0.79","19.6 %","14.3 %","5.4 %",".305","1.99",".380","64.8 %","148","103","134","7.15","4.67","2.48","6.16","5.43"
"Rays","6.88","3.82","1.80","1.02","17.7 %","9.8 %","7.8 %",".237","1.33",".269","81.1 %","80","106","114","3.57","4.69","-1.12","5.24","4.98"
"Angels","9.82","4.09","2.40","1.64","24.8 %","10.3 %","14.5 %",".225","1.33",".264","68.3 %","115","106","99","5.18","4.85","0.33","4.54","4.25"
"Orioles","8.57","5.14","1.67","1.29","23.0 %","13.8 %","9.2 %",".176","1.19",".196","82.6 %","64","105","117","3.00","5.02","-2.02","5.35","4.96"
"Indians","10.53","1.83","5.75","2.29","24.0 %","4.2 %","19.8 %",".333","1.73",".403","62.1 %","133","111","97","6.41","5.10","1.31","4.42","3.64"
"Reds","8.34","2.38","3.50","1.99","21.7 %","6.2 %","15.5 %",".267","1.32",".297","66.7 %","132","114","93","5.96","5.16","0.80","4.13","3.97"
"Giants","6.20","2.92","2.13","1.46","17.0 %","8.0 %","9.0 %",".233","1.18",".246","82.7 %","78","123","109","3.28","5.16","-1.88","4.83","4.69"
"Phillies","11.12","2.12","5.25","2.65","30.4 %","5.8 %","24.6 %",".231","1.12",".256","66.7 %","132","116","85","5.82","5.27","0.55","3.79","3.27"
"Padres","9.30","1.77","5.25","2.66","23.1 %","4.4 %","18.7 %",".333","1.62",".383","56.9 %","158","124","83","7.08","5.57","1.51","3.70","3.66"
"Dodgers","8.02","5.06","1.58","1.69","18.6 %","11.8 %","6.9 %",".281","1.73",".318","71.0 %","141","131","124","5.91","5.70","0.21","5.50","5.08"
"Braves","9.67","4.84","2.00","2.01","24.2 %","12.1 %","12.1 %",".209","1.34",".228","70.8 %","118","131","120","5.24","5.72","-0.48","5.30","4.61"
"Astros","9.33","4.91","1.90","1.96","22.9 %","12.1 %","10.8 %",".250","1.53",".286","81.2 %","99","128","107","4.42","5.78","-1.36","4.89","4.64"
"Blue Jays","10.43","4.60","2.27","2.15","23.5 %","10.3 %","13.1 %",".339","1.98",".419","72.3 %","147","126","107","6.75","5.84","0.91","4.91","4.38"
"Cardinals","9.47","8.53","1.11","1.42","22.0 %","19.8 %","2.2 %",".247","1.89",".300","72.3 %","145","139","129","6.16","6.00","0.15","5.73","5.99"
"Mets","7.71","5.14","1.50","2.57","16.7 %","11.1 %","5.6 %",".379","2.29",".423","76.4 %","186","163","147","7.71","7.07","0.64","6.48","5.43"
"Pirates","6.52","4.97","1.31","2.48","14.9 %","11.4 %","3.6 %",".308","1.83",".319","64.1 %","180","171","145","7.76","7.52","0.23","6.41","5.63"
