"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Yankees","7.96","2.84","2.80","0.00","22.1 %","7.9 %","14.2 %",".207","1.07",".273","80.0 %","37","54","101","1.71","2.49","-0.78","4.62","4.21"
"Mariners","10.67","4.00","2.67","0.67","26.5 %","9.9 %","16.5 %",".234","1.37",".315","63.5 %","75","75","90","3.33","3.36","-0.03","4.09","3.93"
"Athletics","9.10","3.34","2.73","0.61","23.1 %","8.5 %","14.6 %",".256","1.38",".329","69.7 %","95","76","109","4.25","3.38","0.86","4.99","4.30"
"Rockies","10.05","2.01","5.00","1.15","27.1 %","5.4 %","21.7 %",".256","1.21",".329","77.8 %","74","72","69","3.73","3.41","0.33","3.08","3.10"
"Royals","9.00","4.65","1.94","0.58","23.3 %","12.0 %","11.3 %",".243","1.42",".317","76.4 %","80","85","102","3.77","3.79","-0.02","4.69","4.49"
"Phillies","12.15","2.25","5.40","1.80","34.2 %","6.3 %","27.9 %",".216","1.05",".279","71.4 %","102","85","71","4.50","3.86","0.64","3.15","2.85"
"White Sox","8.06","3.63","2.22","0.81","20.8 %","9.4 %","11.5 %",".209","1.21",".250","63.5 %","89","85","99","4.03","3.93","0.10","4.55","4.50"
"Rangers","10.74","4.30","2.50","1.23","26.1 %","10.5 %","15.7 %",".300","1.70",".395","63.1 %","128","85","112","6.44","4.03","2.41","5.11","4.31"
"Twins","11.64","2.33","5.00","1.86","29.4 %","5.9 %","23.5 %",".288","1.45",".373","67.0 %","130","89","71","6.05","4.09","1.96","3.26","3.25"
"Indians","11.51","1.59","7.25","1.99","27.1 %","3.7 %","23.4 %",".307","1.54",".388","63.3 %","116","94","84","5.56","4.32","1.24","3.82","3.24"
"Diamondbacks","7.00","5.33","1.31","0.67","17.2 %","13.1 %","4.1 %",".286","1.70",".341","76.9 %","98","103","127","4.33","4.51","-0.18","5.61","5.52"
"Reds","9.75","2.25","4.33","1.88","25.2 %","5.8 %","19.4 %",".260","1.29",".308","64.0 %","133","102","84","6.00","4.63","1.37","3.75","3.61"
"Angels","10.00","4.25","2.35","1.50","24.8 %","10.6 %","14.3 %",".231","1.39",".278","65.7 %","117","102","99","5.25","4.66","0.59","4.54","4.28"
"Brewers","10.18","3.54","2.88","1.77","25.6 %","8.9 %","16.7 %",".268","1.48",".327","65.6 %","130","105","105","5.75","4.69","1.06","4.68","4.04"
"Marlins","7.66","5.64","1.36","0.81","17.1 %","12.6 %","4.5 %",".302","1.93",".360","63.1 %","173","109","134","7.25","4.69","2.56","5.93","5.48"
"Rays","7.28","4.55","1.60","1.21","18.5 %","11.5 %","6.9 %",".246","1.45",".279","83.3 %","82","112","117","3.64","4.97","-1.33","5.36","5.13"
"Red Sox","7.94","7.15","1.11","0.79","17.4 %","15.7 %","1.7 %",".302","2.07",".365","66.4 %","148","113","146","7.15","5.11","2.04","6.68","5.91"
"Cubs","9.00","3.94","2.29","1.69","21.9 %","9.6 %","12.3 %",".277","1.56",".326","78.0 %","103","116","123","4.50","5.15","-0.65","5.45","4.62"
"Nationals","12.18","3.18","3.83","2.12","26.4 %","6.9 %","19.5 %",".333","1.88",".431","54.4 %","189","112","88","9.00","5.16","3.84","3.97","3.63"
"Braves","8.86","3.80","2.33","2.11","23.3 %","10.0 %","13.3 %",".200","1.17",".204","73.7 %","114","130","117","5.06","5.70","-0.64","5.17","4.48"
"Padres","9.45","1.80","5.25","2.70","23.6 %","4.5 %","19.1 %",".321","1.55",".368","59.3 %","158","131","84","6.75","5.76","0.99","3.75","3.63"
"Dodgers","6.75","4.22","1.60","1.69","15.8 %","9.9 %","5.9 %",".281","1.64",".304","70.1 %","141","134","136","5.91","5.84","0.07","6.01","5.26"
"Tigers","7.54","1.99","3.80","2.38","21.8 %","5.8 %","16.1 %",".163","0.79",".127","100.0 %","60","127","107","2.78","5.91","-3.13","4.92","4.09"
"Blue Jays","11.14","4.73","2.36","2.36","24.6 %","10.5 %","14.2 %",".333","1.99",".416","69.3 %","154","131","105","7.09","6.06","1.02","4.81","4.24"
"Giants","7.03","2.59","2.71","2.22","17.0 %","6.3 %","10.7 %",".304","1.56",".325","58.3 %","150","146","117","6.29","6.09","0.20","5.17","4.62"
"Orioles","9.30","4.87","1.91","2.66","23.6 %","12.4 %","11.2 %",".244","1.48",".255","78.7 %","113","138","118","5.31","6.61","-1.30","5.41","4.79"
"Mets","7.94","4.76","1.67","2.38","17.2 %","10.3 %","6.9 %",".379","2.25",".429","71.1 %","201","152","135","8.34","6.61","1.73","5.98","5.19"
"Cardinals","9.50","8.00","1.19","2.00","21.1 %","17.8 %","3.3 %",".311","2.17",".373","71.9 %","177","154","130","7.50","6.66","0.84","5.76","5.78"
"Astros","12.27","5.40","2.27","2.95","29.1 %","12.8 %","16.3 %",".270","1.69",".326","84.8 %","121","148","99","5.40","6.70","-1.30","4.51","4.12"
"Pirates","6.31","5.05","1.25","2.27","14.5 %","11.6 %","2.9 %",".306","1.82",".319","64.5 %","176","163","147","7.57","7.20","0.37","6.48","5.72"
