"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Brewers","10.36","3.70","2.80","0.37","29.2 %","10.4 %","18.8 %",".221","1.19",".316","83.3 %","42","60","93","1.85","2.68","-0.83","4.11","3.79"
"Cardinals","8.39","1.09","7.67","0.73","23.0 %","3.0 %","20.0 %",".234","1.01",".290","59.5 %","86","72","96","3.65","3.13","0.52","4.26","3.65"
"Indians","12.83","3.38","3.80","1.35","31.7 %","8.3 %","23.3 %",".291","1.58",".412","71.4 %","112","75","69","5.40","3.44","1.96","3.13","3.26"
"Athletics","10.06","2.12","4.75","1.06","27.1 %","5.7 %","21.4 %",".234","1.12",".302","65.9 %","71","80","91","3.18","3.57","-0.39","4.14","3.44"
"Royals","10.98","4.12","2.67","0.92","26.4 %","9.9 %","16.5 %",".284","1.63",".382","76.2 %","97","81","99","4.58","3.62","0.96","4.52","4.08"
"Tigers","7.62","4.50","1.69","0.35","17.9 %","10.6 %","7.3 %",".275","1.65",".337","68.1 %","74","79","115","3.46","3.64","-0.18","5.28","5.02"
"Dodgers","9.00","4.20","2.14","0.60","25.9 %","12.1 %","13.8 %",".120","0.87",".147","87.3 %","29","84","99","1.20","3.68","-2.48","4.41","4.32"
"Padres","11.15","2.35","4.75","1.47","27.1 %","5.7 %","21.4 %",".308","1.57",".402","55.8 %","172","87","84","7.34","3.83","3.50","3.72","3.44"
"White Sox","9.50","4.00","2.38","1.00","25.7 %","10.8 %","14.9 %",".227","1.28",".289","79.2 %","77","84","99","3.50","3.88","-0.38","4.54","4.18"
"Angels","9.00","2.45","3.67","1.23","22.9 %","6.3 %","16.7 %",".281","1.41",".344","64.8 %","127","86","93","5.73","3.94","1.79","4.25","3.85"
"Nationals","8.25","4.50","1.83","0.75","19.6 %","10.7 %","8.9 %",".300","1.75",".368","66.3 %","117","88","114","5.25","3.96","1.29","5.04","4.94"
"Pirates","7.62","4.15","1.83","0.35","20.6 %","11.2 %","9.4 %",".167","1.04",".209","91.5 %","32","90","122","1.38","3.98","-2.60","5.40","4.75"
"Red Sox","10.70","5.35","2.00","0.76","26.4 %","13.2 %","13.2 %",".209","1.39",".281","88.1 %","37","90","100","1.78","4.06","-2.28","4.59","4.42"
"Yankees","11.95","3.10","3.86","1.77","31.4 %","8.1 %","23.3 %",".244","1.28",".319","74.8 %","96","92","62","4.43","4.30","0.13","2.81","2.95"
"Reds","11.32","5.23","2.17","1.31","30.2 %","14.0 %","16.3 %",".162","1.16",".200","90.9 %","58","95","87","2.61","4.33","-1.71","3.88","4.14"
"Astros","7.48","0.83","9.00","1.66","20.9 %","2.3 %","18.6 %",".253","1.06",".279","70.7 %","102","97","89","4.57","4.37","0.20","4.08","3.69"
"Twins","8.28","3.96","2.09","1.08","18.7 %","8.9 %","9.8 %",".261","1.60",".306","62.5 %","82","94","99","3.96","4.37","-0.41","4.56","4.59"
"Rays","9.29","2.90","3.20","1.45","23.4 %","7.3 %","16.1 %",".248","1.32",".295","80.6 %","91","100","93","4.06","4.41","-0.34","4.24","3.91"
"Giants","7.45","3.72","2.00","1.40","19.1 %","9.5 %","9.5 %",".263","1.45",".298","71.4 %","122","115","114","5.12","4.82","0.30","5.06","4.80"
"Cubs","8.62","5.17","1.67","1.15","23.1 %","13.9 %","9.2 %",".182","1.21",".211","87.2 %","66","110","90","2.87","4.87","-2.00","3.98","4.38"
"Diamondbacks","8.53","2.84","3.00","1.89","21.7 %","7.2 %","14.5 %",".276","1.42",".315","58.0 %","161","118","104","7.11","5.16","1.94","4.62","4.22"
"Braves","8.51","4.99","1.71","1.47","21.8 %","12.8 %","9.0 %",".226","1.40",".259","75.7 %","66","119","122","2.93","5.20","-2.27","5.42","4.94"
"Phillies","9.45","3.38","2.80","2.03","20.0 %","7.1 %","12.9 %",".375","2.18",".447","54.3 %","245","119","120","10.80","5.39","5.41","5.30","4.53"
"Mariners","7.90","2.29","3.44","2.04","19.5 %","5.7 %","13.8 %",".279","1.42",".306","55.0 %","156","119","105","7.13","5.42","1.71","4.84","4.26"
"Marlins","5.40","3.00","1.80","1.80","14.3 %","7.9 %","6.4 %",".246","1.27",".244","57.0 %","158","135","139","6.60","5.81","0.79","6.13","5.45"
"Rockies","7.76","4.05","1.92","2.03","18.1 %","9.5 %","8.7 %",".310","1.76",".345","56.7 %","167","128","116","8.44","5.99","2.45","5.15","4.79"
"Rangers","9.11","4.05","2.25","2.36","23.3 %","10.3 %","12.9 %",".243","1.39",".261","88.7 %","87","127","99","4.39","6.06","-1.68","4.52","4.39"
"Blue Jays","8.33","5.46","1.53","2.59","19.7 %","12.9 %","6.8 %",".296","1.79",".322","71.1 %","162","155","119","7.47","7.20","0.26","5.44","5.16"
"Mets","8.10","5.94","1.36","3.24","18.5 %","13.6 %","4.9 %",".333","2.04",".354","63.9 %","235","191","143","9.72","8.25","1.47","6.32","5.53"
"Orioles","8.58","5.40","1.59","3.81","17.7 %","11.1 %","6.5 %",".358","2.29",".379","49.8 %","243","184","132","11.44","8.83","2.61","6.06","5.21"
