"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Athletics","13.69","3.42","4.00","0.38","37.1 %","9.3 %","27.8 %",".193","1.10",".314","81.3 %","43","42","64","1.90","1.86","0.04","2.91","2.87"
"Mariners","9.45","1.69","5.60","0.34","28.3 %","5.1 %","23.2 %",".181","0.83",".246","77.7 %","46","49","70","2.03","2.16","-0.14","3.17","3.11"
"Astros","11.57","1.93","6.00","0.64","32.7 %","5.5 %","27.3 %",".212","1.00",".303","95.2 %","29","49","60","1.29","2.21","-0.93","2.71","2.79"
"Red Sox","11.49","5.17","2.22","0.00","28.6 %","12.9 %","15.7 %",".238","1.50",".354","61.7 %","83","53","92","4.02","2.38","1.64","4.23","4.16"
"Yankees","15.11","3.54","4.27","0.96","38.8 %","9.1 %","29.8 %",".241","1.32",".397","80.5 %","70","57","56","3.21","2.64","0.57","2.53","2.68"
"Nationals","9.72","4.86","2.00","0.00","23.7 %","11.8 %","11.8 %",".284","1.68",".388","60.7 %","132","59","106","5.94","2.67","3.27","4.70","4.61"
"Rays","10.46","2.03","5.17","0.68","28.2 %","5.5 %","22.7 %",".216","1.05",".290","58.8 %","76","63","78","3.38","2.76","0.61","3.58","3.32"
"Braves","7.89","2.49","3.17","0.42","22.9 %","7.2 %","15.7 %",".200","0.97",".255","88.0 %","37","72","93","1.66","3.17","-1.51","4.13","3.94"
"Cubs","9.48","4.60","2.06","0.29","25.4 %","12.3 %","13.1 %",".170","1.12",".231","87.1 %","39","73","95","1.72","3.25","-1.52","4.23","4.26"
"Brewers","12.16","2.08","5.86","1.48","36.0 %","6.1 %","29.8 %",".178","0.86",".230","100.0 %","47","75","65","2.08","3.35","-1.27","2.91","2.61"
"Mets","9.98","2.35","4.25","1.17","26.2 %","6.2 %","20.0 %",".262","1.30",".333","81.4 %","85","80","96","3.52","3.47","0.05","4.24","3.62"
"Tigers","9.24","4.38","2.11","0.49","22.0 %","10.4 %","11.6 %",".301","1.73",".389","74.4 %","86","75","103","4.14","3.48","0.65","4.77","4.53"
"Marlins","7.00","3.50","2.00","0.50","17.5 %","8.8 %","8.8 %",".301","1.61",".362","72.5 %","102","82","114","4.50","3.55","0.95","5.15","5.00"
"Giants","6.75","4.13","1.64","0.38","17.7 %","10.8 %","6.9 %",".231","1.33",".278","78.4 %","62","87","111","2.63","3.63","-1.01","4.91","4.94"
"Twins","11.47","1.67","6.86","1.67","30.6 %","4.5 %","26.1 %",".228","1.09",".287","80.8 %","62","81","60","2.87","3.72","-0.85","2.73","2.71"
"Dodgers","11.57","2.81","4.13","1.40","30.3 %","7.3 %","22.9 %",".235","1.21",".311","66.9 %","125","91","89","5.26","3.95","1.31","3.94","3.32"
"Diamondbacks","7.56","2.70","2.80","1.08","18.4 %","6.6 %","11.8 %",".324","1.68",".382","51.6 %","142","89","93","7.02","3.99","3.03","4.22","4.34"
"Angels","8.69","3.10","2.80","1.24","23.9 %","8.6 %","15.4 %",".196","1.07",".227","70.9 %","90","90","85","4.03","4.11","-0.08","3.90","3.97"
"Indians","9.70","3.38","2.88","1.27","27.4 %","9.5 %","17.9 %",".147","0.89",".163","76.0 %","70","91","98","3.38","4.15","-0.78","4.47","3.87"
"Reds","9.92","4.41","2.25","1.10","24.0 %","10.7 %","13.3 %",".273","1.59",".348","66.1 %","135","94","104","6.06","4.25","1.81","4.61","4.35"
"White Sox","7.89","5.46","1.44","0.61","20.5 %","14.2 %","6.3 %",".222","1.42",".275","77.1 %","81","92","105","3.64","4.26","-0.62","4.79","4.98"
"Phillies","8.61","3.91","2.20","1.17","25.0 %","11.4 %","13.6 %",".128","0.87",".132","94.9 %","44","95","96","1.96","4.30","-2.34","4.25","4.29"
"Padres","10.93","4.18","2.62","1.29","27.0 %","10.3 %","16.7 %",".218","1.32",".278","46.5 %","167","98","102","7.39","4.36","3.04","4.56","4.00"
"Orioles","11.13","5.29","2.11","1.39","26.5 %","12.6 %","13.9 %",".260","1.64",".337","57.5 %","148","96","100","6.96","4.61","2.35","4.56","4.32"
"Rangers","11.42","5.19","2.20","1.56","29.7 %","13.5 %","16.2 %",".188","1.27",".231","84.3 %","72","98","103","3.63","4.66","-1.02","4.70","4.19"
"Royals","9.42","5.34","1.76","1.26","22.9 %","13.0 %","9.9 %",".230","1.50",".278","67.7 %","120","107","119","5.65","4.82","0.83","5.43","4.84"
"Blue Jays","7.88","3.35","2.36","1.43","19.4 %","8.2 %","11.2 %",".250","1.38",".283","69.3 %","109","107","116","5.02","4.97","0.05","5.32","4.63"
"Cardinals","8.14","5.14","1.58","1.29","19.8 %","12.5 %","7.3 %",".253","1.57",".295","63.8 %","142","118","140","6.00","5.12","0.88","6.20","5.28"
"Rockies","7.13","6.75","1.06","1.50","17.0 %","16.1 %","0.9 %",".293","1.88",".333","58.0 %","164","135","140","8.25","6.30","1.95","6.20","6.01"
"Pirates","8.89","4.78","1.86","2.73","20.3 %","10.9 %","9.4 %",".318","1.86",".355","64.6 %","190","164","117","8.20","7.24","0.96","5.18","4.70"
