"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Cubs","10.50","3.60","2.92","0.00","28.7 %","9.8 %","18.9 %",".196","1.10",".292","75.0 %","55","53","77","2.40","2.38","0.02","3.44","3.48"
"Giants","8.31","2.91","2.86","0.42","22.2 %","7.8 %","14.4 %",".217","1.15",".274","50.9 %","99","70","94","4.15","2.94","1.22","4.17","4.15"
"Marlins","9.38","3.38","2.78","0.75","24.8 %","8.9 %","15.8 %",".220","1.21",".281","73.5 %","90","80","91","3.75","3.46","0.29","4.04","4.02"
"Rays","9.73","1.88","5.17","1.26","27.7 %","5.4 %","22.3 %",".200","0.94",".243","71.4 %","70","82","77","3.14","3.60","-0.46","3.52","3.28"
"Reds","9.00","2.40","3.75","1.20","26.3 %","7.0 %","19.3 %",".170","0.87",".194","68.6 %","67","83","102","3.00","3.75","-0.75","4.53","3.91"
"Yankees","10.44","3.06","3.42","1.27","26.3 %","7.7 %","18.6 %",".273","1.44",".351","66.7 %","105","82","90","4.84","3.84","1.00","4.14","3.77"
"Mets","9.17","3.06","3.00","1.02","24.0 %","8.0 %","16.0 %",".221","1.19",".271","72.9 %","98","88","91","4.08","3.84","0.24","4.05","3.80"
"Blue Jays","7.88","3.11","2.54","0.96","21.6 %","8.5 %","13.1 %",".196","1.06",".228","71.4 %","67","87","95","3.11","4.04","-0.93","4.35","4.19"
"Twins","9.49","1.46","6.50","1.46","25.7 %","4.0 %","21.8 %",".191","0.89",".219","67.0 %","78","88","85","3.65","4.07","-0.42","3.89","3.37"
"Orioles","10.08","4.23","2.38","0.98","27.7 %","11.6 %","16.1 %",".198","1.16",".258","87.7 %","53","86","96","2.60","4.12","-1.52","4.43","4.09"
"Padres","11.08","3.41","3.25","1.42","27.5 %","8.5 %","19.0 %",".238","1.33",".305","69.2 %","127","98","99","5.40","4.32","1.08","4.40","3.71"
"Phillies","8.89","3.62","2.45","1.32","25.7 %","10.5 %","15.2 %",".191","1.06",".222","94.0 %","52","96","86","2.30","4.35","-2.04","3.83","4.12"
"Brewers","12.80","3.34","3.83","1.95","34.6 %","9.0 %","25.6 %",".200","1.11",".254","77.2 %","100","98","83","4.45","4.39","0.06","3.67","3.13"
"Mariners","11.71","2.60","4.50","1.95","31.0 %","6.9 %","24.1 %",".224","1.16",".277","52.9 %","147","98","80","6.51","4.41","2.10","3.67","3.18"
"Angels","7.31","3.38","2.17","1.13","20.0 %","9.2 %","10.8 %",".205","1.13",".230","73.3 %","87","97","103","3.94","4.43","-0.50","4.73","4.58"
"Athletics","7.86","4.19","1.88","1.31","21.0 %","11.2 %","9.8 %",".228","1.31",".261","76.3 %","88","107","99","3.93","4.76","-0.83","4.54","4.56"
"Cardinals","11.25","5.40","2.08","1.35","28.1 %","13.5 %","14.6 %",".203","1.35",".261","81.4 %","85","113","119","3.60","4.91","-1.31","5.25","4.37"
"Dodgers","9.78","3.91","2.50","1.57","26.0 %","10.4 %","15.6 %",".169","1.04",".185","65.4 %","103","115","109","4.30","5.00","-0.69","4.81","4.08"
"Braves","8.37","4.18","2.00","1.52","22.5 %","11.2 %","11.2 %",".221","1.27",".250","90.6 %","69","116","103","3.04","5.07","-2.03","4.56","4.53"
"Pirates","10.68","3.86","2.77","1.78","25.7 %","9.3 %","16.4 %",".254","1.45",".313","59.1 %","165","117","96","7.12","5.19","1.93","4.26","3.85"
"Astros","10.87","2.45","4.43","2.45","26.3 %","5.9 %","20.3 %",".309","1.60",".375","71.4 %","144","115","80","6.66","5.28","1.38","3.67","3.51"
"Red Sox","9.24","6.04","1.53","1.42","21.7 %","14.2 %","7.5 %",".284","1.82",".347","70.1 %","125","118","133","6.04","5.35","0.69","6.12","5.29"
"White Sox","8.06","7.36","1.10","1.05","19.3 %","17.7 %","1.7 %",".235","1.71",".278","80.4 %","85","116","123","3.86","5.40","-1.54","5.66","5.78"
"Indians","12.50","4.50","2.78","2.50","32.9 %","11.8 %","21.1 %",".179","1.17",".189","78.6 %","104","121","88","5.00","5.55","-0.55","4.04","3.59"
"Rangers","9.09","4.68","1.94","1.93","23.2 %","12.0 %","11.3 %",".250","1.47",".286","76.5 %","93","118","119","4.68","5.63","-0.95","5.47","4.76"
"Nationals","9.37","8.27","1.13","1.10","19.1 %","16.9 %","2.3 %",".342","2.45",".426","62.8 %","209","125","142","9.37","5.66","3.70","6.26","5.89"
"Rockies","9.85","5.84","1.69","1.46","23.7 %","14.0 %","9.7 %",".258","1.62",".323","68.5 %","120","117","105","6.57","5.69","0.88","4.79","4.67"
"Tigers","8.72","5.06","1.72","1.97","22.3 %","13.0 %","9.4 %",".267","1.56",".305","70.4 %","133","127","113","6.19","5.90","0.29","5.17","4.92"
"Diamondbacks","7.20","2.16","3.33","2.52","21.7 %","6.5 %","15.2 %",".174","0.84",".136","100.0 %","73","136","101","3.24","5.97","-2.73","4.48","4.12"
"Royals","10.50","6.38","1.65","2.25","24.1 %","14.7 %","9.5 %",".273","1.83",".323","70.2 %","151","139","125","7.13","6.26","0.87","5.74","5.03"
