"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Yankees","12.36","3.25","3.80","0.33","34.9 %","9.2 %","25.7 %",".182","1.01",".283","90.2 %","28","44","75","1.30","2.02","-0.72","3.42","3.08"
"Indians","12.00","1.88","6.40","0.75","34.0 %","5.3 %","28.7 %",".202","0.96",".291","89.1 %","31","50","68","1.50","2.26","-0.76","3.08","2.72"
"Astros","9.79","4.75","2.06","0.30","25.0 %","12.1 %","12.9 %",".216","1.35",".293","65.7 %","60","68","92","2.67","3.05","-0.38","4.19","4.36"
"Cardinals","10.64","4.50","2.36","0.41","26.3 %","11.1 %","15.2 %",".264","1.55",".367","74.4 %","97","71","91","4.09","3.08","1.01","4.02","4.15"
"Padres","11.91","3.18","3.75","1.19","27.8 %","7.4 %","20.4 %",".270","1.54",".358","58.4 %","140","76","66","5.96","3.35","2.61","2.94","3.31"
"Dodgers","11.28","4.10","2.75","0.68","29.0 %","10.5 %","18.4 %",".202","1.22",".281","68.3 %","83","78","87","3.76","3.40","0.36","3.93","3.75"
"Diamondbacks","9.00","2.84","3.17","0.95","24.7 %","7.8 %","16.9 %",".225","1.16",".280","72.9 %","86","80","94","3.79","3.53","0.26","4.15","3.93"
"Mets","9.12","5.11","1.79","0.36","23.4 %","13.1 %","10.3 %",".220","1.38",".292","89.6 %","35","84","113","1.46","3.66","-2.20","4.99","4.76"
"Giants","11.03","3.48","3.17","1.16","29.7 %","9.4 %","20.3 %",".217","1.19",".288","83.3 %","69","88","77","2.90","3.70","-0.79","3.43","3.50"
"Blue Jays","10.05","5.34","1.88","0.63","24.4 %","13.0 %","11.5 %",".265","1.64",".354","84.1 %","68","82","117","3.14","3.77","-0.63","5.36","4.68"
"Royals","9.14","4.15","2.20","0.83","21.6 %","9.8 %","11.8 %",".330","1.85",".418","68.1 %","132","87","89","6.23","3.91","2.32","4.08","4.31"
"Angels","9.36","2.94","3.18","1.34","24.7 %","7.8 %","16.9 %",".248","1.28",".303","73.7 %","101","92","88","4.54","4.22","0.32","4.01","3.87"
"Brewers","11.96","7.71","1.55","0.77","27.9 %","18.0 %","9.9 %",".253","1.84",".362","67.2 %","108","94","111","5.01","4.24","0.77","5.00","5.04"
"Marlins","10.38","2.49","4.17","1.66","27.8 %","6.7 %","21.1 %",".241","1.20",".296","84.1 %","89","99","96","3.74","4.28","-0.54","4.26","3.53"
"Reds","9.25","3.33","2.78","1.48","23.6 %","8.5 %","15.1 %",".250","1.36",".299","52.8 %","115","100","104","5.18","4.53","0.65","4.60","4.10"
"Twins","8.68","1.45","6.00","1.93","22.2 %","3.7 %","18.5 %",".308","1.45",".357","51.4 %","103","99","92","4.82","4.55","0.27","4.22","3.81"
"Rays","11.12","2.65","4.20","2.12","29.8 %","7.1 %","22.7 %",".244","1.24",".296","74.7 %","113","106","73","5.03","4.68","0.34","3.32","3.28"
"Cubs","6.38","1.96","3.25","1.47","16.7 %","5.1 %","11.5 %",".288","1.36",".316","82.6 %","79","107","108","3.44","4.74","-1.30","4.78","4.53"
"Pirates","7.89","4.15","1.90","1.25","19.6 %","10.3 %","9.3 %",".279","1.57",".328","71.4 %","125","108","117","5.40","4.78","0.62","5.19","4.76"
"Nationals","10.06","4.76","2.11","1.59","24.7 %","11.7 %","13.0 %",".265","1.59",".326","65.8 %","142","108","108","6.35","4.86","1.49","4.79","4.45"
"Orioles","8.42","3.86","2.18","1.40","21.6 %","9.9 %","11.7 %",".224","1.29",".257","74.8 %","90","102","113","4.21","4.89","-0.68","5.19","4.58"
"Tigers","5.96","2.38","2.50","1.59","15.3 %","6.1 %","9.2 %",".304","1.50",".329","63.4 %","128","107","103","5.96","4.98","0.98","4.70","4.69"
"Red Sox","9.00","4.50","2.00","1.29","21.4 %","10.7 %","10.7 %",".277","1.61",".338","58.6 %","140","113","122","6.75","5.11","1.64","5.59","4.69"
"White Sox","6.66","5.55","1.20","1.11","15.3 %","12.7 %","2.5 %",".330","1.97",".380","70.5 %","131","119","113","5.92","5.56","0.36","5.18","5.21"
"Athletics","6.19","2.81","2.20","2.25","17.2 %","7.8 %","9.4 %",".186","1.00",".159","96.2 %","76","135","123","3.38","6.03","-2.65","5.64","5.15"
"Rockies","7.63","3.23","2.36","2.35","17.3 %","7.3 %","10.0 %",".355","1.96",".394","52.2 %","180","130","121","9.10","6.08","3.01","5.35","4.73"
"Braves","9.00","6.58","1.37","2.08","20.5 %","15.0 %","5.5 %",".280","1.88",".320","67.3 %","172","149","135","7.62","6.52","1.09","5.97","5.45"
"Phillies","9.21","4.45","2.07","2.54","21.8 %","10.5 %","11.3 %",".278","1.62",".308","64.4 %","167","146","122","7.62","6.74","0.88","5.46","4.65"
"Rangers","10.03","5.40","1.86","2.31","21.9 %","11.8 %","10.1 %",".290","1.84",".338","55.6 %","184","142","121","9.26","6.77","2.49","5.56","4.73"
"Mariners","6.19","5.06","1.22","3.94","14.9 %","12.2 %","2.7 %",".292","1.75",".255","60.4 %","216","204","145","9.56","9.21","0.35","6.63","5.82"
