"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Indians","10.13","0.56","18.00","0.00","29.5 %","1.6 %","27.9 %",".200","0.81",".286","92.3 %","12","26","61","0.56","1.15","-0.59","2.77","2.76"
"Yankees","14.94","0.57","26.00","1.15","43.3 %","1.7 %","41.7 %",".203","0.83",".323","88.2 %","37","38","28","1.72","1.75","-0.02","1.23","1.41"
"Dodgers","9.58","2.61","3.67","0.00","29.7 %","8.1 %","21.6 %",".118","0.68",".174","100.0 %","0","44","61","0.00","1.96","-1.96","2.73","2.90"
"Mets","9.00","2.81","3.20","0.00","27.6 %","8.6 %","19.0 %",".113","0.69",".162","81.8 %","27","49","88","1.13","2.15","-1.03","3.89","3.72"
"Reds","10.48","1.21","8.67","0.81","29.6 %","3.4 %","26.1 %",".224","0.99",".298","83.3 %","45","54","63","2.01","2.45","-0.44","2.80","2.83"
"Twins","9.00","1.17","7.67","0.39","23.2 %","3.0 %","20.2 %",".280","1.26",".362","75.2 %","76","56","85","3.52","2.56","0.96","3.90","3.48"
"Blue Jays","9.87","2.60","3.80","0.52","27.9 %","7.4 %","20.6 %",".175","0.92",".233","82.2 %","45","57","72","2.08","2.64","-0.56","3.26","3.45"
"Astros","10.80","3.74","2.89","0.42","31.0 %","10.7 %","20.2 %",".147","0.92",".208","86.0 %","37","59","75","1.66","2.66","-1.00","3.44","3.58"
"Rays","10.38","2.77","3.75","0.69","27.8 %","7.4 %","20.4 %",".250","1.27",".338","82.8 %","62","64","82","2.77","2.83","-0.06","3.74","3.53"
"Red Sox","9.53","3.57","2.67","0.79","25.5 %","9.6 %","16.0 %",".200","1.15",".254","86.2 %","41","76","81","1.99","3.43","-1.45","3.69","3.91"
"Cardinals","11.51","2.78","4.14","1.19","31.5 %","7.6 %","23.9 %",".229","1.15",".314","58.8 %","131","82","79","5.56","3.57","1.99","3.51","3.19"
"Diamondbacks","11.31","2.19","5.17","1.46","29.0 %","5.6 %","23.4 %",".290","1.42",".385","75.7 %","107","83","58","4.74","3.66","1.08","2.60","2.96"
"Giants","11.51","3.98","2.89","0.89","28.9 %","10.0 %","18.9 %",".231","1.33",".320","73.5 %","105","88","99","4.43","3.71","0.72","4.38","3.77"
"Rockies","7.71","4.41","1.75","0.55","18.9 %","10.8 %","8.1 %",".258","1.53",".314","80.5 %","49","79","114","2.76","3.77","-1.01","5.28","5.01"
"White Sox","8.66","3.06","2.83","1.02","23.6 %","8.3 %","15.3 %",".215","1.13",".261","87.9 %","45","85","94","2.04","3.95","-1.91","4.28","4.08"
"Marlins","11.91","7.94","1.50","0.79","29.4 %","19.6 %","9.8 %",".268","1.85",".400","81.6 %","95","101","100","3.97","4.36","-0.39","4.44","5.13"
"Padres","7.78","4.12","1.89","0.92","19.3 %","10.2 %","9.1 %",".234","1.37",".276","72.5 %","107","102","122","4.58","4.49","0.09","5.39","4.82"
"Angels","9.38","4.50","2.08","1.13","23.8 %","11.4 %","12.4 %",".242","1.42",".302","84.9 %","75","99","112","3.38","4.51","-1.13","5.12","4.56"
"Pirates","11.17","3.41","3.27","1.86","29.0 %","8.9 %","20.2 %",".250","1.34",".314","79.1 %","108","105","89","4.66","4.66","-0.01","3.96","3.62"
"Orioles","8.00","4.50","1.78","1.00","20.8 %","11.7 %","9.1 %",".212","1.28",".250","58.6 %","128","99","108","6.00","4.71","1.29","4.93","4.79"
"Rangers","6.07","3.34","1.82","1.21","14.8 %","8.2 %","6.7 %",".279","1.52",".306","67.6 %","84","103","118","4.25","4.93","-0.69","5.39","4.99"
"Mariners","10.33","5.33","1.94","1.67","23.5 %","12.1 %","11.4 %",".304","1.89",".380","62.2 %","165","116","113","7.33","5.21","2.12","5.16","4.64"
"Phillies","8.65","6.23","1.39","1.04","21.4 %","15.4 %","6.0 %",".219","1.50",".265","87.3 %","71","115","132","3.12","5.21","-2.10","5.86","5.38"
"Athletics","9.22","3.95","2.33","1.98","24.6 %","10.5 %","14.0 %",".255","1.39",".294","67.6 %","133","119","111","5.93","5.34","0.59","5.10","4.60"
"Braves","8.44","4.64","1.82","1.69","20.2 %","11.1 %","9.1 %",".299","1.73",".349","64.8 %","124","125","110","5.48","5.46","0.02","4.89","4.74"
"Cubs","4.50","5.50","0.82","1.00","11.1 %","13.6 %","-2.5 %",".286","1.72",".305","78.0 %","103","124","139","4.50","5.49","-0.99","6.15","6.44"
"Brewers","10.27","3.04","3.38","2.66","25.7 %","7.6 %","18.1 %",".278","1.48",".317","55.6 %","171","130","93","7.61","5.79","1.81","4.13","3.80"
"Royals","8.55","3.15","2.71","2.25","19.4 %","7.1 %","12.2 %",".337","1.85",".385","75.0 %","143","132","106","6.75","5.91","0.84","4.85","4.46"
"Tigers","5.23","4.06","1.29","2.03","12.7 %","9.9 %","2.8 %",".270","1.55",".267","64.7 %","143","141","139","6.68","6.54","0.14","6.36","5.65"
"Nationals","8.20","3.38","2.43","3.86","18.3 %","7.5 %","10.8 %",".325","1.82",".328","58.1 %","236","190","147","10.61","8.57","2.04","6.52","4.88"
