"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Astros","12.71","0.79","16.00","0.00","40.0 %","2.5 %","37.5 %",".154","0.62",".261","85.7 %","18","15","53","0.79","0.66","0.14","2.41","1.97"
"Giants","8.44","2.25","3.75","0.00","23.4 %","6.3 %","17.2 %",".250","1.19",".333","84.2 %","27","49","81","1.13","2.09","-0.96","3.58","3.72"
"Twins","12.54","5.79","2.17","0.00","31.0 %","14.3 %","16.7 %",".222","1.50",".348","71.4 %","83","52","93","3.86","2.36","1.50","4.28","4.13"
"Rays","8.14","2.57","3.17","0.00","23.2 %","7.3 %","15.9 %",".200","1.00",".268","95.5 %","10","55","86","0.43","2.40","-1.98","3.92","3.96"
"Nationals","8.59","3.68","2.33","0.00","17.5 %","7.5 %","10.0 %",".432","2.59",".533","47.4 %","322","66","96","12.27","2.53","9.74","4.16","4.68"
"Athletics","6.60","3.00","2.20","0.00","17.2 %","7.8 %","9.4 %",".254","1.33",".313","60.0 %","94","62","118","4.20","2.75","1.45","5.40","4.85"
"Blue Jays","12.68","2.45","5.17","0.82","35.2 %","6.8 %","28.4 %",".177","0.91",".261","79.2 %","62","61","81","2.86","2.80","0.06","3.70","2.80"
"Padres","8.57","2.14","4.00","0.43","23.3 %","5.8 %","17.4 %",".215","1.05",".276","70.8 %","70","66","86","3.00","2.93","0.07","3.82","3.69"
"Mets","11.08","2.77","4.00","0.69","28.1 %","7.0 %","21.1 %",".200","1.08",".273","70.5 %","33","77","109","1.38","3.37","-1.98","4.82","3.56"
"Angels","9.92","4.41","2.25","0.55","25.7 %","11.4 %","14.3 %",".197","1.22",".262","96.9 %","24","76","98","1.10","3.46","-2.36","4.49","4.24"
"Yankees","10.34","5.17","2.00","0.57","26.5 %","13.2 %","13.2 %",".186","1.28",".250","75.3 %","50","74","97","2.30","3.47","-1.17","4.42","4.36"
"Brewers","9.55","2.08","4.60","1.25","26.7 %","5.8 %","20.9 %",".198","0.97",".236","83.3 %","66","80","86","2.91","3.58","-0.68","3.80","3.54"
"Tigers","7.88","2.81","2.80","0.56","21.2 %","7.6 %","13.6 %",".203","1.06",".250","79.6 %","60","78","109","2.81","3.59","-0.78","5.01","4.35"
"Marlins","12.38","3.38","3.67","1.13","30.6 %","8.3 %","22.2 %",".266","1.44",".375","67.6 %","126","83","93","5.63","3.59","2.04","4.20","3.44"
"White Sox","5.40","6.30","0.86","0.00","12.0 %","14.0 %","-2.0 %",".256","1.80",".297","38.9 %","199","89","142","9.00","4.11","4.89","6.50","6.28"
"Red Sox","12.15","3.60","3.38","1.80","30.0 %","8.9 %","21.1 %",".222","1.30",".280","84.1 %","65","99","99","3.15","4.46","-1.31","4.55","3.60"
"Reds","6.91","5.65","1.22","0.63","17.5 %","14.3 %","3.2 %",".241","1.53",".286","82.5 %","56","99","121","2.51","4.47","-1.96","5.37","5.68"
"Cardinals","7.52","4.87","1.55","0.89","20.7 %","13.4 %","7.3 %",".162","1.08",".184","85.6 %","63","113","130","2.66","4.89","-2.23","5.76","5.18"
"Rockies","6.94","3.09","2.25","1.54","18.8 %","8.3 %","10.4 %",".250","1.29",".273","82.0 %","76","105","119","3.86","4.93","-1.07","5.26","4.84"
"Dodgers","8.22","2.35","3.50","1.96","20.6 %","5.9 %","14.7 %",".292","1.48",".329","63.0 %","140","115","106","5.87","5.00","0.87","4.68","4.20"
"Pirates","13.09","5.73","2.29","1.64","32.0 %","14.0 %","18.0 %",".195","1.36",".261","70.4 %","87","112","100","4.09","5.12","-1.03","4.57","3.98"
"Phillies","6.97","3.48","2.00","1.74","19.5 %","9.8 %","9.8 %",".216","1.16",".222","76.1 %","99","118","103","4.35","5.34","-0.99","4.56","4.53"
"Indians","7.27","4.15","1.75","1.04","17.5 %","10.0 %","7.5 %",".242","1.38",".280","66.2 %","86","120","143","4.15","5.52","-1.37","6.55","5.29"
"Mariners","7.94","5.29","1.50","1.59","20.6 %","13.7 %","6.9 %",".177","1.24",".182","73.0 %","72","126","112","3.18","5.68","-2.51","5.15","5.08"
"Cubs","12.33","7.04","1.75","2.35","28.8 %","16.4 %","12.3 %",".279","1.89",".361","64.1 %","148","140","96","6.46","6.21","0.24","4.25","4.57"
"Royals","5.79","7.71","0.75","0.96","12.8 %","17.0 %","-4.3 %",".289","2.04",".323","64.5 %","164","138","161","7.71","6.21","1.50","7.38","6.77"
"Orioles","10.42","5.21","2.00","2.37","23.7 %","11.8 %","11.8 %",".313","1.89",".377","87.1 %","111","133","112","5.21","6.37","-1.16","5.15","4.56"
"Rangers","6.27","6.75","0.93","1.93","14.9 %","16.1 %","-1.2 %",".301","1.93",".321","79.0 %","115","144","142","5.79","6.86","-1.07","6.52","6.26"
"Braves","7.71","4.96","1.56","2.76","20.0 %","12.9 %","7.1 %",".217","1.35",".195","62.5 %","161","167","119","7.16","7.32","-0.15","5.29","5.03"
"Diamondbacks","5.40","6.65","0.81","2.49","12.2 %","15.0 %","-2.8 %",".307","1.98",".304","71.8 %","160","188","170","7.06","8.24","-1.18","7.49","6.61"
