"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Red Sox","11.29","0.98","11.50","0.98","32.9 %","2.9 %","30.0 %",".191","0.82",".256","82.0 %","51","55","54","2.45","2.45","0.00","2.44","2.51"
"Twins","9.30","1.33","7.00","0.44","26.3 %","3.8 %","22.5 %",".213","0.93",".283","86.7 %","38","55","80","1.77","2.53","-0.75","3.65","3.29"
"Cubs","9.89","4.94","2.00","0.00","28.6 %","14.3 %","14.3 %",".154","1.06",".231","80.0 %","33","60","84","1.52","2.66","-1.14","3.76","4.29"
"Phillies","9.60","5.40","1.78","0.00","25.8 %","14.5 %","11.3 %",".189","1.27",".270","89.5 %","14","63","107","0.60","2.88","-2.28","4.74","4.70"
"Giants","11.51","3.98","2.89","0.44","28.3 %","9.8 %","18.5 %",".259","1.48",".370","65.4 %","126","69","98","5.31","2.92","2.39","4.33","3.81"
"Royals","8.71","3.05","2.86","0.44","24.1 %","8.4 %","15.7 %",".197","1.06",".255","82.5 %","46","65","88","2.18","2.92","-0.75","4.03","3.90"
"Reds","10.88","3.22","3.38","0.81","29.7 %","8.8 %","20.9 %",".205","1.12",".278","94.6 %","36","67","78","1.61","3.03","-1.42","3.47","3.48"
"Angels","10.09","2.08","4.86","0.89","28.8 %","5.9 %","22.9 %",".155","0.79",".192","100.0 %","26","67","85","1.19","3.05","-1.86","3.86","3.35"
"White Sox","9.20","3.07","3.00","0.61","25.4 %","8.5 %","17.0 %",".185","1.02",".237","88.2 %","41","67","98","1.84","3.08","-1.24","4.50","3.98"
"Dodgers","7.30","1.46","5.00","0.73","18.5 %","3.7 %","14.8 %",".235","1.14",".275","51.5 %","45","77","77","1.46","3.38","-1.92","3.45","3.31"
"Padres","13.74","3.32","4.14","1.42","33.3 %","8.1 %","25.3 %",".291","1.58",".426","56.0 %","178","79","77","7.58","3.48","4.10","3.41","3.07"
"Diamondbacks","10.54","2.63","4.00","0.99","26.0 %","6.5 %","19.5 %",".295","1.50",".390","70.4 %","112","80","75","4.94","3.51","1.43","3.32","3.41"
"Blue Jays","11.51","3.18","3.63","1.19","29.0 %","8.0 %","21.0 %",".231","1.28",".305","81.4 %","78","77","86","3.57","3.57","0.01","3.95","3.50"
"Athletics","8.51","2.93","2.90","0.88","24.2 %","8.3 %","15.8 %",".202","1.04",".247","83.3 %","59","82","102","2.64","3.67","-1.03","4.67","4.19"
"Indians","6.41","1.83","3.50","0.92","18.7 %","5.3 %","13.3 %",".197","0.92",".218","98.7 %","29","81","99","1.37","3.72","-2.35","4.52","4.35"
"Orioles","9.13","4.37","2.09","0.79","23.7 %","11.3 %","12.4 %",".247","1.41",".317","69.5 %","101","82","97","4.76","3.92","0.84","4.44","4.49"
"Mets","10.64","5.73","1.86","0.82","28.3 %","15.2 %","13.0 %",".179","1.27",".240","95.2 %","40","90","82","1.64","3.94","-2.30","3.66","4.18"
"Yankees","12.19","2.61","4.67","1.74","30.8 %","6.6 %","24.2 %",".310","1.55",".423","69.3 %","114","86","73","5.23","4.04","1.19","3.35","3.15"
"Astros","10.27","3.80","2.70","1.14","26.2 %","9.7 %","16.5 %",".231","1.31",".295","79.9 %","85","91","94","3.80","4.10","-0.30","4.30","4.01"
"Brewers","9.88","5.27","1.88","0.99","25.6 %","13.7 %","12.0 %",".210","1.35",".269","82.8 %","74","96","104","3.29","4.31","-1.02","4.63","4.60"
"Rays","9.62","3.10","3.10","1.24","26.7 %","8.6 %","18.1 %",".186","1.00",".224","80.3 %","77","98","85","3.41","4.32","-0.90","3.90","3.61"
"Cardinals","10.31","3.44","3.00","1.47","26.6 %","8.9 %","17.7 %",".268","1.42",".340","65.8 %","139","101","79","5.89","4.36","1.53","3.53","3.63"
"Rockies","10.06","5.29","1.90","1.06","22.6 %","11.9 %","10.7 %",".301","1.88",".385","49.7 %","189","95","103","9.53","4.45","5.08","4.56","4.56"
"Pirates","9.51","5.83","1.63","0.92","23.0 %","14.1 %","8.9 %",".237","1.57",".300","63.9 %","135","103","121","5.83","4.58","1.25","5.35","4.99"
"Marlins","7.63","7.04","1.08","1.17","19.4 %","17.9 %","1.5 %",".189","1.43",".211","89.6 %","70","138","146","2.93","5.95","-3.02","6.46","6.07"
"Rangers","6.46","4.56","1.42","1.90","14.9 %","10.5 %","4.4 %",".304","1.82",".325","50.0 %","136","127","127","6.85","6.04","0.80","5.82","5.48"
"Braves","7.77","3.68","2.11","2.45","18.3 %","8.7 %","9.6 %",".287","1.64",".304","80.4 %","129","146","132","5.73","6.40","-0.67","5.83","4.93"
"Nationals","6.00","6.00","1.00","1.80","14.1 %","14.1 %","0.0 %",".250","1.67",".255","78.0 %","120","148","155","5.40","6.68","-1.28","6.87","6.15"
"Tigers","6.21","4.97","1.25","2.48","14.5 %","11.6 %","2.9 %",".298","1.79",".301","81.3 %","126","154","131","5.90","7.18","-1.28","5.99","5.58"
"Mariners","9.82","9.41","1.04","2.45","19.8 %","19.0 %","0.8 %",".367","2.68",".441","69.2 %","212","171","134","9.41","7.71","1.70","6.16","6.05"
