"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Royals","9.00","2.84","3.17","0.00","24.1 %","7.6 %","16.5 %",".260","1.32",".352","72.0 %","70","49","84","3.32","2.16","1.15","3.84","3.91"
"Rays","11.25","1.69","6.67","0.56","33.6 %","5.0 %","28.6 %",".171","0.78",".246","86.8 %","38","52","72","1.69","2.28","-0.59","3.27","2.73"
"Tigers","12.03","4.11","2.93","0.59","31.3 %","10.7 %","20.6 %",".224","1.30",".329","73.3 %","82","62","85","3.82","2.86","0.96","3.89","3.60"
"Dodgers","10.19","3.03","3.36","0.83","28.9 %","8.6 %","20.3 %",".188","1.01",".247","79.9 %","66","72","77","2.76","3.15","-0.40","3.42","3.53"
"Orioles","8.75","3.04","2.88","0.38","23.0 %","8.0 %","15.0 %",".239","1.23",".313","76.0 %","73","70","92","3.42","3.34","0.08","4.22","3.96"
"Twins","8.49","2.73","3.11","0.91","23.1 %","7.4 %","15.7 %",".227","1.15",".278","75.5 %","78","82","97","3.64","3.75","-0.11","4.45","4.10"
"Blue Jays","9.47","2.81","3.38","1.05","24.3 %","7.2 %","17.1 %",".220","1.17",".271","59.0 %","107","85","86","4.91","3.92","0.99","3.95","3.83"
"Brewers","10.54","2.63","4.00","1.32","29.1 %","7.3 %","21.8 %",".224","1.10",".290","81.0 %","82","91","84","3.62","4.09","-0.47","3.72","3.31"
"Astros","10.38","2.42","4.29","1.73","30.0 %","7.0 %","23.0 %",".163","0.85",".175","100.0 %","45","95","91","2.08","4.33","-2.25","4.20","3.36"
"Giants","9.00","4.32","2.08","1.08","24.8 %","11.9 %","12.9 %",".159","1.04",".183","87.7 %","43","104","111","1.80","4.33","-2.53","4.92","4.48"
"Athletics","12.43","3.43","3.63","1.71","33.7 %","9.3 %","24.4 %",".197","1.10",".256","77.3 %","96","98","87","4.29","4.36","-0.07","3.96","3.20"
"Braves","9.47","3.32","2.86","1.42","26.3 %","9.2 %","17.1 %",".191","1.05",".222","59.5 %","111","99","86","5.21","4.42","0.79","3.84","3.84"
"Reds","11.25","4.18","2.69","1.61","28.5 %","10.6 %","17.9 %",".236","1.39",".300","75.0 %","100","98","89","4.50","4.43","0.07","3.95","3.85"
"Cardinals","11.77","3.81","3.09","1.73","28.6 %","9.2 %","19.3 %",".280","1.58",".368","65.7 %","131","103","84","5.54","4.48","1.06","3.74","3.67"
"Mariners","10.24","4.34","2.36","1.24","27.1 %","11.5 %","15.6 %",".210","1.24",".265","56.9 %","133","100","101","5.90","4.49","1.41","4.62","4.14"
"Cubs","10.65","5.70","1.87","1.14","27.5 %","14.7 %","12.8 %",".163","1.23",".200","77.5 %","70","102","105","3.04","4.52","-1.48","4.64","4.52"
"Mets","9.17","3.57","2.57","1.53","22.8 %","8.9 %","13.9 %",".264","1.47",".314","36.7 %","222","105","125","9.17","4.57","4.60","5.52","4.50"
"Indians","12.17","3.80","3.20","1.90","28.3 %","8.9 %","19.5 %",".327","1.82",".438","73.7 %","126","104","81","6.08","4.78","1.31","3.71","3.64"
"Pirates","10.94","5.47","2.00","1.37","25.8 %","12.9 %","12.9 %",".267","1.67",".348","72.5 %","119","111","113","5.13","4.92","0.20","4.99","4.43"
"Angels","8.23","4.94","1.67","1.32","22.1 %","13.3 %","8.9 %",".188","1.21",".209","61.2 %","102","113","117","4.61","5.15","-0.54","5.36","4.99"
"Red Sox","9.00","6.19","1.45","1.13","23.0 %","15.8 %","7.2 %",".202","1.41",".244","84.9 %","70","114","117","3.38","5.18","-1.81","5.36","5.21"
"Phillies","6.92","4.15","1.67","1.38","18.2 %","10.9 %","7.3 %",".211","1.23",".225","85.0 %","79","119","117","3.46","5.41","-1.94","5.17","4.98"
"Padres","9.18","3.24","2.83","2.16","23.0 %","8.1 %","14.9 %",".273","1.44",".311","78.4 %","127","131","126","5.40","5.73","-0.33","5.60","4.31"
"Yankees","9.70","3.80","2.56","2.53","25.6 %","10.0 %","15.6 %",".259","1.41",".288","78.7 %","119","128","94","5.48","5.98","-0.50","4.28","4.10"
"Rangers","8.45","3.82","2.21","2.18","21.4 %","9.7 %","11.7 %",".250","1.39",".270","84.7 %","92","126","114","4.64","6.03","-1.40","5.23","4.56"
"Diamondbacks","9.47","7.11","1.33","1.89","22.0 %","16.5 %","5.5 %",".250","1.79",".288","88.0 %","97","142","135","4.26","6.21","-1.95","5.99","5.54"
"Nationals","6.29","4.44","1.42","2.22","16.5 %","11.7 %","4.9 %",".267","1.48",".269","83.9 %","74","147","129","3.33","6.62","-3.30","5.71","5.42"
"White Sox","8.72","6.23","1.40","2.49","21.4 %","15.3 %","6.1 %",".241","1.62",".250","75.2 %","138","149","119","6.23","6.95","-0.72","5.46","5.34"
"Marlins","7.91","6.05","1.31","2.79","19.5 %","14.9 %","4.6 %",".219","1.50",".200","69.4 %","167","178","138","6.98","7.66","-0.68","6.10","5.50"
"Rockies","7.94","3.97","2.00","4.37","19.8 %","9.9 %","9.9 %",".231","1.37",".167","76.9 %","102","194","118","5.16","9.08","-3.92","5.23","4.77"
