"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Indians","9.82","1.47","6.67","0.00","29.9 %","4.5 %","25.4 %",".156","0.71",".227","92.3 %","10","34","74","0.49","1.52","-1.03","3.37","3.03"
"Reds","10.62","3.54","3.00","0.00","28.6 %","9.5 %","19.1 %",".237","1.28",".346","80.8 %","49","44","85","2.21","2.03","0.18","3.79","3.73"
"Angels","10.58","1.46","7.25","0.73","31.5 %","4.4 %","27.2 %",".155","0.69",".208","98.9 %","24","64","81","1.09","2.89","-1.80","3.69","2.88"
"Rays","8.22","3.13","2.63","0.39","20.2 %","7.7 %","12.5 %",".284","1.52",".356","69.4 %","101","71","98","4.70","3.13","1.57","4.55","4.34"
"Giants","5.73","1.64","3.50","0.41","16.3 %","4.7 %","11.6 %",".222","1.00",".258","78.7 %","58","77","98","2.45","3.21","-0.76","4.34","4.39"
"Pirates","11.90","2.29","5.20","1.37","33.8 %","6.5 %","27.3 %",".153","0.81",".186","67.8 %","85","75","66","3.66","3.32","0.35","2.95","2.84"
"Padres","11.77","3.81","3.09","1.04","29.6 %","9.6 %","20.0 %",".233","1.35",".318","75.5 %","81","79","79","3.46","3.48","-0.02","3.51","3.55"
"Yankees","9.64","4.34","2.22","0.48","21.5 %","9.7 %","11.8 %",".305","1.82",".393","66.5 %","136","76","92","6.27","3.54","2.73","4.22","4.14"
"Mariners","9.76","5.20","1.88","0.65","24.0 %","12.8 %","11.2 %",".224","1.45",".293","71.4 %","103","88","103","4.55","3.94","0.62","4.72","4.64"
"Athletics","7.46","4.26","1.75","0.71","19.4 %","11.1 %","8.3 %",".200","1.22",".236","65.1 %","104","92","117","4.62","4.12","0.50","5.37","5.03"
"Blue Jays","10.80","5.40","2.00","1.08","27.8 %","13.9 %","13.9 %",".161","1.20",".200","69.8 %","82","90","101","3.78","4.17","-0.39","4.64","4.41"
"Red Sox","9.43","2.14","4.40","1.71","25.0 %","5.7 %","19.3 %",".235","1.14",".273","68.6 %","107","102","92","5.14","4.59","0.55","4.20","3.66"
"Dodgers","7.67","2.76","2.78","1.23","19.7 %","7.1 %","12.6 %",".237","1.23",".271","61.1 %","124","106","112","5.22","4.61","0.60","4.94","4.46"
"Astros","8.35","2.95","2.83","1.47","22.1 %","7.8 %","14.3 %",".257","1.31",".300","81.7 %","88","103","97","3.93","4.63","-0.70","4.46","4.24"
"Cubs","9.85","4.38","2.25","1.46","25.2 %","11.2 %","14.0 %",".234","1.38",".286","81.6 %","92","106","79","4.01","4.71","-0.70","3.49","3.97"
"Rockies","7.99","4.94","1.62","1.14","20.4 %","12.6 %","7.8 %",".222","1.39",".258","62.5 %","98","101","121","4.94","4.74","0.21","5.36","5.09"
"Braves","10.90","5.19","2.10","1.56","28.8 %","13.7 %","15.1 %",".222","1.38",".282","96.0 %","58","109","101","2.60","4.77","-2.18","4.47","4.25"
"Phillies","8.57","3.00","2.86","1.71","20.8 %","7.3 %","13.5 %",".284","1.52",".328","58.4 %","146","109","107","6.43","4.93","1.50","4.73","4.29"
"White Sox","10.31","4.85","2.13","1.82","25.6 %","12.0 %","13.5 %",".250","1.52",".303","79.8 %","107","113","100","4.85","5.27","-0.42","4.59","4.33"
"Royals","8.61","2.74","3.14","1.96","20.2 %","6.4 %","13.8 %",".333","1.74",".389","66.7 %","158","121","104","7.43","5.43","2.00","4.77","4.32"
"Diamondbacks","8.66","4.58","1.89","2.04","21.3 %","11.3 %","10.0 %",".282","1.64",".320","68.4 %","150","131","97","6.62","5.76","0.86","4.28","4.49"
"Brewers","9.58","6.10","1.57","1.74","22.5 %","14.3 %","8.2 %",".241","1.65",".281","54.4 %","186","129","108","8.27","5.78","2.50","4.80","4.80"
"Tigers","7.84","5.66","1.38","1.74","20.9 %","15.1 %","5.8 %",".205","1.35",".216","89.3 %","65","127","126","3.05","5.88","-2.83","5.77","5.47"
"Cardinals","9.69","5.19","1.87","2.08","26.2 %","14.0 %","12.2 %",".165","1.15",".158","88.5 %","74","137","119","3.12","5.91","-2.79","5.28","4.68"
"Twins","6.86","8.14","0.84","0.86","15.2 %","18.1 %","-2.9 %",".274","2.00",".318","68.0 %","132","126","146","6.43","5.93","0.50","6.87","6.55"
"Nationals","9.00","3.94","2.29","2.81","22.9 %","10.0 %","12.9 %",".237","1.31",".237","83.3 %","125","163","122","5.63","7.34","-1.71","5.39","4.44"
"Rangers","7.88","3.38","2.33","2.81","19.7 %","8.5 %","11.3 %",".262","1.38",".262","89.5 %","100","155","130","5.06","7.40","-2.34","5.95","4.79"
"Marlins","11.29","4.42","2.56","3.44","26.7 %","10.5 %","16.3 %",".247","1.47",".256","80.2 %","164","182","115","6.87","7.80","-0.92","5.11","4.10"
"Orioles","7.85","4.40","1.79","3.14","18.1 %","10.1 %","8.0 %",".300","1.74",".306","62.5 %","187","164","131","8.79","7.89","0.90","5.99","5.02"
"Mets","11.29","5.40","2.09","3.93","24.7 %","11.8 %","12.9 %",".333","2.07",".380","64.8 %","202","193","122","8.35","8.34","0.00","5.38","4.45"
