"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Yankees","8.05","3.12","2.58","0.26","22.1 %","8.6 %","13.6 %",".213","1.13",".274","75.1 %","56","63","105","2.60","2.93","-0.33","4.79","4.32"
"Athletics","9.10","3.34","2.73","0.61","23.1 %","8.5 %","14.6 %",".256","1.38",".329","69.7 %","95","76","109","4.25","3.38","0.86","4.99","4.30"
"Mariners","10.97","3.38","3.25","0.84","27.1 %","8.3 %","18.8 %",".233","1.31",".310","62.5 %","76","76","87","3.38","3.40","-0.03","3.95","3.69"
"Indians","12.04","1.82","6.60","1.46","30.0 %","4.6 %","25.5 %",".272","1.34",".364","71.4 %","76","76","78","3.65","3.50","0.15","3.57","3.03"
"White Sox","8.68","3.38","2.57","0.96","22.0 %","8.5 %","13.4 %",".230","1.29",".278","63.1 %","107","85","100","4.82","3.96","0.86","4.60","4.34"
"Royals","8.36","4.82","1.73","0.64","21.3 %","12.3 %","9.0 %",".257","1.50",".325","75.2 %","89","92","110","4.18","4.11","0.07","5.03","4.78"
"Diamondbacks","6.05","6.52","0.93","0.00","15.3 %","16.5 %","-1.2 %",".229","1.55",".281","77.4 %","74","95","141","3.26","4.20","-0.94","6.25","6.31"
"Marlins","7.54","4.37","1.73","0.79","17.8 %","10.3 %","7.5 %",".295","1.72",".351","64.5 %","152","99","118","6.35","4.27","2.08","5.23","5.00"
"Rangers","9.59","4.97","1.93","1.07","22.5 %","11.7 %","10.8 %",".321","1.89",".408","61.6 %","141","90","127","7.11","4.28","2.83","5.80","4.92"
"Cubs","9.86","4.29","2.30","1.29","24.0 %","10.4 %","13.5 %",".271","1.57",".339","77.2 %","98","100","114","4.29","4.45","-0.17","5.06","4.40"
"Reds","9.75","2.25","4.33","1.88","25.2 %","5.8 %","19.4 %",".260","1.29",".308","64.0 %","133","102","84","6.00","4.63","1.37","3.75","3.61"
"Phillies","12.43","3.43","3.63","2.14","32.2 %","8.9 %","23.3 %",".256","1.38",".333","72.7 %","126","103","78","5.57","4.69","0.88","3.49","3.32"
"Rockies","8.38","1.86","4.50","1.86","22.9 %","5.1 %","17.8 %",".252","1.17",".282","79.0 %","74","102","81","3.72","4.77","-1.04","3.59","3.51"
"Twins","13.00","3.50","3.71","2.50","33.3 %","9.0 %","24.4 %",".239","1.33",".300","82.4 %","107","111","81","5.00","5.10","-0.10","3.70","3.23"
"Rays","7.36","5.22","1.41","1.23","18.8 %","13.3 %","5.5 %",".227","1.43",".256","85.6 %","76","117","125","3.38","5.19","-1.82","5.72","5.41"
"Red Sox","7.71","6.31","1.22","1.05","17.5 %","14.3 %","3.2 %",".290","1.91",".341","67.7 %","138","116","139","6.66","5.24","1.42","6.36","5.68"
"Braves","9.53","4.13","2.31","1.91","25.4 %","11.0 %","14.4 %",".183","1.13",".191","81.3 %","93","122","112","4.13","5.33","-1.20","4.97","4.33"
"Astros","12.38","4.88","2.54","2.25","30.0 %","11.8 %","18.2 %",".260","1.58",".333","88.2 %","92","121","87","4.13","5.46","-1.34","3.95","3.87"
"Brewers","9.92","3.86","2.57","2.20","24.7 %","9.6 %","15.1 %",".273","1.53",".318","72.2 %","124","123","115","5.51","5.48","0.03","5.10","4.31"
"Giants","8.58","2.22","3.86","2.22","21.1 %","5.5 %","15.6 %",".288","1.45",".321","55.6 %","151","134","102","6.35","5.58","0.77","4.54","4.07"
"Nationals","13.00","3.50","3.71","2.50","28.0 %","7.5 %","20.4 %",".337","1.94",".442","51.6 %","211","121","89","10.00","5.60","4.40","3.98","3.56"
"Blue Jays","10.80","3.98","2.71","2.27","23.5 %","8.6 %","14.8 %",".359","2.08",".444","65.7 %","173","123","101","7.96","5.71","2.25","4.62","4.14"
"Padres","9.45","1.80","5.25","2.70","23.6 %","4.5 %","19.1 %",".321","1.55",".368","59.3 %","158","131","84","6.75","5.76","0.99","3.75","3.63"
"Dodgers","6.30","4.50","1.40","1.80","14.6 %","10.4 %","4.2 %",".294","1.75",".313","69.1 %","150","140","139","6.30","6.06","0.24","6.15","5.49"
"Mets","8.39","4.74","1.77","2.19","18.7 %","10.6 %","8.1 %",".358","2.11",".413","67.3 %","203","143","127","8.39","6.21","2.18","5.63","5.02"
"Angels","9.17","4.72","1.94","2.36","21.3 %","11.0 %","10.4 %",".276","1.69",".307","66.8 %","151","136","121","6.82","6.24","0.57","5.56","4.83"
"Tigers","7.01","2.45","2.86","2.45","20.0 %","7.0 %","13.0 %",".165","0.86",".125","84.5 %","53","135","112","2.45","6.25","-3.80","5.11","4.42"
"Pirates","7.00","4.25","1.65","2.00","16.9 %","10.2 %","6.6 %",".292","1.64",".315","70.1 %","139","145","133","6.00","6.38","-0.38","5.87","5.22"
"Orioles","9.13","5.70","1.60","2.66","22.9 %","14.3 %","8.6 %",".244","1.56",".254","77.2 %","121","145","122","5.70","6.93","-1.23","5.61","5.10"
"Cardinals","10.20","8.40","1.21","2.40","22.4 %","18.4 %","4.0 %",".323","2.27",".390","73.9 %","184","167","130","7.80","7.21","0.59","5.74","5.74"
