"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Athletics","10.88","2.42","4.50","0.40","31.0 %","6.9 %","24.1 %",".210","1.03",".302","83.3 %","45","49","74","2.01","2.18","-0.17","3.38","3.15"
"Astros","11.34","2.16","5.25","0.54","34.4 %","6.6 %","27.9 %",".175","0.84",".257","79.4 %","48","49","65","2.16","2.19","-0.03","2.97","2.78"
"Giants","5.40","2.70","2.00","0.00","14.0 %","7.0 %","7.0 %",".241","1.25",".284","69.2 %","75","73","119","3.15","3.06","0.09","5.25","5.10"
"Angels","12.00","3.86","3.11","0.86","31.5 %","10.1 %","21.4 %",".192","1.14",".271","86.2 %","57","74","90","2.57","3.36","-0.79","4.11","3.51"
"Indians","10.18","2.66","3.83","0.89","25.8 %","6.7 %","19.1 %",".250","1.28",".327","76.3 %","64","78","86","3.10","3.56","-0.46","3.94","3.66"
"Rays","7.27","2.42","3.00","0.69","20.2 %","6.7 %","13.5 %",".211","1.04",".250","72.5 %","78","82","103","3.46","3.64","-0.18","4.70","4.34"
"Reds","6.20","4.01","1.55","0.36","15.9 %","10.3 %","5.6 %",".281","1.54",".333","71.0 %","89","81","117","4.01","3.70","0.31","5.19","5.34"
"Yankees","9.49","4.38","2.17","0.73","25.2 %","11.7 %","13.6 %",".157","1.05",".197","79.4 %","55","83","91","2.55","3.86","-1.31","4.18","4.13"
"Phillies","9.50","3.50","2.71","1.00","25.0 %","9.2 %","15.8 %",".235","1.28",".298","75.5 %","79","85","105","3.50","3.88","-0.38","4.65","4.08"
"Pirates","11.86","4.09","2.90","1.23","30.9 %","10.6 %","20.2 %",".183","1.14",".240","70.2 %","85","90","93","3.68","3.99","-0.30","4.11","3.63"
"Rockies","9.47","6.16","1.54","0.47","22.7 %","14.8 %","8.0 %",".230","1.58",".302","77.7 %","66","85","125","3.32","4.00","-0.69","5.52","5.13"
"Blue Jays","9.85","4.45","2.21","0.95","25.4 %","11.5 %","13.9 %",".198","1.24",".250","70.1 %","83","88","110","3.81","4.10","-0.28","5.04","4.38"
"Padres","10.41","2.60","4.00","1.63","27.6 %","6.9 %","20.7 %",".241","1.23",".296","70.4 %","107","94","82","4.55","4.12","0.44","3.64","3.47"
"Twins","7.99","5.70","1.40","0.38","19.8 %","14.2 %","5.7 %",".236","1.52",".299","79.2 %","65","90","122","3.04","4.14","-1.10","5.61","5.32"
"Rangers","7.48","3.25","2.30","0.98","19.8 %","8.6 %","11.2 %",".257","1.34",".304","82.8 %","58","87","96","2.93","4.15","-1.23","4.40","4.36"
"Marlins","10.71","4.29","2.50","0.86","26.3 %","10.5 %","15.8 %",".200","1.24",".264","78.0 %","72","98","110","3.00","4.21","-1.21","4.87","4.09"
"Red Sox","9.51","2.66","3.57","1.90","23.4 %","6.5 %","16.8 %",".283","1.48",".333","75.9 %","102","107","109","4.94","4.86","0.08","4.97","4.03"
"Tigers","9.43","1.29","7.33","2.14","27.9 %","3.8 %","24.1 %",".189","0.81",".191","91.7 %","73","106","88","3.43","4.93","-1.50","4.01","3.24"
"Mets","9.00","3.60","2.50","1.35","20.2 %","8.1 %","12.1 %",".333","1.85",".406","67.9 %","163","114","122","6.75","4.96","1.79","5.40","4.52"
"Nationals","9.92","4.41","2.25","1.65","22.5 %","10.0 %","12.5 %",".352","2.02",".440","60.4 %","208","115","140","8.82","5.05","3.77","6.19","4.82"
"Brewers","8.72","4.15","2.10","1.66","21.9 %","10.4 %","11.5 %",".224","1.34",".250","61.5 %","140","116","96","6.23","5.20","1.03","4.27","4.33"
"Dodgers","7.15","2.38","3.00","1.99","18.4 %","6.1 %","12.2 %",".283","1.41",".304","68.0 %","132","122","118","5.56","5.29","0.27","5.23","4.62"
"Diamondbacks","7.78","4.58","1.70","1.83","19.1 %","11.2 %","7.9 %",".266","1.58",".293","63.0 %","135","129","100","5.95","5.65","0.29","4.43","4.60"
"White Sox","10.80","4.20","2.57","2.40","25.0 %","9.7 %","15.3 %",".297","1.73",".357","65.4 %","149","123","114","7.20","5.88","1.32","5.33","4.28"
"Mariners","7.24","7.24","1.00","1.32","19.0 %","19.0 %","0.0 %",".130","1.24",".121","79.0 %","89","136","149","3.95","6.14","-2.19","6.86","6.35"
"Royals","6.19","9.00","0.69","0.56","12.6 %","18.4 %","-5.8 %",".343","2.44",".400","67.3 %","179","142","168","8.44","6.40","2.04","7.70","7.02"
"Braves","8.71","6.10","1.43","2.18","21.3 %","14.9 %","6.4 %",".269","1.69",".302","86.7 %","108","154","120","4.79","6.75","-1.96","5.33","5.21"
"Cubs","8.57","8.14","1.05","2.57","18.5 %","17.6 %","0.9 %",".315","2.24",".349","49.2 %","255","175","119","11.14","7.74","3.41","5.25","5.76"
"Orioles","6.66","3.51","1.90","3.16","16.0 %","8.4 %","7.6 %",".321","1.71",".321","75.6 %","157","163","125","7.36","7.81","-0.45","5.73","5.05"
"Cardinals","7.59","7.17","1.06","2.53","18.2 %","17.2 %","1.0 %",".213","1.59",".196","72.5 %","139","182","152","5.91","7.85","-1.95","6.72","6.08"
