"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Giants","10.00","1.33","7.50","0.33","30.9 %","4.1 %","26.8 %",".161","0.70",".226","90.9 %","24","45","54","1.00","1.92","-0.92","2.39","2.62"
"Rockies","8.76","2.92","3.00","0.00","25.5 %","8.5 %","17.0 %",".140","0.81",".194","70.0 %","43","47","90","2.19","2.24","-0.05","4.02","3.89"
"Braves","10.94","3.76","2.91","0.34","29.4 %","10.1 %","19.3 %",".204","1.18",".292","81.1 %","46","57","88","2.05","2.53","-0.48","3.93","3.70"
"Astros","11.37","2.37","4.80","0.95","31.6 %","6.6 %","25.0 %",".183","0.95",".244","72.4 %","61","64","71","2.84","2.85","0.00","3.26","3.09"
"Phillies","10.00","2.67","3.75","1.00","25.4 %","6.8 %","18.6 %",".282","1.44",".364","60.3 %","121","73","89","5.33","3.33","2.01","3.94","3.72"
"Cubs","8.66","5.60","1.55","0.00","22.7 %","14.7 %","8.0 %",".190","1.30",".261","87.5 %","35","75","100","1.53","3.33","-1.80","4.45","4.92"
"White Sox","9.30","4.43","2.10","0.44","23.3 %","11.1 %","12.2 %",".228","1.38",".298","76.1 %","69","74","95","3.10","3.41","-0.31","4.34","4.24"
"Diamondbacks","12.50","2.50","5.00","1.50","35.2 %","7.0 %","28.2 %",".212","1.06",".289","74.3 %","91","78","61","4.00","3.44","0.56","2.71","2.77"
"Indians","7.66","3.63","2.11","0.40","20.7 %","9.8 %","10.9 %",".207","1.16",".258","82.0 %","42","75","109","2.01","3.44","-1.42","4.99","4.63"
"Athletics","7.85","3.44","2.29","0.49","20.3 %","8.9 %","11.4 %",".239","1.31",".296","50.9 %","143","78","122","6.38","3.49","2.90","5.60","4.92"
"Dodgers","8.89","2.96","3.00","0.66","23.3 %","7.8 %","15.5 %",".221","1.17",".280","62.1 %","102","80","92","4.28","3.51","0.77","4.08","3.99"
"Rays","11.57","3.86","3.00","1.16","28.3 %","9.4 %","18.9 %",".292","1.63",".397","62.1 %","139","82","80","6.17","3.60","2.57","3.63","3.66"
"Cardinals","10.80","4.15","2.60","0.83","30.6 %","11.8 %","18.8 %",".151","0.97",".200","89.1 %","49","85","99","2.08","3.68","-1.60","4.40","3.83"
"Mariners","9.60","3.60","2.67","0.90","25.0 %","9.4 %","15.6 %",".235","1.30",".300","67.0 %","108","82","91","4.80","3.68","1.12","4.17","4.09"
"Red Sox","12.27","4.91","2.50","0.98","30.1 %","12.1 %","18.1 %",".211","1.36",".295","66.1 %","92","86","99","4.42","3.87","0.55","4.51","3.91"
"Padres","11.10","4.44","2.50","1.11","28.9 %","11.5 %","17.3 %",".189","1.19",".246","63.4 %","104","93","81","4.44","4.08","0.36","3.62","3.75"
"Angels","8.57","2.57","3.33","1.29","23.5 %","7.1 %","16.5 %",".192","1.00",".218","84.3 %","67","91","98","3.00","4.17","-1.17","4.49","4.00"
"Royals","7.62","2.08","3.67","1.38","19.3 %","5.3 %","14.0 %",".299","1.46",".346","65.9 %","125","97","104","5.88","4.33","1.56","4.78","4.32"
"Yankees","12.09","4.43","2.73","1.61","30.0 %","11.0 %","19.0 %",".270","1.57",".364","74.8 %","114","93","83","5.24","4.33","0.91","3.79","3.74"
"Nationals","8.31","4.15","2.00","1.04","21.1 %","10.5 %","10.5 %",".209","1.27",".245","74.3 %","81","98","110","3.63","4.43","-0.79","4.88","4.64"
"Reds","10.98","4.58","2.40","1.37","29.6 %","12.4 %","17.3 %",".214","1.27",".279","91.7 %","61","98","89","2.75","4.43","-1.69","3.97","3.93"
"Brewers","6.53","4.79","1.36","0.87","17.1 %","12.5 %","4.6 %",".195","1.26",".217","81.9 %","69","103","119","3.05","4.62","-1.57","5.28","5.36"
"Pirates","11.29","3.44","3.29","1.96","28.4 %","8.6 %","19.8 %",".230","1.31",".277","87.0 %","91","106","98","3.93","4.69","-0.76","4.35","3.75"
"Tigers","8.24","6.41","1.29","0.92","22.0 %","17.1 %","4.9 %",".206","1.42",".250","91.3 %","39","104","123","1.83","4.84","-3.01","5.64","5.60"
"Rangers","10.13","1.35","7.50","2.03","25.9 %","3.5 %","22.4 %",".283","1.28",".343","76.0 %","107","105","88","5.40","5.01","0.39","4.03","3.36"
"Orioles","9.42","2.83","3.33","1.88","23.1 %","6.9 %","16.2 %",".271","1.43",".317","59.0 %","147","107","97","6.91","5.10","1.81","4.46","3.97"
"Blue Jays","10.02","5.23","1.92","1.74","24.0 %","12.5 %","11.5 %",".268","1.65",".327","69.1 %","142","119","106","6.53","5.54","1.00","4.85","4.57"
"Twins","13.15","9.69","1.36","1.38","27.1 %","20.0 %","7.1 %",".278","2.23",".394","63.8 %","179","125","126","9.00","5.98","3.02","5.97","5.46"
"Mets","9.51","4.56","2.08","3.04","21.7 %","10.4 %","11.3 %",".340","1.99",".386","69.8 %","175","162","124","7.23","7.02","0.21","5.48","4.63"
"Marlins","10.07","4.43","2.27","3.63","23.6 %","10.4 %","13.2 %",".283","1.66",".293","69.3 %","202","189","133","8.46","8.09","0.37","5.88","4.57"
