"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Astros","12.91","1.76","7.33","0.59","39.3 %","5.4 %","33.9 %",".170","0.78",".267","75.5 %","53","40","52","2.35","1.78","0.57","2.36","2.25"
"Athletics","9.67","2.42","4.00","0.00","25.8 %","6.5 %","19.4 %",".276","1.34",".381","63.3 %","90","42","86","4.03","1.87","2.16","3.92","3.61"
"Giants","8.55","2.70","3.17","0.00","22.6 %","7.1 %","15.5 %",".256","1.30",".339","73.1 %","64","52","88","2.70","2.21","0.49","3.90","3.98"
"Red Sox","11.37","3.20","3.56","0.71","30.5 %","8.6 %","21.9 %",".189","1.07",".262","91.3 %","29","64","87","1.42","2.90","-1.48","3.99","3.43"
"Rays","7.92","2.52","3.14","0.36","24.2 %","7.7 %","16.5 %",".145","0.76",".183","96.8 %","16","67","88","0.72","2.93","-2.21","4.01","3.93"
"Blue Jays","10.25","3.42","3.00","0.68","27.5 %","9.2 %","18.4 %",".196","1.10",".262","74.5 %","67","71","101","3.08","3.29","-0.21","4.64","3.88"
"Nationals","10.38","5.19","2.00","0.52","22.5 %","11.2 %","11.2 %",".342","2.13",".448","47.8 %","335","94","139","10.38","3.39","7.00","5.62","4.75"
"Rockies","7.41","5.29","1.40","0.00","18.2 %","13.0 %","5.2 %",".258","1.59",".327","85.7 %","42","75","127","2.12","3.51","-1.39","5.61","5.38"
"Yankees","10.03","4.24","2.36","0.77","26.8 %","11.3 %","15.5 %",".186","1.16",".241","74.4 %","59","75","82","2.70","3.51","-0.81","3.76","3.90"
"Tigers","8.57","2.14","4.00","0.86","24.7 %","6.2 %","18.5 %",".178","0.86",".216","82.4 %","55","80","99","2.57","3.69","-1.12","4.54","3.78"
"Twins","9.39","4.70","2.00","0.59","24.2 %","12.1 %","12.1 %",".211","1.30",".275","81.6 %","63","81","114","2.93","3.74","-0.80","5.22","4.57"
"Angels","9.70","4.22","2.30","0.84","25.0 %","10.9 %","14.1 %",".222","1.31",".286","87.8 %","56","84","100","2.53","3.82","-1.29","4.56","4.25"
"Marlins","10.53","3.66","2.88","0.92","24.5 %","8.5 %","16.0 %",".289","1.63",".379","65.2 %","131","90","108","5.49","3.88","1.62","4.78","4.08"
"Mets","9.95","4.26","2.33","0.47","21.7 %","9.3 %","12.4 %",".313","1.84",".410","64.8 %","126","89","127","5.21","3.90","1.31","5.62","4.51"
"Rangers","6.67","3.67","1.82","0.67","17.7 %","9.7 %","8.0 %",".245","1.33",".288","78.3 %","60","82","103","3.00","3.92","-0.92","4.72","4.78"
"Brewers","9.13","3.18","2.88","1.19","25.0 %","8.7 %","16.3 %",".190","1.06",".224","85.9 %","63","89","90","2.78","3.96","-1.18","4.00","4.00"
"Phillies","9.92","4.41","2.25","1.10","26.1 %","11.6 %","14.5 %",".230","1.35",".293","78.1 %","75","90","100","3.31","4.07","-0.77","4.43","4.21"
"Padres","10.04","2.77","3.63","1.38","26.4 %","7.3 %","19.1 %",".240","1.23",".299","73.9 %","97","94","84","4.15","4.14","0.02","3.74","3.61"
"White Sox","7.84","4.35","1.80","0.87","18.4 %","10.2 %","8.2 %",".273","1.65",".324","38.5 %","176","88","114","8.71","4.18","4.53","5.43","4.97"
"Reds","5.68","4.74","1.20","0.47","14.6 %","12.2 %","2.4 %",".278","1.58",".322","76.9 %","74","93","125","3.32","4.21","-0.90","5.52","5.76"
"Dodgers","8.76","2.92","3.00","1.46","22.2 %","7.4 %","14.8 %",".260","1.38",".306","63.4 %","113","100","101","4.74","4.35","0.39","4.50","4.16"
"Pirates","11.81","5.63","2.10","1.13","28.0 %","13.3 %","14.7 %",".222","1.50",".300","69.0 %","104","101","117","4.50","4.46","0.04","5.20","4.32"
"Indians","9.98","4.11","2.43","1.17","23.9 %","9.9 %","14.1 %",".262","1.50",".333","73.3 %","80","99","110","4.11","4.65","-0.54","5.16","4.35"
"Cardinals","8.06","6.04","1.33","0.81","21.7 %","16.3 %","5.4 %",".135","1.12",".154","83.3 %","67","116","133","2.82","5.01","-2.18","5.89","5.49"
"Royals","7.79","7.27","1.07","0.52","17.1 %","15.9 %","1.1 %",".310","2.08",".382","69.2 %","143","115","146","6.75","5.18","1.57","6.72","6.03"
"Cubs","11.29","9.33","1.21","1.47","23.7 %","19.6 %","4.1 %",".321","2.40",".423","55.3 %","202","134","111","8.84","5.94","2.90","4.90","5.57"
"Diamondbacks","7.83","6.65","1.18","1.57","17.4 %","14.8 %","2.6 %",".316","2.04",".366","72.1 %","142","145","131","6.26","6.34","-0.08","5.81","5.69"
"Mariners","7.71","6.43","1.20","1.93","19.4 %","16.1 %","3.2 %",".176","1.36",".167","69.6 %","87","148","124","3.86","6.64","-2.79","5.70","5.62"
"Braves","8.85","4.87","1.82","2.66","22.0 %","12.1 %","9.9 %",".269","1.57",".288","82.0 %","130","160","113","5.75","7.00","-1.25","5.02","4.72"
"Orioles","7.24","3.95","1.83","2.96","17.1 %","9.3 %","7.8 %",".330","1.83",".345","78.7 %","147","155","121","6.91","7.42","-0.51","5.54","5.02"
