"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Athletics","11.07","3.10","3.57","0.44","30.9 %","8.6 %","22.2 %",".189","1.03",".271","56.1 %","70","55","80","3.10","2.43","0.67","3.65","3.41"
"Pirates","8.00","4.00","2.00","0.00","22.2 %","11.1 %","11.1 %",".194","1.11",".261","90.9 %","23","70","110","1.00","3.10","-2.10","4.87","4.55"
"Mariners","9.00","1.50","6.00","1.00","24.7 %","4.1 %","20.6 %",".239","1.08",".296","70.6 %","79","74","80","3.50","3.33","0.17","3.65","3.41"
"Cardinals","8.06","1.75","4.60","0.70","22.3 %","4.9 %","17.5 %",".234","1.05",".290","74.5 %","66","80","96","2.81","3.49","-0.68","4.26","3.76"
"White Sox","10.35","4.05","2.56","0.90","29.1 %","11.4 %","17.7 %",".214","1.20",".289","75.5 %","80","77","89","3.60","3.56","0.04","4.05","3.90"
"Cubs","10.31","3.93","2.63","0.98","28.8 %","11.0 %","17.8 %",".185","1.09",".238","87.2 %","56","82","75","2.45","3.65","-1.20","3.32","3.60"
"Brewers","10.08","2.93","3.44","0.98","26.1 %","7.6 %","18.5 %",".243","1.27",".315","71.0 %","95","82","110","4.23","3.68","0.55","4.86","3.85"
"Red Sox","10.38","4.45","2.33","0.89","26.5 %","11.4 %","15.2 %",".226","1.35",".299","87.6 %","43","86","88","2.08","3.87","-1.80","4.03","4.09"
"Royals","9.53","2.38","4.00","1.19","24.5 %","6.1 %","18.4 %",".267","1.32",".333","79.1 %","84","86","97","3.97","3.88","0.09","4.44","3.84"
"Padres","10.64","3.68","2.89","1.23","26.3 %","9.1 %","17.2 %",".270","1.50",".350","57.1 %","163","91","97","6.95","3.99","2.97","4.29","3.94"
"Twins","6.30","2.70","2.33","0.90","16.5 %","7.1 %","9.5 %",".231","1.20",".258","82.3 %","45","89","102","2.10","4.11","-2.01","4.67","4.68"
"Braves","9.64","4.63","2.08","1.16","26.0 %","12.5 %","13.5 %",".193","1.20",".236","84.7 %","43","101","104","1.93","4.41","-2.49","4.62","4.39"
"Angels","9.67","4.33","2.23","1.33","25.7 %","11.5 %","14.2 %",".210","1.26",".254","77.5 %","89","97","97","4.00","4.44","-0.44","4.43","4.26"
"Tigers","7.00","4.00","1.75","1.00","15.7 %","9.0 %","6.7 %",".325","1.89",".375","62.1 %","150","99","120","7.00","4.60","2.40","5.48","5.04"
"Nationals","7.45","2.79","2.67","1.40","19.3 %","7.2 %","12.1 %",".263","1.34",".298","74.6 %","93","103","108","4.19","4.66","-0.47","4.81","4.55"
"Dodgers","9.38","3.38","2.78","1.50","25.5 %","9.2 %","16.3 %",".184","1.04",".207","65.4 %","80","107","96","3.38","4.67","-1.30","4.25","3.98"
"Reds","6.85","5.64","1.21","0.81","18.7 %","15.4 %","3.3 %",".195","1.30",".224","91.6 %","45","105","123","2.01","4.74","-2.72","5.44","5.70"
"Marlins","6.33","2.53","2.50","1.27","16.7 %","6.7 %","10.0 %",".256","1.27",".281","72.6 %","111","111","121","4.64","4.76","-0.12","5.36","4.77"
"Mets","10.27","4.94","2.08","1.52","26.2 %","12.6 %","13.6 %",".233","1.44",".288","73.9 %","119","110","104","4.94","4.78","0.17","4.60","4.38"
"Indians","10.31","2.95","3.50","1.96","27.6 %","7.9 %","19.7 %",".261","1.31",".318","87.6 %","82","107","86","3.93","4.90","-0.98","3.91","3.65"
"Yankees","10.61","3.21","3.30","1.93","27.7 %","8.4 %","19.3 %",".234","1.25",".279","87.4 %","84","105","86","3.86","4.93","-1.07","3.92","3.60"
"Giants","8.87","2.31","3.83","1.93","22.8 %","5.9 %","16.8 %",".277","1.37",".318","69.2 %","138","118","92","5.79","4.93","0.86","4.10","3.93"
"Diamondbacks","7.27","4.15","1.75","1.38","18.8 %","10.7 %","8.0 %",".273","1.50",".311","52.3 %","173","116","113","7.62","5.10","2.52","5.01","4.93"
"Rockies","8.34","4.76","1.75","1.59","21.0 %","12.0 %","9.0 %",".241","1.46",".274","70.4 %","102","115","109","5.16","5.38","-0.21","4.84","4.78"
"Rays","8.17","3.22","2.54","1.98","20.3 %","8.0 %","12.3 %",".289","1.54",".324","74.2 %","128","122","97","5.70","5.42","0.28","4.41","4.25"
"Rangers","8.13","3.25","2.50","2.28","21.2 %","8.5 %","12.7 %",".271","1.41",".293","82.8 %","81","121","107","4.23","5.89","-1.66","4.97","4.45"
"Blue Jays","9.00","3.72","2.42","2.17","21.0 %","8.7 %","12.3 %",".325","1.79",".379","73.0 %","142","127","104","6.52","5.90","0.61","4.75","4.40"
"Astros","6.86","1.29","5.33","2.57","17.4 %","3.3 %","14.1 %",".330","1.52",".348","65.0 %","154","132","109","6.86","5.98","0.88","5.01","4.36"
"Orioles","10.29","6.75","1.52","2.57","21.9 %","14.4 %","7.5 %",".306","2.11",".357","53.3 %","192","146","121","9.00","7.00","2.00","5.56","5.15"
"Phillies","8.00","3.50","2.29","3.50","18.6 %","8.1 %","10.5 %",".321","1.78",".327","73.3 %","182","173","130","8.00","7.83","0.17","5.75","4.88"
