"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Angels","12.00","1.20","10.00","0.00","38.5 %","3.9 %","34.6 %",".100","0.47",".167","85.7 %","13","21","42","0.60","0.95","-0.35","1.88","1.97"
"Yankees","11.17","1.86","6.00","0.00","31.6 %","5.3 %","26.3 %",".222","1.03",".333","100.0 %","0","30","79","0.00","1.35","-1.35","3.62","3.02"
"Diamondbacks","8.22","2.35","3.50","0.00","22.6 %","6.5 %","16.1 %",".172","0.91",".227","85.7 %","0","49","66","0.00","2.17","-2.17","2.95","3.39"
"Athletics","8.10","2.70","3.00","0.00","22.2 %","7.4 %","14.8 %",".200","1.05",".263","57.1 %","91","52","109","4.05","2.31","1.74","5.00","4.52"
"Royals","9.60","1.80","5.33","0.60","26.2 %","4.9 %","21.3 %",".241","1.13",".317","70.5 %","76","57","72","3.60","2.55","1.05","3.27","3.27"
"Indians","11.17","1.86","6.00","0.93","26.7 %","4.4 %","22.2 %",".262","1.34",".345","55.6 %","77","66","90","3.72","3.01","0.72","4.13","3.38"
"Rays","11.40","1.80","6.33","1.20","31.7 %","5.0 %","26.7 %",".211","1.00",".278","65.6 %","94","69","52","4.20","3.01","1.19","2.34","2.67"
"Nationals","10.80","2.16","5.00","1.08","34.5 %","6.9 %","27.6 %",".111","0.60",".125","100.0 %","24","68","88","1.08","3.09","-2.01","3.92","3.02"
"Blue Jays","9.75","2.25","4.33","0.75","25.5 %","5.9 %","19.6 %",".255","1.25",".333","95.9 %","33","68","92","1.50","3.13","-1.63","4.20","3.60"
"Giants","11.45","3.27","3.50","0.82","25.9 %","7.4 %","18.5 %",".327","1.82",".441","71.4 %","117","77","78","4.91","3.21","1.70","3.48","3.62"
"Twins","10.50","0.75","14.00","1.50","35.0 %","2.5 %","32.5 %",".128","0.50",".130","100.0 %","32","72","83","1.50","3.30","-1.80","3.78","2.77"
"Astros","11.42","5.19","2.20","1.04","29.0 %","13.2 %","15.8 %",".227","1.44",".310","72.1 %","93","87","100","4.15","3.91","0.25","4.59","4.20"
"Phillies","8.18","4.09","2.00","0.82","20.4 %","10.2 %","10.2 %",".227","1.36",".273","66.2 %","93","87","107","4.09","3.94","0.15","4.75","4.69"
"Reds","11.00","2.00","5.50","2.00","30.6 %","5.6 %","25.0 %",".206","1.00",".238","80.7 %","67","95","77","3.00","4.33","-1.33","3.43","3.09"
"Pirates","7.50","5.25","1.43","0.75","18.5 %","13.0 %","5.6 %",".298","1.75",".361","86.7 %","70","99","116","3.00","4.38","-1.38","5.12","5.23"
"Tigers","5.73","1.64","3.50","1.64","17.1 %","4.9 %","12.2 %",".231","1.00",".233","85.4 %","70","105","98","3.27","4.85","-1.58","4.48","4.39"
"Marlins","11.70","0.90","13.00","2.70","33.3 %","2.6 %","30.8 %",".243","1.00",".286","73.5 %","129","119","95","5.40","5.11","0.29","4.20","3.06"
"Rangers","8.10","3.78","2.14","1.62","20.8 %","9.7 %","11.1 %",".222","1.26",".244","63.8 %","107","113","108","5.40","5.37","0.03","4.94","4.52"
"Padres","9.75","3.75","2.60","2.25","23.6 %","9.1 %","14.6 %",".300","1.67",".353","63.3 %","176","126","82","7.50","5.55","1.95","3.62","3.91"
"Red Sox","10.13","4.73","2.14","2.03","25.0 %","11.7 %","13.3 %",".235","1.43",".273","71.4 %","98","130","117","4.73","5.91","-1.19","5.38","4.43"
"Cubs","3.24","1.08","3.00","2.16","9.1 %","3.0 %","6.1 %",".281","1.20",".259","83.3 %","99","135","113","4.32","5.97","-1.65","5.00","5.23"
"Mets","8.00","3.00","2.67","2.00","20.5 %","7.7 %","12.8 %",".265","1.33",".292","98.2 %","72","138","100","3.00","5.99","-2.99","4.43","4.12"
"Mariners","8.80","7.04","1.25","1.76","21.4 %","17.1 %","4.3 %",".193","1.50",".205","60.6 %","146","141","128","6.46","6.34","0.11","5.88","5.66"
"Brewers","14.25","6.00","2.38","3.00","30.7 %","12.9 %","17.7 %",".352","2.25",".484","46.7 %","270","143","68","12.00","6.38","5.62","3.04","3.82"
"Orioles","6.10","3.92","1.56","2.18","15.1 %","9.7 %","5.4 %",".265","1.50",".266","64.0 %","130","135","137","6.10","6.46","-0.36","6.29","5.41"
"Dodgers","10.32","6.35","1.63","2.38","25.0 %","15.4 %","9.6 %",".227","1.59",".250","72.5 %","151","149","112","6.35","6.48","-0.13","4.97","4.90"
"Braves","9.00","11.25","0.80","1.13","19.5 %","24.4 %","-4.9 %",".290","2.38",".364","79.6 %","127","151","152","5.63","6.59","-0.96","6.70","7.21"
"White Sox","5.56","6.35","0.88","1.59","12.3 %","14.0 %","-1.8 %",".333","2.12",".359","67.6 %","141","143","133","6.35","6.66","-0.30","6.12","5.93"
"Cardinals","11.05","6.14","1.80","2.45","25.7 %","14.3 %","11.4 %",".276","1.77",".333","80.4 %","137","179","118","6.14","6.76","-0.62","5.11","4.69"
"Rockies","9.28","3.38","2.75","3.38","20.8 %","7.6 %","13.2 %",".388","2.16",".441","57.5 %","217","153","106","10.97","7.15","3.82","4.70","4.30"
