"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Mets","12.43","2.14","5.80","0.43","36.7 %","6.3 %","30.4 %",".230","1.05",".364","77.7 %","62","40","54","2.57","1.79","0.79","2.40","2.56"
"Twins","10.48","0.00","26.00","0.81","28.6 %","0.0 %","28.6 %",".256","1.03",".339","80.2 %","43","48","67","2.01","2.18","-0.17","3.07","2.74"
"Padres","9.85","2.86","3.44","0.32","25.4 %","7.4 %","18.0 %",".270","1.38",".367","75.8 %","67","60","86","2.86","2.65","0.21","3.81","3.75"
"Reds","10.03","1.54","6.50","0.77","26.8 %","4.1 %","22.7 %",".250","1.16",".328","75.4 %","77","60","81","3.47","2.74","0.73","3.59","3.27"
"Athletics","11.57","2.31","5.00","0.77","33.0 %","6.6 %","26.4 %",".207","0.99",".300","69.0 %","78","66","68","3.47","2.91","0.56","3.08","2.86"
"Cubs","6.53","2.18","3.00","0.44","17.2 %","5.8 %","11.5 %",".256","1.26",".303","73.2 %","70","70","95","3.05","3.12","-0.07","4.22","4.17"
"Rangers","7.84","2.61","3.00","0.44","22.2 %","7.4 %","14.8 %",".189","0.97",".236","81.6 %","35","66","103","1.74","3.12","-1.38","4.70","4.21"
"Orioles","9.00","3.60","2.50","0.60","23.4 %","9.4 %","14.1 %",".241","1.33",".310","75.3 %","51","69","70","2.40","3.28","-0.88","3.21","3.49"
"Yankees","11.16","4.32","2.58","0.72","28.7 %","11.1 %","17.6 %",".215","1.28",".300","77.6 %","78","77","99","3.60","3.57","0.03","4.52","3.94"
"Diamondbacks","8.06","2.82","2.86","0.81","21.1 %","7.4 %","13.7 %",".241","1.25",".292","80.2 %","55","83","109","2.42","3.66","-1.24","4.81","4.34"
"Cardinals","9.00","5.50","1.64","0.50","24.3 %","14.9 %","9.5 %",".175","1.22",".227","77.7 %","59","87","116","2.50","3.77","-1.27","5.15","4.96"
"Brewers","10.80","3.96","2.73","1.08","27.8 %","10.2 %","17.6 %",".232","1.32",".306","77.9 %","81","88","95","3.60","3.93","-0.33","4.20","3.83"
"Giants","6.86","2.57","2.67","0.86","18.6 %","7.0 %","11.6 %",".205","1.05",".233","66.0 %","92","97","111","3.86","4.07","-0.21","4.92","4.40"
"Dodgers","10.23","1.64","6.25","1.64","27.2 %","4.4 %","22.8 %",".233","1.09",".281","68.6 %","97","95","101","4.09","4.12","-0.03","4.47","3.47"
"Blue Jays","9.27","6.45","1.44","0.40","22.1 %","15.4 %","6.7 %",".256","1.70",".339","75.1 %","88","90","126","4.03","4.15","-0.12","5.80","5.29"
"Red Sox","10.16","4.65","2.19","1.16","25.6 %","11.7 %","13.9 %",".248","1.48",".317","64.4 %","120","93","97","5.81","4.18","1.62","4.43","4.29"
"Mariners","9.20","2.76","3.33","1.53","24.6 %","7.4 %","17.2 %",".214","1.13",".247","85.2 %","69","98","88","3.07","4.41","-1.34","4.02","3.82"
"White Sox","8.31","4.75","1.75","1.19","20.9 %","11.9 %","9.0 %",".241","1.45",".286","74.3 %","98","105","110","4.45","4.86","-0.41","5.05","4.92"
"Braves","8.10","3.78","2.14","1.62","20.8 %","9.7 %","11.1 %",".262","1.44",".298","60.6 %","122","114","98","5.40","5.01","0.39","4.34","4.44"
"Marlins","7.76","3.04","2.56","1.69","21.3 %","8.3 %","13.0 %",".224","1.16",".243","84.0 %","81","117","120","3.38","5.05","-1.68","5.30","4.55"
"Nationals","9.18","3.24","2.83","2.16","26.6 %","9.4 %","17.2 %",".190","1.02",".189","70.2 %","108","119","91","4.86","5.37","-0.51","4.04","3.92"
"Angels","7.66","4.43","1.73","1.61","19.0 %","11.0 %","8.0 %",".241","1.43",".266","63.4 %","143","122","110","6.45","5.59","0.86","5.04","5.00"
"Rockies","7.04","3.05","2.31","1.88","17.7 %","7.7 %","10.0 %",".286","1.49",".310","71.7 %","93","120","117","4.70","5.61","-0.92","5.18","4.73"
"Royals","8.35","3.62","2.31","2.23","19.7 %","8.6 %","11.2 %",".319","1.76",".360","57.7 %","177","131","101","8.35","5.87","2.48","4.63","4.43"
"Phillies","6.43","3.43","1.88","2.14","16.5 %","8.8 %","7.7 %",".301","1.57",".317","73.1 %","126","133","115","5.57","6.02","-0.45","5.11","4.96"
"Rays","8.13","5.52","1.47","2.32","18.0 %","12.2 %","5.8 %",".331","2.06",".370","61.3 %","176","151","121","7.84","6.70","1.14","5.52","5.24"
"Tigers","9.12","5.11","1.79","2.55","22.1 %","12.4 %","9.7 %",".276","1.66",".303","80.8 %","86","144","127","4.01","6.70","-2.69","5.83","4.90"
"Astros","7.20","4.05","1.78","2.70","18.4 %","10.3 %","8.1 %",".269","1.50",".268","88.0 %","111","152","123","4.95","6.86","-1.91","5.65","5.15"
"Indians","11.57","5.14","2.25","3.21","28.6 %","12.7 %","15.9 %",".204","1.36",".194","61.5 %","120","157","100","5.79","7.21","-1.43","4.56","4.16"
"Pirates","12.24","3.24","3.78","3.96","31.2 %","8.3 %","22.9 %",".260","1.40",".273","76.5 %","159","165","86","6.84","7.29","-0.45","3.80","3.33"
