"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Rangers","6.75","2.81","2.40","0.00","17.4 %","7.3 %","10.1 %",".250","1.31",".308","66.7 %","67","56","101","3.38","2.65","0.72","4.64","4.67"
"Indians","10.13","2.53","4.00","0.42","27.9 %","7.0 %","20.9 %",".231","1.13",".321","77.2 %","53","59","99","2.53","2.70","-0.17","4.51","3.59"
"Dodgers","10.50","3.00","3.50","0.50","27.6 %","7.9 %","19.7 %",".250","1.28",".348","80.5 %","60","67","90","2.50","2.94","-0.44","3.98","3.61"
"Twins","8.49","1.54","5.50","0.77","22.5 %","4.1 %","18.4 %",".298","1.37",".371","61.6 %","108","65","91","5.01","2.96","2.06","4.14","3.85"
"Cubs","11.14","2.03","5.50","1.01","31.1 %","5.7 %","25.5 %",".214","1.01",".290","96.8 %","39","70","69","1.69","3.10","-1.41","3.06","2.91"
"Astros","9.00","4.20","2.14","0.60","26.8 %","12.5 %","14.3 %",".143","0.93",".182","95.2 %","27","77","86","1.20","3.48","-2.28","3.94","4.07"
"Rays","9.69","1.73","5.60","1.04","27.2 %","4.9 %","22.3 %",".221","1.00",".281","72.6 %","47","79","77","2.08","3.48","-1.41","3.51","3.26"
"Padres","9.00","2.70","3.33","0.90","25.0 %","7.5 %","17.5 %",".219","1.10",".275","64.4 %","95","81","87","4.05","3.56","0.49","3.86","3.80"
"Pirates","13.50","3.09","4.38","1.54","31.5 %","7.2 %","24.3 %",".257","1.46",".355","52.6 %","89","84","70","3.86","3.73","0.13","3.12","3.04"
"Red Sox","9.42","3.45","2.73","0.94","25.4 %","9.3 %","16.1 %",".198","1.12",".247","79.9 %","59","83","91","2.83","3.74","-0.91","4.18","4.02"
"Brewers","7.88","4.50","1.75","0.38","18.3 %","10.4 %","7.8 %",".287","1.71",".354","67.3 %","110","84","114","4.88","3.76","1.12","5.04","4.80"
"White Sox","9.22","4.28","2.15","0.66","23.3 %","10.8 %","12.5 %",".248","1.43",".320","75.9 %","87","81","89","3.95","3.76","0.19","4.05","4.11"
"Yankees","9.64","3.86","2.50","1.10","26.3 %","10.5 %","15.8 %",".202","1.16",".250","86.4 %","60","85","90","2.76","3.95","-1.19","4.12","4.10"
"Giants","6.59","3.29","2.00","0.66","18.2 %","9.1 %","9.1 %",".235","1.21",".276","90.1 %","47","96","105","1.98","4.02","-2.04","4.67","4.58"
"Tigers","8.54","4.13","2.07","0.83","20.4 %","9.9 %","10.5 %",".299","1.68",".370","59.5 %","142","90","113","6.61","4.16","2.45","5.16","4.68"
"Nationals","10.61","4.82","2.20","0.96","26.2 %","11.9 %","14.3 %",".222","1.39",".292","59.5 %","133","91","116","6.27","4.18","2.09","5.24","4.38"
"Blue Jays","7.39","4.58","1.61","0.76","18.5 %","11.5 %","7.0 %",".226","1.39",".267","76.9 %","83","94","124","3.82","4.37","-0.55","5.69","5.15"
"Rockies","9.67","4.84","2.00","1.21","24.0 %","12.0 %","12.0 %",".253","1.52",".317","64.9 %","103","95","99","5.64","4.56","1.08","4.50","4.50"
"Mariners","10.04","2.42","4.14","2.08","25.7 %","6.2 %","19.5 %",".267","1.35",".314","50.7 %","156","109","82","6.92","4.91","2.02","3.74","3.50"
"Angels","7.42","1.78","4.17","1.78","20.0 %","4.8 %","15.2 %",".222","1.05",".233","66.4 %","105","108","99","4.75","4.93","-0.18","4.52","4.07"
"Diamondbacks","7.29","4.29","1.70","1.29","17.7 %","10.4 %","7.3 %",".282","1.62",".323","77.9 %","97","114","108","4.29","5.02","-0.74","4.78","4.78"
"Phillies","9.12","3.51","2.60","1.75","21.9 %","8.4 %","13.5 %",".308","1.68",".368","68.4 %","127","113","102","5.61","5.12","0.49","4.53","4.26"
"Cardinals","7.36","7.36","1.00","0.61","16.9 %","16.9 %","0.0 %",".276","1.91",".333","68.8 %","145","118","145","6.14","5.12","1.01","6.41","6.17"
"Mets","8.71","4.79","1.82","1.31","23.8 %","13.1 %","10.7 %",".171","1.11",".191","91.7 %","63","120","114","2.61","5.20","-2.58","5.04","4.69"
"Royals","7.71","5.26","1.47","1.40","18.6 %","12.7 %","5.9 %",".252","1.60",".286","65.0 %","134","117","117","6.31","5.28","1.03","5.35","5.25"
"Braves","6.66","3.51","1.90","1.75","16.4 %","8.6 %","7.8 %",".288","1.56",".313","77.1 %","118","129","125","5.26","5.67","-0.41","5.54","5.01"
"Athletics","9.77","2.87","3.40","2.87","25.4 %","7.5 %","17.9 %",".258","1.34",".275","64.3 %","155","137","105","6.89","6.15","0.74","4.79","3.99"
"Reds","11.45","6.55","1.75","2.45","27.2 %","15.5 %","11.7 %",".244","1.68",".288","77.7 %","137","145","116","6.14","6.53","-0.40","5.16","4.73"
"Marlins","9.41","4.09","2.30","3.68","22.1 %","9.6 %","12.5 %",".298","1.73",".306","90.6 %","147","182","124","6.14","7.80","-1.67","5.47","4.54"
"Orioles","6.82","3.56","1.92","4.45","16.3 %","8.5 %","7.8 %",".341","1.85",".319","80.0 %","164","194","116","7.71","9.31","-1.60","5.31","4.92"
