"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Rays","11.57","2.70","4.29","0.39","33.3 %","7.8 %","25.6 %",".159","0.86",".235","86.7 %","33","52","79","1.54","2.23","-0.69","3.63","3.08"
"Dodgers","9.89","3.42","2.89","0.38","29.2 %","10.1 %","19.1 %",".125","0.80",".170","79.6 %","36","62","83","1.52","2.71","-1.19","3.67","3.72"
"Royals","10.80","4.95","2.18","0.45","27.6 %","12.6 %","14.9 %",".237","1.45",".333","72.5 %","86","70","91","4.05","3.11","0.94","4.15","4.21"
"Twins","8.75","3.04","2.88","0.76","23.7 %","8.3 %","15.5 %",".227","1.18",".286","76.3 %","73","76","100","3.42","3.51","-0.09","4.60","4.16"
"Padres","10.48","2.01","5.20","1.21","29.2 %","5.6 %","23.6 %",".195","0.94",".245","74.5 %","85","81","79","3.63","3.57","0.05","3.52","3.13"
"Rangers","9.43","3.86","2.44","0.86","24.4 %","10.0 %","14.4 %",".222","1.29",".281","78.5 %","51","77","94","2.57","3.64","-1.07","4.30","4.15"
"Yankees","9.79","2.36","4.14","1.35","26.1 %","6.3 %","19.8 %",".240","1.20",".296","75.8 %","66","81","78","3.04","3.78","-0.74","3.54","3.51"
"Blue Jays","9.00","1.69","5.33","1.13","23.2 %","4.4 %","18.8 %",".250","1.19",".304","65.9 %","98","82","88","4.50","3.78","0.72","4.02","3.71"
"Pirates","8.77","4.21","2.08","0.70","22.5 %","10.8 %","11.7 %",".235","1.36",".296","72.3 %","98","86","98","4.21","3.80","0.41","4.34","4.31"
"Rockies","8.50","5.00","1.70","0.50","23.3 %","13.7 %","9.6 %",".131","1.00",".163","91.4 %","28","85","103","1.50","4.05","-2.55","4.65","4.66"
"Cardinals","9.45","3.15","3.00","1.35","22.6 %","7.5 %","15.1 %",".314","1.70",".387","57.1 %","149","95","89","6.30","4.11","2.19","3.95","4.01"
"Brewers","11.71","4.55","2.57","1.30","29.5 %","11.5 %","18.0 %",".255","1.48",".348","77.5 %","103","94","88","4.55","4.23","0.33","3.93","3.85"
"Athletics","8.89","2.39","3.71","1.37","25.0 %","6.7 %","18.3 %",".221","1.06",".262","73.8 %","84","95","84","3.76","4.24","-0.48","3.85","3.60"
"Tigers","10.20","3.60","2.83","1.50","27.6 %","9.8 %","17.9 %",".207","1.17",".250","78.6 %","84","93","96","3.90","4.31","-0.41","4.40","3.90"
"Reds","10.07","4.58","2.20","1.37","27.9 %","12.7 %","15.2 %",".174","1.12",".205","84.3 %","71","99","93","3.20","4.49","-1.28","4.12","4.23"
"Mets","11.07","3.54","3.13","1.77","28.4 %","9.1 %","19.3 %",".225","1.28",".275","68.6 %","128","103","88","5.31","4.49","0.82","3.89","3.68"
"Giants","7.36","4.21","1.75","1.05","18.9 %","10.8 %","8.1 %",".214","1.29",".243","70.5 %","83","110","117","3.51","4.62","-1.11","5.19","4.99"
"Cubs","10.22","7.30","1.40","0.73","25.2 %","18.0 %","7.2 %",".157","1.38",".203","81.3 %","58","105","116","2.55","4.67","-2.12","5.15","5.25"
"Mariners","10.38","4.50","2.31","1.38","25.0 %","10.8 %","14.2 %",".260","1.54",".329","53.5 %","172","106","110","7.62","4.75","2.86","5.05","4.30"
"Indians","13.50","3.86","3.50","1.93","32.6 %","9.3 %","23.3 %",".267","1.50",".372","82.7 %","90","104","88","4.34","4.77","-0.43","4.01","3.32"
"Orioles","8.17","4.26","1.92","1.07","19.8 %","10.3 %","9.5 %",".293","1.62",".356","81.3 %","91","104","117","4.26","4.95","-0.69","5.37","4.81"
"White Sox","6.43","5.57","1.15","1.29","17.9 %","15.5 %","2.4 %",".169","1.19",".170","91.4 %","57","118","123","2.57","5.50","-2.93","5.63","5.80"
"Diamondbacks","9.88","5.27","1.88","1.98","24.2 %","12.9 %","11.3 %",".259","1.61",".306","95.5 %","75","128","122","3.29","5.63","-2.34","5.39","4.82"
"Astros","10.19","1.93","5.29","2.76","27.4 %","5.2 %","22.2 %",".236","1.13",".250","79.2 %","117","125","94","5.23","5.66","-0.43","4.30","3.45"
"Phillies","8.04","4.50","1.79","1.93","20.5 %","11.5 %","9.0 %",".264","1.50",".293","81.5 %","109","131","108","4.82","5.93","-1.11","4.78","4.80"
"Angels","7.51","4.93","1.52","1.88","18.9 %","12.4 %","6.5 %",".221","1.38",".229","71.4 %","109","134","130","4.93","6.14","-1.21","5.97","5.28"
"Red Sox","8.53","6.82","1.25","1.71","20.0 %","16.0 %","4.0 %",".256","1.77",".292","80.3 %","94","136","132","4.55","6.15","-1.60","6.07","5.65"
"Marlins","8.37","4.94","1.69","2.28","20.2 %","11.9 %","8.3 %",".245","1.52",".258","60.8 %","182","152","129","7.61","6.55","1.05","5.69","5.01"
"Nationals","7.94","5.82","1.36","2.12","18.8 %","13.8 %","5.0 %",".313","1.88",".354","73.9 %","153","151","132","6.88","6.80","0.08","5.85","5.41"
"Braves","10.69","5.63","1.90","2.81","24.7 %","13.0 %","11.7 %",".303","1.88",".357","66.7 %","190","159","96","8.44","6.96","1.47","4.27","4.49"
