"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Indians","9.69","0.69","14.00","0.00","27.5 %","2.0 %","25.5 %",".220","0.92",".306","91.7 %","14","29","65","0.69","1.29","-0.60","2.97","3.01"
"Astros","9.43","2.57","3.67","0.00","29.3 %","8.0 %","21.3 %",".130","0.71",".191","86.7 %","19","44","74","0.86","1.98","-1.12","3.40","3.34"
"Mets","9.53","2.65","3.60","0.53","29.0 %","8.1 %","21.0 %",".123","0.71",".158","84.9 %","38","63","84","1.59","2.74","-1.16","3.73","3.51"
"Yankees","13.71","2.14","6.40","1.29","38.6 %","6.0 %","32.5 %",".182","0.90",".262","82.3 %","56","62","52","2.57","2.88","-0.31","2.35","2.31"
"Blue Jays","9.35","3.12","3.00","0.52","25.4 %","8.5 %","16.9 %",".215","1.15",".283","80.7 %","56","63","75","2.60","2.93","-0.33","3.44","3.72"
"Rays","9.45","3.38","2.80","0.68","24.6 %","8.8 %","15.8 %",".250","1.35",".324","75.3 %","53","73","90","2.36","3.21","-0.85","4.10","4.00"
"Twins","9.43","2.14","4.40","0.86","23.9 %","5.4 %","18.5 %",".279","1.38",".355","73.5 %","92","70","85","4.29","3.21","1.07","3.87","3.62"
"Cardinals","10.80","1.93","5.60","1.16","30.8 %","5.5 %","25.3 %",".224","1.03",".296","72.1 %","91","75","74","3.86","3.26","0.60","3.29","3.03"
"Giants","11.12","3.18","3.50","0.79","29.5 %","8.4 %","21.1 %",".190","1.06",".259","74.4 %","85","80","93","3.57","3.35","0.23","4.13","3.51"
"Padres","7.40","3.05","2.43","0.44","19.8 %","8.1 %","11.6 %",".205","1.11",".250","79.7 %","61","76","103","2.61","3.36","-0.75","4.56","4.30"
"Athletics","12.46","3.46","3.60","1.38","32.7 %","9.1 %","23.6 %",".240","1.31",".333","63.4 %","124","81","85","5.54","3.60","1.94","3.89","3.39"
"Angels","9.75","3.75","2.60","0.75","25.2 %","9.7 %","15.5 %",".233","1.29",".306","80.1 %","75","82","109","3.38","3.76","-0.38","4.99","4.17"
"Red Sox","9.27","4.43","2.09","0.81","25.6 %","12.2 %","13.3 %",".190","1.16",".241","86.2 %","42","84","93","2.01","3.80","-1.78","4.24","4.35"
"Reds","10.95","3.28","3.33","1.46","29.7 %","8.9 %","20.8 %",".207","1.14",".259","80.4 %","73","88","80","3.28","3.98","-0.70","3.57","3.50"
"Diamondbacks","11.79","2.28","5.17","1.90","31.6 %","6.1 %","25.5 %",".250","1.23",".321","86.4 %","86","93","62","3.80","4.10","-0.30","2.78","2.95"
"Mariners","10.73","4.15","2.58","1.38","25.6 %","9.9 %","15.7 %",".269","1.58",".342","65.9 %","125","96","103","5.54","4.33","1.21","4.70","4.13"
"Marlins","11.91","7.94","1.50","0.79","29.4 %","19.6 %","9.8 %",".268","1.85",".400","81.6 %","95","101","100","3.97","4.36","-0.39","4.44","5.13"
"Rangers","6.10","3.19","1.91","0.87","15.8 %","8.3 %","7.5 %",".242","1.29",".271","79.4 %","63","92","107","3.19","4.38","-1.18","4.91","4.72"
"Rockies","7.08","4.87","1.45","0.89","18.4 %","12.6 %","5.8 %",".211","1.33",".241","86.8 %","42","95","124","2.21","4.54","-2.33","5.61","5.31"
"Dodgers","8.74","3.18","2.75","1.59","24.4 %","8.9 %","15.6 %",".195","1.06",".214","97.8 %","57","106","80","2.38","4.63","-2.24","3.56","3.80"
"Orioles","7.78","5.03","1.55","0.92","18.7 %","12.1 %","6.6 %",".244","1.53",".288","51.4 %","146","100","111","6.86","4.79","2.07","5.09","5.02"
"Pirates","11.96","4.10","2.92","2.05","30.7 %","10.5 %","20.2 %",".257","1.44",".333","78.4 %","119","113","88","5.13","5.00","0.13","3.93","3.65"
"Brewers","10.65","2.66","4.00","2.28","27.5 %","6.9 %","20.6 %",".263","1.35",".311","55.1 %","154","113","90","6.85","5.03","1.81","4.00","3.55"
"White Sox","8.68","2.89","3.00","1.93","22.5 %","7.5 %","15.0 %",".247","1.29",".275","82.5 %","75","112","95","3.38","5.20","-1.82","4.33","4.11"
"Phillies","8.68","5.46","1.59","1.29","21.6 %","13.6 %","8.0 %",".221","1.43",".260","88.5 %","73","119","128","3.21","5.39","-2.18","5.67","5.09"
"Cubs","5.21","4.74","1.10","1.42","12.8 %","11.6 %","1.2 %",".303","1.74",".323","79.9 %","108","128","125","4.74","5.69","-0.95","5.52","5.84"
"Royals","9.82","2.95","3.33","2.45","22.2 %","6.7 %","15.6 %",".321","1.75",".375","75.0 %","146","135","107","6.87","6.05","0.82","4.89","4.14"
"Braves","8.02","4.64","1.73","2.11","19.4 %","11.2 %","8.2 %",".314","1.78",".355","65.6 %","133","141","119","5.91","6.17","-0.26","5.26","4.96"
"Tigers","5.13","3.51","1.46","2.16","12.6 %","8.6 %","4.0 %",".279","1.53",".275","62.2 %","150","141","129","7.02","6.54","0.48","5.93","5.41"
"Nationals","8.74","2.78","3.14","2.78","20.6 %","6.5 %","14.0 %",".299","1.59",".324","61.6 %","177","147","122","7.94","6.61","1.33","5.40","4.32"
