"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Phillies","9.00","3.46","2.60","0.00","26.5 %","10.2 %","16.3 %",".159","0.92",".226","83.3 %","16","52","105","0.69","2.37","-1.68","4.66","4.08"
"Red Sox","11.05","1.23","9.00","0.82","31.4 %","3.5 %","27.9 %",".185","0.82",".250","87.2 %","42","58","73","2.05","2.62","-0.58","3.34","2.79"
"Twins","10.06","3.18","3.17","0.53","28.4 %","9.0 %","19.4 %",".164","0.94",".220","95.9 %","23","61","78","1.06","2.80","-1.74","3.56","3.65"
"Athletics","9.42","2.83","3.33","0.63","27.3 %","8.2 %","19.1 %",".180","0.94",".235","83.3 %","49","69","94","2.20","3.07","-0.88","4.32","3.78"
"Royals","9.78","2.74","3.57","0.78","27.8 %","7.8 %","20.0 %",".181","0.96",".232","72.9 %","67","69","84","3.13","3.08","0.05","3.86","3.55"
"Padres","12.63","2.61","4.83","1.31","33.7 %","7.0 %","26.7 %",".238","1.21",".333","57.7 %","133","72","65","5.66","3.17","2.50","2.91","2.87"
"Dodgers","9.56","1.13","8.50","1.13","24.6 %","2.9 %","21.7 %",".242","1.13",".298","43.2 %","83","75","66","3.38","3.28","0.10","2.89","2.99"
"Brewers","11.14","4.39","2.54","0.68","30.3 %","11.9 %","18.4 %",".179","1.13",".250","95.7 %","30","73","84","1.35","3.29","-1.94","3.73","3.84"
"Reds","10.87","3.16","3.44","1.05","30.7 %","8.9 %","21.8 %",".174","0.97",".224","100.0 %","31","74","78","1.40","3.37","-1.97","3.48","3.40"
"Angels","9.88","1.65","6.00","1.32","28.0 %","4.7 %","23.4 %",".186","0.88",".221","87.0 %","58","76","79","2.63","3.47","-0.84","3.61","3.26"
"Mets","9.56","4.50","2.13","0.56","25.4 %","11.9 %","13.4 %",".207","1.25",".275","86.7 %","54","82","93","2.25","3.59","-1.34","4.14","4.17"
"Astros","8.44","2.53","3.33","0.84","23.0 %","6.9 %","16.1 %",".203","1.03",".246","80.2 %","66","82","89","2.95","3.68","-0.73","4.05","3.94"
"Rockies","8.66","4.58","1.89","0.51","20.2 %","10.7 %","9.5 %",".270","1.64",".339","49.0 %","162","79","108","8.15","3.72","4.43","4.79","4.66"
"Orioles","9.55","4.15","2.30","0.83","24.2 %","10.5 %","13.7 %",".250","1.43",".322","68.5 %","106","80","87","4.98","3.81","1.17","3.99","4.24"
"Cubs","9.22","5.27","1.75","0.66","25.5 %","14.6 %","10.9 %",".181","1.21",".234","72.9 %","70","86","89","3.29","3.87","-0.58","4.01","4.57"
"Cardinals","9.30","2.21","4.20","1.33","23.9 %","5.7 %","18.2 %",".280","1.38",".345","68.6 %","125","91","79","5.31","3.95","1.36","3.50","3.51"
"Yankees","12.00","3.00","4.00","1.50","30.8 %","7.7 %","23.1 %",".277","1.42",".379","72.4 %","98","85","78","4.50","3.96","0.54","3.54","3.27"
"Giants","10.08","4.23","2.38","0.65","24.6 %","10.3 %","14.3 %",".226","1.34",".301","65.5 %","132","97","111","5.53","4.08","1.45","4.94","4.20"
"Rays","8.48","3.14","2.70","0.94","24.3 %","9.0 %","15.3 %",".155","0.87",".179","88.7 %","42","94","93","1.88","4.16","-2.27","4.25","3.92"
"Blue Jays","9.64","3.21","3.00","1.29","23.8 %","7.9 %","15.9 %",".246","1.36",".300","75.6 %","98","91","101","4.50","4.21","0.29","4.63","4.04"
"White Sox","11.21","6.11","1.83","1.02","27.5 %","15.0 %","12.5 %",".235","1.58",".318","71.4 %","107","90","107","5.09","4.23","0.86","5.01","4.62"
"Indians","6.59","1.98","3.33","1.32","18.5 %","5.6 %","13.0 %",".235","1.10",".256","82.0 %","68","94","102","3.29","4.31","-1.02","4.67","4.44"
"Pirates","9.23","6.15","1.50","0.68","22.0 %","14.6 %","7.3 %",".245","1.63",".315","60.2 %","151","103","125","6.49","4.54","1.95","5.52","5.17"
"Nationals","6.87","5.40","1.27","0.98","15.6 %","12.2 %","3.3 %",".291","1.85",".333","67.3 %","131","109","138","5.89","4.90","0.99","6.09","5.63"
"Mariners","10.35","6.30","1.64","1.35","24.0 %","14.6 %","9.4 %",".305","1.95",".393","69.0 %","142","110","94","6.30","4.96","1.34","4.31","4.63"
"Rangers","4.50","4.50","1.00","1.13","11.2 %","11.2 %","0.0 %",".274","1.58",".288","62.1 %","104","112","128","5.25","5.34","-0.09","5.87","5.96"
"Diamondbacks","8.46","4.84","1.75","1.61","19.6 %","11.2 %","8.4 %",".301","1.79",".353","57.7 %","173","126","117","7.66","5.54","2.11","5.17","4.81"
"Braves","7.36","3.51","2.10","2.10","18.1 %","8.6 %","9.5 %",".267","1.48",".282","78.4 %","118","135","135","5.26","5.90","-0.64","5.96","5.04"
"Marlins","7.71","7.33","1.05","1.54","19.2 %","18.3 %","1.0 %",".205","1.54",".220","86.4 %","92","150","151","3.86","6.43","-2.57","6.67","6.19"
"Tigers","7.40","4.81","1.54","2.59","17.7 %","11.5 %","6.2 %",".270","1.64",".274","86.1 %","111","149","112","5.18","6.91","-1.73","5.13","5.03"
