"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Giants","9.93","1.24","8.00","0.31","30.2 %","3.8 %","26.4 %",".176","0.76",".246","87.4 %","30","44","55","1.24","1.87","-0.63","2.45","2.67"
"Indians","9.86","3.00","3.29","0.00","28.1 %","8.5 %","19.5 %",".189","1.00",".275","81.8 %","27","48","87","1.29","2.17","-0.88","3.97","3.63"
"Rays","11.74","3.91","3.00","0.39","28.9 %","9.6 %","19.2 %",".287","1.61",".413","64.6 %","109","57","74","5.09","2.47","2.61","3.38","3.55"
"Padres","11.47","4.44","2.58","0.37","29.8 %","11.5 %","18.3 %",".200","1.23",".293","68.6 %","78","66","76","3.33","2.93","0.40","3.37","3.66"
"Reds","11.29","4.42","2.56","0.49","30.7 %","12.0 %","18.7 %",".215","1.25",".317","97.4 %","22","67","94","0.98","3.05","-2.07","4.19","3.84"
"Cardinals","10.45","4.35","2.40","0.44","30.0 %","12.5 %","17.5 %",".130","0.92",".182","86.0 %","41","72","106","1.74","3.12","-1.38","4.70","4.08"
"Cubs","9.55","5.82","1.64","0.00","24.7 %","15.1 %","9.7 %",".179","1.29",".255","89.7 %","28","71","94","1.25","3.17","-1.92","4.18","4.75"
"Braves","10.66","3.91","2.73","0.71","29.1 %","10.7 %","18.5 %",".196","1.14",".267","87.8 %","40","72","89","1.78","3.17","-1.40","3.95","3.78"
"Athletics","8.10","3.86","2.10","0.39","21.4 %","10.2 %","11.2 %",".207","1.20",".262","65.2 %","95","76","114","4.24","3.39","0.86","5.22","4.71"
"Dodgers","8.81","2.56","3.44","0.57","22.8 %","6.6 %","16.2 %",".238","1.20",".303","62.2 %","108","78","92","4.55","3.40","1.14","4.09","3.90"
"Red Sox","10.88","3.63","3.00","0.81","28.7 %","9.6 %","19.2 %",".181","1.07",".241","64.7 %","75","76","91","3.63","3.44","0.19","4.14","3.71"
"Rockies","8.13","4.06","2.00","0.58","22.6 %","11.3 %","11.3 %",".155","1.00",".188","67.4 %","63","77","107","3.19","3.60","-0.41","4.75","4.62"
"Mariners","9.51","3.99","2.38","0.92","23.9 %","10.0 %","13.9 %",".250","1.43",".317","64.4 %","124","86","95","5.52","3.86","1.66","4.36","4.28"
"Angels","9.00","2.42","3.71","1.04","25.2 %","6.8 %","18.5 %",".183","0.92",".219","87.7 %","54","85","97","2.42","3.87","-1.44","4.43","3.79"
"Brewers","6.87","4.91","1.40","0.49","18.4 %","13.2 %","5.3 %",".167","1.15",".196","76.5 %","66","90","112","2.95","4.03","-1.09","4.95","5.11"
"Diamondbacks","12.18","3.71","3.29","1.59","33.8 %","10.3 %","23.5 %",".197","1.12",".257","87.8 %","72","92","71","3.18","4.04","-0.86","3.15","3.29"
"Royals","9.24","1.78","5.20","1.42","23.6 %","4.6 %","19.1 %",".282","1.34",".342","72.4 %","106","90","92","4.97","4.04","0.93","4.19","3.73"
"Phillies","7.71","2.57","3.00","1.29","18.6 %","6.2 %","12.4 %",".319","1.67",".371","55.2 %","156","93","107","6.86","4.21","2.64","4.72","4.44"
"Tigers","9.18","7.56","1.21","0.54","24.3 %","20.0 %","4.3 %",".179","1.44",".237","88.5 %","35","97","125","1.62","4.47","-2.85","5.72","5.84"
"Yankees","11.07","3.98","2.78","1.77","26.3 %","9.5 %","16.8 %",".291","1.67",".368","70.4 %","135","99","80","6.20","4.64","1.56","3.65","3.76"
"Astros","9.90","2.70","3.67","1.80","26.2 %","7.1 %","19.1 %",".221","1.15",".255","76.1 %","91","103","89","4.05","4.66","-0.61","4.05","3.73"
"White Sox","9.75","4.88","2.00","1.50","24.1 %","12.0 %","12.0 %",".234","1.46",".281","75.7 %","100","107","96","4.50","4.96","-0.46","4.37","4.33"
"Blue Jays","10.70","5.09","2.10","1.53","26.3 %","12.5 %","13.8 %",".235","1.47",".295","75.6 %","111","110","105","5.09","5.08","0.01","4.79","4.35"
"Pirates","10.80","2.45","4.40","2.45","28.6 %","6.5 %","22.1 %",".208","1.09",".222","76.9 %","114","117","93","4.91","5.18","-0.27","4.13","3.48"
"Nationals","9.00","3.79","2.38","1.89","22.4 %","9.4 %","12.9 %",".216","1.26",".235","70.1 %","116","126","116","5.21","5.69","-0.48","5.15","4.42"
"Twins","9.24","8.53","1.08","1.42","20.3 %","18.8 %","1.6 %",".255","1.97",".306","64.7 %","155","131","138","7.82","6.29","1.52","6.60","6.06"
"Mets","10.44","4.68","2.23","2.88","24.2 %","10.8 %","13.3 %",".321","1.88",".377","67.9 %","174","155","114","7.20","6.73","0.47","5.04","4.38"
"Orioles","7.58","4.85","1.56","2.73","17.2 %","11.0 %","6.2 %",".310","1.85",".326","59.5 %","194","154","134","9.10","7.39","1.71","6.13","5.25"
"Rangers","8.16","2.51","3.25","3.14","20.0 %","6.2 %","13.9 %",".310","1.53",".325","77.8 %","137","155","120","6.91","7.40","-0.49","5.50","4.46"
"Marlins","10.38","3.63","2.86","4.15","23.5 %","8.2 %","15.3 %",".320","1.79",".340","61.4 %","248","201","117","10.38","8.64","1.75","5.16","4.19"
