"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Rays","13.10","1.59","8.25","1.19","39.8 %","4.8 %","34.9 %",".165","0.75",".233","93.8 %","27","58","53","1.19","2.55","-1.36","2.41","2.16"
"Indians","8.22","2.35","3.50","0.39","23.6 %","6.7 %","16.9 %",".232","1.09",".300","81.3 %","49","63","94","2.35","2.87","-0.52","4.29","3.92"
"Diamondbacks","7.71","3.09","2.50","0.39","21.3 %","8.5 %","12.8 %",".209","1.11",".262","81.3 %","44","70","93","1.93","3.09","-1.16","4.15","4.21"
"Nationals","9.72","1.08","9.00","1.08","24.3 %","2.7 %","21.6 %",".271","1.26",".340","69.3 %","96","73","88","4.32","3.33","0.99","3.92","3.49"
"Red Sox","10.34","3.16","3.27","0.86","28.4 %","8.7 %","19.7 %",".196","1.05",".260","64.0 %","83","80","88","4.02","3.60","0.42","4.00","3.60"
"Cardinals","7.32","3.66","2.00","0.46","19.8 %","9.9 %","9.9 %",".222","1.22",".273","72.0 %","86","83","129","3.66","3.62","0.04","5.69","4.93"
"Mets","12.54","2.41","5.20","1.45","34.2 %","6.6 %","27.6 %",".217","1.07",".300","84.3 %","82","84","66","3.38","3.64","-0.27","2.94","2.79"
"Padres","10.13","4.34","2.33","0.96","24.4 %","10.5 %","14.0 %",".289","1.66",".377","61.6 %","158","90","94","6.75","3.96","2.79","4.17","4.24"
"Twins","8.31","2.08","4.00","1.38","21.6 %","5.4 %","16.2 %",".295","1.42",".351","70.1 %","104","88","94","4.85","4.06","0.79","4.28","4.07"
"Rangers","7.53","4.40","1.71","0.63","19.7 %","11.5 %","8.2 %",".283","1.53",".350","69.4 %","100","87","98","5.02","4.12","0.90","4.46","4.72"
"Royals","8.64","3.96","2.18","1.08","22.4 %","10.3 %","12.2 %",".219","1.28",".261","79.1 %","76","93","99","3.60","4.17","-0.57","4.52","4.47"
"Tigers","8.00","3.25","2.46","1.00","18.9 %","7.7 %","11.2 %",".301","1.64",".359","58.5 %","141","90","109","6.75","4.21","2.54","5.04","4.54"
"Giants","6.67","5.72","1.17","0.32","16.5 %","14.2 %","2.4 %",".234","1.52",".282","80.3 %","76","103","127","3.18","4.31","-1.13","5.60","5.67"
"White Sox","9.15","5.23","1.75","0.87","21.0 %","12.0 %","9.0 %",".310","1.89",".391","67.2 %","125","93","107","5.66","4.33","1.33","4.90","4.72"
"Blue Jays","7.93","2.97","2.67","1.24","21.3 %","8.0 %","13.3 %",".221","1.16",".253","81.1 %","75","95","107","3.47","4.40","-0.93","4.91","4.37"
"Yankees","11.52","4.61","2.50","1.65","30.4 %","12.2 %","18.3 %",".228","1.35",".295","80.0 %","93","98","88","4.28","4.57","-0.29","4.01","3.89"
"Pirates","13.27","3.20","4.14","1.83","30.2 %","7.3 %","22.9 %",".282","1.58",".385","54.4 %","149","104","82","6.41","4.59","1.82","3.66","3.24"
"Cubs","9.67","2.67","3.63","1.67","26.1 %","7.2 %","18.9 %",".210","1.07",".242","100.0 %","53","106","85","2.33","4.70","-2.36","3.76","3.54"
"Astros","10.06","2.12","4.75","2.12","26.8 %","5.6 %","21.1 %",".288","1.35",".349","87.0 %","95","109","77","4.24","4.92","-0.68","3.50","3.30"
"Brewers","9.27","5.64","1.64","1.21","22.6 %","13.7 %","8.8 %",".233","1.52",".283","75.5 %","91","113","109","4.03","5.05","-1.02","4.82","4.79"
"Dodgers","9.35","2.60","3.60","2.08","24.7 %","6.9 %","17.8 %",".273","1.33",".318","97.9 %","74","123","100","3.12","5.35","-2.23","4.41","3.83"
"Phillies","8.06","4.03","2.00","1.61","19.4 %","9.7 %","9.7 %",".308","1.70",".358","72.7 %","119","118","109","5.24","5.36","-0.12","4.82","4.59"
"Athletics","9.22","1.98","4.67","2.63","24.1 %","5.2 %","19.0 %",".291","1.39",".324","74.6 %","133","126","88","5.93","5.63","0.30","4.01","3.74"
"Angels","9.82","4.21","2.33","2.10","24.6 %","10.5 %","14.0 %",".220","1.32",".242","65.2 %","109","125","94","4.91","5.71","-0.80","4.30","4.12"
"Braves","8.71","3.92","2.22","2.18","18.7 %","8.4 %","10.3 %",".381","2.23",".444","65.0 %","196","134","107","8.71","5.88","2.83","4.75","4.49"
"Mariners","6.37","1.52","4.20","2.43","17.4 %","4.1 %","13.2 %",".235","1.08",".221","64.2 %","123","131","95","5.46","5.91","-0.45","4.35","4.15"
"Marlins","11.41","4.56","2.50","3.04","28.3 %","11.3 %","17.0 %",".237","1.44",".255","92.4 %","118","156","102","4.94","6.72","-1.78","4.51","4.01"
"Reds","9.47","5.21","1.82","2.84","21.3 %","11.7 %","9.6 %",".309","1.89",".345","81.1 %","148","161","123","6.63","7.27","-0.64","5.46","4.85"
"Rockies","12.67","6.61","1.92","3.31","28.4 %","14.8 %","13.6 %",".275","1.90",".325","48.7 %","196","153","106","10.47","7.38","3.09","4.79","4.48"
"Orioles","5.74","4.39","1.31","4.39","12.6 %","9.6 %","3.0 %",".397","2.29",".385","54.8 %","259","205","129","12.15","9.85","2.30","5.90","5.52"
