"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Astros","7.71","1.45","5.33","0.48","21.3 %","4.0 %","17.3 %",".222","1.02",".273","73.9 %","65","60","74","2.89","2.68","0.21","3.37","3.32"
"Pirates","10.90","3.63","3.00","0.52","28.0 %","9.3 %","18.7 %",".250","1.38",".348","70.8 %","84","62","84","3.63","2.75","0.88","3.72","3.70"
"Angels","9.90","4.20","2.36","0.30","23.9 %","10.1 %","13.8 %",".293","1.67",".393","58.5 %","140","65","100","6.30","2.95","3.35","4.57","4.30"
"Nationals","10.17","3.52","2.89","0.39","27.4 %","9.5 %","17.9 %",".217","1.17",".304","66.4 %","78","68","92","3.52","3.08","0.44","4.08","3.75"
"Diamondbacks","8.46","2.60","3.25","0.65","22.6 %","7.0 %","15.7 %",".240","1.19",".303","87.4 %","52","79","106","2.28","3.47","-1.19","4.68","4.05"
"Cubs","10.08","5.76","1.75","0.36","27.5 %","15.7 %","11.8 %",".165","1.20",".232","81.1 %","55","79","92","2.52","3.53","-1.01","4.13","4.55"
"Mets","11.95","5.31","2.25","0.89","29.4 %","13.0 %","16.3 %",".228","1.48",".320","60.3 %","150","86","91","6.20","3.75","2.44","4.04","4.08"
"White Sox","10.07","4.12","2.44","0.92","28.2 %","11.5 %","16.7 %",".176","1.07",".227","93.8 %","41","82","95","1.83","3.82","-1.99","4.32","4.01"
"Twins","11.66","4.30","2.71","1.23","30.2 %","11.1 %","19.1 %",".196","1.23",".257","65.8 %","53","83","63","2.45","3.83","-1.37","2.87","3.44"
"Giants","9.00","2.63","3.43","1.13","24.5 %","7.1 %","17.4 %",".267","1.29",".333","68.4 %","116","92","95","4.88","3.84","1.04","4.20","3.89"
"Reds","7.56","4.32","1.75","0.36","19.6 %","11.2 %","8.4 %",".228","1.32",".286","75.1 %","80","85","109","3.60","3.85","-0.25","4.85","4.84"
"Red Sox","9.00","6.48","1.39","0.36","22.9 %","16.5 %","6.4 %",".253","1.64",".338","78.3 %","67","86","121","3.24","3.89","-0.65","5.52","5.38"
"Rangers","8.89","5.27","1.69","0.66","21.4 %","12.7 %","8.7 %",".257","1.61",".325","68.7 %","98","85","115","4.94","4.06","0.88","5.29","4.97"
"Royals","8.23","3.29","2.50","0.99","21.9 %","8.8 %","13.2 %",".225","1.21",".270","81.2 %","70","92","97","3.29","4.13","-0.84","4.45","4.29"
"Indians","9.92","2.20","4.50","1.65","26.9 %","6.0 %","20.9 %",".222","1.10",".262","94.2 %","54","89","78","2.76","4.13","-1.38","3.57","3.49"
"Marlins","12.18","5.29","2.30","1.06","28.8 %","12.5 %","16.3 %",".265","1.65",".372","58.8 %","177","96","101","7.41","4.16","3.26","4.50","4.10"
"Rays","10.25","3.42","3.00","1.37","26.8 %","8.9 %","17.9 %",".218","1.22",".269","65.7 %","100","94","96","4.44","4.16","0.28","4.38","3.87"
"Rockies","7.11","2.84","2.50","0.95","17.9 %","7.1 %","10.7 %",".263","1.37",".305","79.4 %","75","91","113","3.79","4.27","-0.48","4.99","4.69"
"Brewers","10.07","4.84","2.08","1.21","25.3 %","12.1 %","13.1 %",".241","1.48",".305","76.4 %","91","97","96","4.03","4.33","-0.30","4.28","4.39"
"Cardinals","12.84","3.98","3.22","1.77","33.7 %","10.5 %","23.3 %",".211","1.23",".279","63.7 %","136","101","85","5.75","4.39","1.36","3.79","3.39"
"Padres","9.97","4.15","2.40","1.66","26.4 %","11.0 %","15.4 %",".198","1.20",".226","100.0 %","49","109","103","2.08","4.78","-2.71","4.59","4.19"
"Phillies","7.79","3.63","2.14","1.56","18.5 %","8.6 %","9.9 %",".338","1.85",".393","75.5 %","130","109","107","5.71","4.94","0.77","4.76","4.68"
"Braves","7.48","6.65","1.13","0.83","19.4 %","17.2 %","2.2 %",".184","1.38",".214","63.8 %","86","122","139","3.74","5.11","-1.37","6.02","5.90"
"Dodgers","9.58","5.66","1.69","1.31","24.2 %","14.3 %","9.9 %",".211","1.40",".255","78.4 %","104","118","117","4.35","5.15","-0.79","5.19","4.86"
"Athletics","8.55","5.40","1.58","1.80","20.7 %","13.0 %","7.6 %",".275","1.70",".316","73.9 %","131","128","118","5.85","5.71","0.14","5.40","5.10"
"Blue Jays","7.20","4.50","1.60","1.80","18.8 %","11.8 %","7.1 %",".203","1.25",".204","88.2 %","78","126","132","3.60","5.86","-2.26","6.05","5.27"
"Mariners","11.10","6.29","1.76","2.22","25.4 %","14.4 %","11.0 %",".270","1.81",".328","73.8 %","100","137","106","4.44","6.17","-1.73","4.85","4.70"
"Yankees","11.12","7.94","1.40","2.12","26.9 %","19.2 %","7.7 %",".222","1.71",".263","64.1 %","161","138","112","7.41","6.45","0.96","5.15","5.33"
"Tigers","9.15","5.95","1.54","2.29","19.6 %","12.8 %","6.9 %",".375","2.34",".444","62.5 %","216","142","132","10.07","6.62","3.45","6.05","5.25"
"Orioles","8.10","4.50","1.80","2.70","19.4 %","10.8 %","8.6 %",".263","1.55",".268","85.9 %","115","152","128","5.40","7.26","-1.86","5.85","4.96"
