"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Pirates","13.15","2.77","4.75","0.00","35.2 %","7.4 %","27.8 %",".220","1.15",".355","86.7 %","32","27","72","1.38","1.21","0.17","3.20","2.84"
"Cubs","10.13","2.03","5.00","0.68","26.8 %","5.4 %","21.4 %",".321","1.50",".432","86.0 %","46","58","64","2.03","2.61","-0.59","2.83","2.93"
"Yankees","11.72","4.08","2.88","0.51","31.1 %","10.8 %","20.3 %",".212","1.25",".310","82.5 %","55","58","83","2.55","2.70","-0.16","3.77","3.64"
"Phillies","11.78","2.59","4.56","0.86","33.3 %","7.3 %","26.0 %",".196","0.99",".279","83.3 %","52","63","80","2.30","2.89","-0.60","3.55","2.99"
"Reds","12.17","3.04","4.00","1.14","34.0 %","8.5 %","25.5 %",".198","1.06",".275","67.3 %","93","70","59","4.18","3.17","1.01","2.62","2.91"
"Twins","10.65","2.28","4.67","1.14","27.7 %","5.9 %","21.8 %",".287","1.39",".381","70.5 %","106","74","82","4.94","3.38","1.56","3.75","3.43"
"Blue Jays","9.12","2.45","3.71","1.05","26.5 %","7.1 %","19.4 %",".187","0.94",".226","80.8 %","61","76","85","2.81","3.53","-0.72","3.87","3.63"
"Astros","8.56","3.29","2.60","0.66","26.0 %","10.0 %","16.0 %",".091","0.66",".100","93.0 %","30","79","99","1.32","3.58","-2.26","4.52","4.09"
"Diamondbacks","10.18","2.21","4.60","0.89","27.4 %","6.0 %","21.4 %",".189","0.93",".245","84.9 %","60","84","85","2.66","3.71","-1.05","3.80","3.36"
"Dodgers","10.19","1.53","6.67","1.53","29.4 %","4.4 %","25.0 %",".175","0.79",".200","76.3 %","73","92","104","3.06","4.01","-0.95","4.61","3.35"
"Braves","11.25","6.75","1.67","0.75","25.6 %","15.4 %","10.3 %",".260","1.79",".359","69.4 %","110","101","109","4.88","4.42","0.45","4.83","4.82"
"Royals","9.27","6.04","1.53","0.81","23.0 %","15.0 %","8.0 %",".274","1.70",".356","77.4 %","94","100","105","4.43","4.47","-0.03","4.82","5.00"
"Brewers","9.46","4.45","2.13","1.39","25.6 %","12.0 %","13.5 %",".214","1.27",".256","79.4 %","88","103","99","3.90","4.61","-0.71","4.38","4.35"
"Athletics","10.80","4.95","2.18","1.35","27.0 %","12.4 %","14.6 %",".237","1.45",".306","74.6 %","111","106","115","4.95","4.71","0.24","5.25","4.46"
"Rays","9.45","2.70","3.50","1.89","25.6 %","7.3 %","18.3 %",".252","1.26",".294","77.6 %","103","107","83","4.59","4.74","-0.15","3.80","3.77"
"Cardinals","11.41","4.18","2.73","1.90","31.3 %","11.5 %","19.8 %",".190","1.14",".224","85.7 %","90","114","89","3.80","4.95","-1.14","3.96","3.70"
"Tigers","8.15","3.57","2.29","1.53","20.5 %","9.0 %","11.5 %",".286","1.53",".333","79.8 %","98","107","100","4.58","4.97","-0.38","4.56","4.28"
"Mariners","10.80","4.57","2.36","1.66","26.5 %","11.2 %","15.3 %",".247","1.48",".309","73.9 %","112","112","103","4.98","5.01","-0.03","4.73","4.21"
"Rangers","6.65","3.52","1.89","1.17","17.9 %","9.5 %","8.4 %",".207","1.13",".226","77.5 %","78","108","111","3.91","5.13","-1.21","5.07","4.76"
"Orioles","9.46","3.62","2.62","1.95","25.2 %","9.6 %","15.6 %",".242","1.30",".278","73.1 %","113","111","103","5.29","5.32","-0.03","4.72","4.16"
"Mets","7.43","5.40","1.38","1.35","18.0 %","13.1 %","4.9 %",".257","1.61",".291","67.7 %","130","125","143","5.40","5.43","-0.03","6.31","5.55"
"White Sox","6.55","4.91","1.33","1.23","17.6 %","13.2 %","4.4 %",".195","1.23",".207","76.6 %","72","117","133","3.27","5.44","-2.17","6.11","5.57"
"Nationals","9.64","5.79","1.67","1.29","21.7 %","13.0 %","8.7 %",".246","1.64",".300","64.7 %","158","122","127","7.07","5.50","1.57","5.63","4.95"
"Giants","8.80","4.70","1.88","1.76","22.7 %","12.1 %","10.6 %",".211","1.30",".231","83.3 %","98","133","103","4.11","5.56","-1.45","4.58","4.57"
"Marlins","9.62","5.18","1.86","1.85","25.7 %","13.9 %","11.9 %",".198","1.27",".218","96.0 %","71","130","120","2.96","5.60","-2.64","5.30","4.67"
"Padres","9.90","2.25","4.40","2.70","27.2 %","6.2 %","21.0 %",".211","1.05",".208","71.4 %","116","129","89","4.95","5.66","-0.71","3.95","3.49"
"Rockies","9.87","4.67","2.11","2.08","23.2 %","11.0 %","12.2 %",".292","1.73",".347","86.6 %","93","123","109","4.67","5.75","-1.08","4.82","4.46"
"Red Sox","11.25","4.95","2.27","2.70","28.1 %","12.4 %","15.7 %",".276","1.60",".333","62.5 %","160","141","96","8.10","6.56","1.54","4.45","4.15"
"Indians","7.27","5.19","1.40","2.60","18.0 %","12.8 %","5.1 %",".250","1.56",".245","70.0 %","140","154","135","6.75","7.08","-0.33","6.20","5.50"
"Angels","10.41","9.26","1.13","2.70","22.5 %","20.0 %","2.5 %",".274","2.14",".311","82.5 %","137","175","153","6.17","8.01","-1.84","7.01","6.08"
