"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Orioles","11.05","2.05","5.40","0.00","34.2 %","6.3 %","27.9 %",".149","0.73",".234","81.3 %","26","31","52","1.23","1.44","-0.21","2.35","2.50"
"Twins","9.82","1.96","5.00","0.00","26.7 %","5.3 %","21.3 %",".239","1.15",".333","71.4 %","63","37","77","2.95","1.69","1.26","3.53","3.47"
"Yankees","11.81","1.69","7.00","0.84","36.8 %","5.3 %","31.6 %",".125","0.61",".167","100.0 %","18","51","66","0.84","2.37","-1.53","3.02","2.46"
"Dodgers","10.48","1.21","8.67","1.21","30.6 %","3.5 %","27.1 %",".207","0.90",".264","88.6 %","48","69","75","2.01","3.03","-1.02","3.34","2.90"
"Cardinals","10.22","4.38","2.33","0.36","29.2 %","12.5 %","16.7 %",".133","0.93",".185","79.7 %","34","70","101","1.46","3.05","-1.59","4.46","4.07"
"White Sox","7.71","2.20","3.50","0.55","22.2 %","6.4 %","15.9 %",".138","0.73",".163","86.2 %","37","69","85","1.65","3.21","-1.56","3.88","3.78"
"Nationals","9.33","1.96","4.75","0.98","27.9 %","5.9 %","22.1 %",".172","0.82",".209","82.0 %","55","71","87","2.45","3.21","-0.76","3.86","3.43"
"Mets","12.38","3.38","3.67","1.13","33.3 %","9.1 %","24.2 %",".213","1.17",".302","80.7 %","82","77","80","3.38","3.34","0.04","3.54","3.20"
"Diamondbacks","10.35","4.95","2.09","0.45","26.1 %","12.5 %","13.6 %",".250","1.50",".346","77.7 %","61","76","108","2.70","3.36","-0.66","4.80","4.44"
"Red Sox","11.57","5.14","2.25","0.86","30.0 %","13.3 %","16.7 %",".182","1.24",".250","78.5 %","71","83","84","3.43","3.74","-0.31","3.83","4.00"
"Braves","8.44","3.38","2.50","0.84","23.0 %","9.2 %","13.8 %",".244","1.27",".304","91.3 %","48","87","86","2.11","3.82","-1.71","3.82","3.87"
"Athletics","10.71","2.79","3.83","1.40","27.4 %","7.1 %","20.2 %",".273","1.40",".353","58.8 %","136","88","85","6.05","3.94","2.11","3.88","3.57"
"Brewers","10.38","4.98","2.08","0.83","26.6 %","12.8 %","13.8 %",".225","1.38",".302","75.3 %","84","90","106","3.74","4.04","-0.31","4.68","4.31"
"Padres","8.26","2.22","3.71","1.27","21.7 %","5.8 %","15.8 %",".232","1.16",".268","81.0 %","60","92","90","2.54","4.06","-1.52","3.98","3.80"
"Reds","11.37","1.89","6.00","1.89","27.9 %","4.7 %","23.3 %",".284","1.42",".358","62.5 %","148","93","87","6.63","4.21","2.42","3.89","3.25"
"Rangers","9.26","2.31","4.00","1.54","25.0 %","6.3 %","18.8 %",".205","1.03",".233","98.0 %","46","93","96","2.31","4.41","-2.10","4.40","3.77"
"Indians","9.00","5.00","1.80","1.00","23.1 %","12.8 %","10.3 %",".194","1.28",".234","70.8 %","73","98","103","3.50","4.49","-0.99","4.71","4.71"
"Cubs","8.46","5.64","1.50","0.81","20.8 %","13.9 %","6.9 %",".259","1.61",".323","65.3 %","138","105","119","6.04","4.65","1.40","5.26","5.10"
"Giants","6.97","4.79","1.45","0.87","16.7 %","11.5 %","5.2 %",".289","1.69",".338","67.3 %","145","115","126","6.10","4.81","1.29","5.57","5.29"
"Mariners","7.42","3.56","2.08","1.48","18.7 %","9.0 %","9.7 %",".273","1.48",".308","69.2 %","114","111","100","5.04","4.99","0.05","4.56","4.51"
"Blue Jays","8.19","7.28","1.13","0.91","19.9 %","17.7 %","2.2 %",".214","1.62",".256","79.9 %","72","111","136","3.34","5.14","-1.80","6.23","5.97"
"Marlins","9.91","6.15","1.61","1.37","24.2 %","15.0 %","9.2 %",".267","1.71",".338","79.2 %","114","120","130","4.78","5.15","-0.37","5.74","5.09"
"Angels","10.06","3.71","2.71","2.12","24.1 %","8.9 %","15.2 %",".319","1.76",".388","57.4 %","188","115","79","8.47","5.27","3.20","3.62","3.92"
"Phillies","8.10","4.24","1.91","1.93","20.0 %","10.5 %","9.5 %",".301","1.67",".343","75.8 %","84","124","93","3.86","5.74","-1.89","4.15","4.54"
"Rockies","7.01","5.61","1.25","1.75","17.0 %","13.6 %","3.4 %",".284","1.75",".312","71.1 %","97","129","138","4.91","6.06","-1.15","6.08","5.71"
"Royals","8.65","4.15","2.08","2.77","21.2 %","10.2 %","11.0 %",".311","1.73",".342","65.1 %","169","148","109","7.96","6.68","1.29","4.97","4.61"
"Rays","7.06","1.84","3.83","2.76","16.7 %","4.4 %","12.3 %",".310","1.53",".319","65.1 %","165","155","129","7.36","6.86","0.50","5.92","4.59"
"Pirates","11.16","5.04","2.21","3.24","26.3 %","11.9 %","14.4 %",".298","1.80",".344","77.2 %","167","161","114","7.20","7.09","0.11","5.04","4.38"
"Tigers","7.71","5.57","1.38","2.57","18.0 %","13.0 %","5.0 %",".291","1.81",".306","75.2 %","101","155","140","4.71","7.21","-2.50","6.44","5.50"
"Astros","5.40","7.20","0.75","3.00","13.9 %","18.5 %","-4.6 %",".208","1.53",".154","100.0 %","94","193","151","4.20","8.75","-4.55","6.93","6.85"
