"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Red Sox","13.78","1.65","8.33","1.10","39.1 %","4.7 %","34.4 %",".180","0.86",".265","80.4 %","57","51","43","2.76","2.30","0.46","1.92","2.14"
"Reds","10.73","2.96","3.63","0.37","29.6 %","8.2 %","21.4 %",".200","1.07",".283","93.5 %","25","51","72","1.11","2.35","-1.24","3.21","3.35"
"Twins","9.14","1.66","5.50","0.42","25.3 %","4.6 %","20.7 %",".235","1.06",".310","89.0 %","36","57","82","1.66","2.61","-0.95","3.76","3.49"
"Royals","9.27","3.22","2.88","0.40","25.3 %","8.8 %","16.5 %",".205","1.12",".271","80.5 %","51","63","82","2.42","2.81","-0.39","3.74","3.78"
"Padres","12.23","2.04","6.00","1.02","30.8 %","5.1 %","25.6 %",".288","1.42",".404","64.7 %","131","64","81","5.60","2.82","2.79","3.60","3.03"
"Dodgers","7.53","1.26","6.00","0.63","19.7 %","3.3 %","16.4 %",".241","1.12",".289","57.7 %","39","71","73","1.26","3.07","-1.82","3.28","3.17"
"Cubs","8.31","5.40","1.54","0.00","23.8 %","15.5 %","8.3 %",".155","1.11",".216","79.2 %","36","71","101","1.66","3.17","-1.51","4.54","5.04"
"Orioles","8.66","3.57","2.43","0.51","22.7 %","9.3 %","13.3 %",".250","1.36",".320","75.2 %","76","68","91","3.57","3.21","0.35","4.17","4.31"
"Mets","12.00","4.00","3.00","1.00","33.3 %","11.1 %","22.2 %",".156","1.00",".211","100.0 %","24","76","67","1.00","3.33","-2.33","2.99","3.19"
"Cardinals","12.46","3.63","3.43","1.04","33.3 %","9.7 %","23.6 %",".219","1.21",".316","67.7 %","110","77","64","4.67","3.33","1.34","2.86","3.12"
"Astros","12.63","4.79","2.64","0.87","33.3 %","12.6 %","20.7 %",".200","1.26",".295","86.8 %","59","76","75","2.61","3.41","-0.79","3.40","3.63"
"Rays","9.72","2.88","3.38","0.72","28.1 %","8.3 %","19.8 %",".188","0.96",".250","78.5 %","65","77","76","2.88","3.41","-0.53","3.49","3.36"
"Blue Jays","12.00","3.38","3.56","1.13","30.5 %","8.6 %","21.9 %",".221","1.25",".300","78.4 %","81","74","81","3.75","3.42","0.33","3.70","3.41"
"Phillies","7.41","5.82","1.27","0.00","19.4 %","15.3 %","4.2 %",".213","1.41",".277","87.5 %","24","77","135","1.06","3.51","-2.45","5.97","5.64"
"Athletics","9.09","3.31","2.75","0.83","25.6 %","9.3 %","16.3 %",".198","1.07",".250","84.9 %","56","80","103","2.48","3.58","-1.10","4.70","4.16"
"Angels","9.89","2.67","3.70","1.07","27.2 %","7.4 %","19.9 %",".169","0.92",".205","94.9 %","42","80","95","1.87","3.63","-1.76","4.33","3.69"
"Giants","11.01","4.62","2.38","0.71","27.0 %","11.3 %","15.7 %",".253","1.50",".348","68.1 %","127","88","110","5.33","3.69","1.64","4.86","4.15"
"Rockies","9.68","3.57","2.71","1.02","24.4 %","9.0 %","15.4 %",".254","1.42",".320","58.6 %","111","79","86","5.60","3.72","1.88","3.83","4.00"
"Indians","6.27","1.93","3.25","0.96","17.8 %","5.5 %","12.3 %",".203","0.96",".222","98.7 %","30","84","105","1.45","3.86","-2.41","4.81","4.54"
"Diamondbacks","10.48","2.22","4.71","1.59","26.8 %","5.7 %","21.1 %",".283","1.38",".360","77.1 %","101","96","72","4.45","4.24","0.21","3.21","3.24"
"Yankees","13.50","3.00","4.50","2.00","34.6 %","7.7 %","26.9 %",".296","1.50",".425","71.4 %","130","91","69","6.00","4.27","1.73","3.15","2.92"
"White Sox","9.50","2.50","3.80","1.50","25.7 %","6.8 %","18.9 %",".221","1.11",".261","83.3 %","66","92","99","3.00","4.27","-1.27","4.53","3.80"
"Brewers","11.19","5.40","2.07","1.16","27.9 %","13.5 %","14.4 %",".247","1.54",".333","79.3 %","87","97","100","3.86","4.33","-0.47","4.45","4.34"
"Marlins","9.53","7.94","1.20","0.53","23.7 %","19.7 %","4.0 %",".200","1.59",".268","90.2 %","51","109","134","2.12","4.68","-2.57","5.91","5.83"
"Pirates","9.57","5.13","1.87","1.37","23.1 %","12.4 %","10.7 %",".257","1.59",".315","61.5 %","151","110","113","6.49","4.88","1.61","5.03","4.73"
"Rangers","6.00","4.00","1.50","1.67","13.7 %","9.2 %","4.6 %",".316","1.81",".340","52.3 %","139","122","130","7.00","5.84","1.16","5.94","5.40"
"Nationals","5.60","4.08","1.38","2.04","14.3 %","10.4 %","3.9 %",".221","1.30",".208","87.0 %","91","143","140","4.08","6.44","-2.36","6.20","5.57"
"Braves","7.91","5.12","1.55","2.33","17.9 %","11.6 %","6.3 %",".321","1.97",".355","74.2 %","157","149","134","6.98","6.52","0.46","5.94","5.26"
"Mariners","10.80","9.55","1.13","2.08","22.4 %","19.8 %","2.6 %",".333","2.49",".419","72.3 %","178","155","129","7.89","7.00","0.89","5.93","5.89"
"Tigers","6.90","4.50","1.53","2.70","16.3 %","10.6 %","5.7 %",".296","1.73",".301","81.7 %","129","154","125","6.00","7.18","-1.18","5.73","5.23"
