"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Mariners","10.71","1.86","5.75","0.47","28.8 %","5.0 %","23.8 %",".250","1.19",".346","83.3 %","42","48","68","1.86","2.13","-0.27","3.10","3.11"
"Cardinals","10.80","3.86","2.80","0.39","28.6 %","10.2 %","18.4 %",".207","1.20",".293","83.3 %","46","64","98","1.93","2.79","-0.86","4.36","3.85"
"Rangers","12.18","4.24","2.88","0.53","29.1 %","10.1 %","19.0 %",".229","1.41",".326","67.8 %","74","60","92","3.71","2.86","0.84","4.20","3.75"
"Padres","11.42","2.42","4.71","1.04","27.7 %","5.9 %","21.9 %",".339","1.73",".461","73.5 %","122","68","68","5.19","2.98","2.21","3.01","3.25"
"Athletics","12.00","4.00","3.00","1.00","29.6 %","9.9 %","19.8 %",".264","1.50",".370","75.4 %","101","78","81","4.50","3.49","1.01","3.71","3.66"
"Pirates","9.58","3.05","3.14","0.87","24.7 %","7.9 %","16.9 %",".235","1.26",".298","70.3 %","40","79","107","1.74","3.50","-1.76","4.75","4.05"
"Red Sox","12.19","5.23","2.33","0.87","30.1 %","12.9 %","17.2 %",".259","1.60",".373","66.2 %","90","78","87","4.35","3.50","0.85","3.98","4.01"
"Twins","9.87","2.60","3.80","1.04","26.4 %","6.9 %","19.4 %",".197","1.04",".244","55.6 %","95","77","106","4.67","3.56","1.11","4.93","3.92"
"Marlins","9.22","3.62","2.55","0.66","26.7 %","10.5 %","16.2 %",".154","0.91",".197","91.3 %","39","85","100","1.65","3.65","-2.01","4.45","4.05"
"Indians","7.71","3.86","2.00","0.48","20.3 %","10.1 %","10.1 %",".203","1.18",".250","70.8 %","80","83","121","3.86","3.80","0.05","5.56","4.82"
"Yankees","7.45","3.26","2.29","0.93","18.0 %","7.9 %","10.1 %",".293","1.60",".344","60.3 %","121","85","112","5.59","3.99","1.60","5.11","4.68"
"Blue Jays","8.60","2.97","2.90","1.19","22.8 %","7.9 %","15.0 %",".250","1.29",".301","81.4 %","77","89","85","3.56","4.10","-0.54","3.90","3.86"
"Tigers","11.70","6.30","1.86","0.90","27.4 %","14.7 %","12.6 %",".238","1.65",".327","76.9 %","87","90","112","4.05","4.16","-0.11","5.15","4.61"
"Angels","9.12","2.55","3.57","1.46","23.8 %","6.7 %","17.1 %",".292","1.42",".358","70.1 %","113","96","94","5.11","4.39","0.72","4.30","3.80"
"Giants","7.71","3.43","2.25","1.29","22.8 %","10.1 %","12.7 %",".183","1.00",".200","83.3 %","71","108","115","3.00","4.50","-1.50","5.11","4.68"
"Dodgers","7.03","3.70","1.90","1.11","18.5 %","9.7 %","8.7 %",".250","1.36",".286","77.2 %","97","106","116","4.07","4.61","-0.54","5.13","4.91"
"Brewers","11.86","2.86","4.14","2.05","31.5 %","7.6 %","23.9 %",".214","1.14",".260","73.7 %","111","103","78","4.91","4.62","0.29","3.48","3.21"
"White Sox","7.01","2.10","3.33","1.75","19.1 %","5.7 %","13.3 %",".222","1.09",".230","71.4 %","62","105","89","2.81","4.89","-2.08","4.06","3.80"
"Phillies","11.79","3.42","3.44","2.28","30.1 %","8.7 %","21.4 %",".269","1.44",".339","79.0 %","121","114","85","5.32","5.16","0.17","3.80","3.49"
"Diamondbacks","6.06","2.76","2.20","1.65","15.9 %","7.3 %","8.7 %",".266","1.35",".280","44.9 %","175","118","107","7.71","5.17","2.54","4.73","4.76"
"Rockies","9.72","5.40","1.80","1.62","24.3 %","13.5 %","10.8 %",".238","1.50",".286","87.2 %","75","115","122","3.78","5.37","-1.59","5.42","4.75"
"Royals","6.27","6.27","1.00","0.96","14.8 %","14.8 %","0.0 %",".243","1.66",".271","68.5 %","61","122","138","2.89","5.46","-2.57","6.31","6.01"
"Mets","9.20","4.30","2.14","1.84","25.9 %","12.1 %","13.8 %",".180","1.09",".188","85.9 %","89","126","100","3.68","5.46","-1.78","4.43","4.19"
"Reds","8.03","4.38","1.83","1.82","21.6 %","11.8 %","9.8 %",".225","1.30",".242","69.2 %","122","125","108","5.47","5.65","-0.17","4.79","4.77"
"Rays","9.59","3.53","2.71","2.52","24.1 %","8.9 %","15.2 %",".264","1.46",".292","92.1 %","96","133","109","4.29","5.91","-1.62","4.99","4.23"
"Nationals","7.77","3.70","2.10","2.22","19.6 %","9.4 %","10.3 %",".237","1.36",".243","56.9 %","140","131","122","6.29","5.93","0.36","5.42","4.78"
"Astros","9.00","2.81","3.20","2.81","22.9 %","7.1 %","15.7 %",".246","1.31",".250","71.4 %","119","133","89","5.63","6.21","-0.59","4.14","3.99"
"Cubs","9.92","4.96","2.00","2.20","23.1 %","11.5 %","11.5 %",".242","1.53",".273","71.4 %","138","144","125","6.06","6.40","-0.34","5.53","4.63"
"Orioles","9.82","3.27","3.00","2.86","24.2 %","8.1 %","16.2 %",".239","1.32",".246","76.6 %","122","139","114","5.73","6.67","-0.94","5.24","4.13"
"Braves","9.00","7.00","1.29","3.00","20.5 %","15.9 %","4.6 %",".311","2.06",".340","69.9 %","191","180","128","8.50","7.88","0.62","5.65","5.54"
