"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Cubs","11.29","1.96","5.75","0.49","31.5 %","5.5 %","26.0 %",".203","0.98",".289","78.3 %","45","46","67","1.96","2.07","-0.10","2.99","2.90"
"Cardinals","11.50","4.00","2.88","0.50","30.3 %","10.5 %","19.7 %",".209","1.22",".302","78.7 %","59","66","98","2.50","2.88","-0.38","4.37","3.75"
"Padres","10.41","2.70","3.86","0.77","25.2 %","6.5 %","18.7 %",".350","1.80",".465","71.4 %","127","66","81","5.40","2.91","2.49","3.59","3.65"
"Rangers","11.17","4.66","2.40","0.47","26.1 %","10.9 %","15.2 %",".256","1.60",".351","64.2 %","92","62","93","4.66","2.96","1.70","4.24","4.12"
"Twins","10.98","2.29","4.80","0.92","29.6 %","6.2 %","23.5 %",".227","1.12",".306","54.5 %","118","66","90","5.49","3.01","2.48","4.12","3.33"
"Dodgers","8.06","2.82","2.86","0.81","21.1 %","7.4 %","13.7 %",".273","1.39",".333","74.5 %","92","80","104","4.03","3.53","0.50","4.68","4.35"
"Indians","9.00","4.29","2.10","0.43","23.1 %","11.0 %","12.1 %",".215","1.29",".281","72.5 %","71","78","124","3.43","3.55","-0.12","5.68","4.67"
"Phillies","10.88","2.25","4.83","1.50","29.9 %","6.2 %","23.7 %",".242","1.17",".310","89.3 %","60","82","66","2.63","3.71","-1.09","2.96","3.18"
"Pirates","10.17","3.13","3.25","1.17","24.5 %","7.6 %","17.0 %",".268","1.48",".338","61.7 %","54","86","99","2.35","3.82","-1.47","4.38","3.92"
"Mariners","9.41","2.86","3.29","1.23","23.2 %","7.1 %","16.2 %",".293","1.55",".364","67.1 %","101","86","97","4.50","3.85","0.65","4.43","4.01"
"Athletics","12.91","5.28","2.44","1.17","31.9 %","13.0 %","18.8 %",".220","1.43",".314","69.3 %","111","89","89","5.28","4.00","1.29","4.12","3.86"
"White Sox","7.84","3.48","2.25","1.16","20.2 %","9.0 %","11.2 %",".217","1.23",".247","75.6 %","58","97","95","2.61","4.50","-1.89","4.37","4.15"
"Yankees","8.39","4.74","1.77","1.09","21.3 %","12.0 %","9.3 %",".232","1.42",".275","77.9 %","71","97","103","3.28","4.51","-1.23","4.70","4.78"
"Red Sox","9.82","5.61","1.75","1.05","24.4 %","13.9 %","10.4 %",".245","1.56",".313","76.1 %","80","100","108","3.86","4.54","-0.68","4.96","4.79"
"Astros","9.00","4.00","2.25","1.50","25.4 %","11.3 %","14.1 %",".143","0.94",".143","85.9 %","67","104","90","3.00","4.71","-1.71","4.09","4.18"
"Giants","9.90","3.60","2.75","1.80","26.8 %","9.8 %","17.1 %",".243","1.30",".292","88.2 %","86","115","97","3.60","4.81","-1.21","4.30","3.97"
"Marlins","8.88","5.18","1.71","1.11","24.0 %","14.0 %","10.0 %",".179","1.19",".211","97.0 %","44","112","119","1.85","4.82","-2.97","5.26","4.85"
"Rays","10.41","2.60","4.00","1.95","26.0 %","6.5 %","19.5 %",".277","1.41",".338","83.3 %","88","111","99","3.90","4.91","-1.01","4.54","3.70"
"Rockies","10.62","5.75","1.85","1.33","25.8 %","14.0 %","11.8 %",".244","1.57",".314","83.9 %","79","106","116","3.98","4.98","-1.00","5.12","4.62"
"Angels","6.67","2.43","2.75","1.82","17.5 %","6.4 %","11.1 %",".267","1.31",".284","64.4 %","121","117","115","5.46","5.37","0.09","5.29","4.62"
"Tigers","9.74","4.87","2.00","1.77","25.9 %","12.9 %","12.9 %",".164","1.13",".170","81.5 %","57","116","115","2.66","5.38","-2.72","5.27","4.60"
"Blue Jays","8.88","4.97","1.79","1.78","21.4 %","12.0 %","9.4 %",".284","1.70",".333","83.8 %","100","120","105","4.62","5.58","-0.96","4.82","4.75"
"Reds","9.38","5.25","1.79","1.88","25.0 %","14.0 %","11.0 %",".165","1.17",".164","81.8 %","92","126","113","4.13","5.71","-1.59","4.99","4.75"
"Brewers","10.23","4.91","2.08","2.05","24.3 %","11.7 %","12.6 %",".270","1.64",".322","71.0 %","148","130","109","6.55","5.80","0.74","4.84","4.48"
"Royals","5.89","5.89","1.00","1.47","13.8 %","13.8 %","0.0 %",".257","1.69",".271","57.6 %","115","137","135","5.40","6.16","-0.76","6.20","5.86"
"Orioles","8.37","2.28","3.67","2.66","21.2 %","5.8 %","15.4 %",".284","1.39",".303","76.3 %","121","132","106","5.70","6.34","-0.64","4.85","4.10"
"Nationals","8.06","5.24","1.54","2.42","20.4 %","13.3 %","7.1 %",".200","1.34",".186","64.8 %","129","144","133","6.04","6.66","-0.62","6.02","5.22"
"Mets","9.00","6.30","1.43","2.25","23.5 %","16.5 %","7.1 %",".203","1.40",".205","82.6 %","120","158","127","4.95","6.86","-1.91","5.60","5.27"
"Diamondbacks","5.60","3.57","1.57","2.55","14.1 %","9.0 %","5.1 %",".271","1.47",".259","55.0 %","185","160","126","8.15","7.01","1.14","5.58","5.29"
"Braves","7.27","8.83","0.82","2.60","16.3 %","19.8 %","-3.5 %",".290","2.13",".300","73.3 %","175","190","160","7.79","8.29","-0.50","7.07","6.78"
