"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Astros","11.57","1.29","9.00","0.64","32.7 %","3.6 %","29.1 %",".226","1.00",".324","95.2 %","29","45","52","1.29","2.00","-0.71","2.35","2.52"
"Cubs","10.43","3.38","3.09","0.00","28.6 %","9.2 %","19.3 %",".190","1.06",".282","85.3 %","35","52","77","1.53","2.33","-0.79","3.41","3.46"
"Red Sox","9.90","3.90","2.54","0.00","26.0 %","10.2 %","15.8 %",".221","1.27",".313","64.1 %","62","54","95","3.00","2.41","0.59","4.34","4.06"
"Marlins","7.85","2.95","2.67","0.00","20.8 %","7.8 %","13.0 %",".254","1.31",".327","70.8 %","74","58","101","3.44","2.45","0.99","4.62","4.46"
"Athletics","12.25","4.18","2.93","0.56","33.1 %","11.3 %","21.8 %",".186","1.14",".278","81.9 %","50","61","79","2.23","2.69","-0.46","3.61","3.49"
"Giants","8.14","2.59","3.14","0.37","22.5 %","7.1 %","15.3 %",".231","1.15",".294","75.2 %","62","67","84","2.59","2.80","-0.21","3.74","3.83"
"Brewers","13.36","2.45","5.44","1.36","39.2 %","7.2 %","32.0 %",".157","0.82",".213","76.2 %","74","70","66","3.27","3.12","0.15","2.96","2.45"
"Yankees","12.21","3.29","3.71","0.94","31.9 %","8.6 %","23.3 %",".240","1.28",".344","79.7 %","71","68","80","3.29","3.19","0.10","3.65","3.28"
"Reds","9.38","3.00","3.13","0.75","25.8 %","8.3 %","17.5 %",".193","1.04",".246","77.6 %","67","73","103","3.00","3.34","-0.34","4.58","3.94"
"Rays","9.71","1.52","6.40","1.21","26.2 %","4.1 %","22.1 %",".235","1.08",".291","63.4 %","82","80","80","3.64","3.52","0.12","3.64","3.38"
"Braves","8.37","3.04","2.75","0.76","23.9 %","8.7 %","15.2 %",".193","1.01",".237","85.6 %","51","82","100","2.28","3.59","-1.31","4.43","4.13"
"Mets","8.10","2.25","3.60","0.90","21.2 %","5.9 %","15.3 %",".241","1.20",".288","67.6 %","109","83","102","4.50","3.61","0.89","4.50","4.00"
"Dodgers","10.16","2.94","3.45","1.07","27.7 %","8.0 %","19.7 %",".195","1.04",".247","71.0 %","96","86","95","4.01","3.75","0.26","4.21","3.64"
"Mariners","8.81","1.42","6.20","1.42","24.2 %","3.9 %","20.3 %",".244","1.11",".287","60.7 %","115","84","87","5.12","3.78","1.33","3.99","3.59"
"Angels","9.23","3.42","2.70","1.03","25.0 %","9.3 %","15.7 %",".214","1.18",".265","59.7 %","110","82","85","5.13","3.78","1.34","3.89","4.01"
"White Sox","8.23","5.91","1.39","0.51","20.9 %","15.0 %","5.9 %",".217","1.46",".274","75.2 %","80","90","104","3.60","4.19","-0.59","4.75","4.99"
"Tigers","9.54","5.82","1.64","0.70","23.0 %","14.0 %","9.0 %",".278","1.73",".364","72.5 %","100","91","111","4.66","4.20","0.46","5.09","4.96"
"Nationals","10.53","6.86","1.53","0.92","24.2 %","15.8 %","8.4 %",".288","1.93",".382","62.5 %","163","99","115","7.32","4.49","2.84","5.08","5.10"
"Indians","10.80","3.78","2.86","1.62","30.3 %","10.6 %","19.7 %",".155","0.96",".171","70.3 %","90","100","91","4.32","4.59","-0.27","4.16","3.68"
"Orioles","11.83","4.85","2.44","1.52","28.5 %","11.7 %","16.8 %",".269","1.62",".360","67.4 %","123","96","94","5.76","4.60","1.17","4.28","3.99"
"Blue Jays","7.09","3.66","1.94","1.14","18.0 %","9.3 %","8.7 %",".235","1.32",".265","68.8 %","87","101","119","4.12","4.74","-0.62","5.51","4.93"
"Padres","10.43","3.99","2.62","1.53","26.0 %","9.9 %","16.0 %",".235","1.36",".289","69.4 %","130","108","112","5.52","4.75","0.77","4.97","4.11"
"Royals","11.85","6.59","1.80","1.32","27.5 %","15.3 %","12.2 %",".245","1.72",".329","75.5 %","112","107","112","5.27","4.79","0.48","5.14","4.66"
"Rangers","9.59","4.62","2.08","1.78","24.8 %","11.9 %","12.8 %",".219","1.34",".250","77.8 %","92","109","117","4.62","5.19","-0.57","5.37","4.63"
"Cardinals","10.29","6.43","1.60","1.29","25.0 %","15.6 %","9.4 %",".205","1.48",".255","73.8 %","111","124","133","4.71","5.36","-0.64","5.87","5.02"
"Phillies","9.47","4.74","2.00","1.89","25.6 %","12.8 %","12.8 %",".162","1.11",".159","100.0 %","54","120","101","2.37","5.42","-3.06","4.47","4.49"
"Twins","10.74","1.74","6.17","2.61","27.6 %","4.5 %","23.1 %",".232","1.13",".253","78.7 %","100","119","75","4.65","5.47","-0.83","3.43","3.08"
"Rockies","9.10","6.91","1.32","1.26","21.3 %","16.2 %","5.2 %",".282","1.85",".351","62.3 %","153","120","125","7.53","5.73","1.81","5.51","5.38"
"Diamondbacks","7.04","2.35","3.00","2.35","18.0 %","6.0 %","12.0 %",".298","1.48",".314","54.7 %","160","133","98","7.04","5.82","1.22","4.33","4.33"
"Pirates","10.33","5.67","1.82","3.00","23.0 %","12.6 %","10.4 %",".310","1.93",".356","63.1 %","216","174","121","9.33","7.70","1.64","5.35","4.70"
