"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Dodgers","12.15","2.70","4.50","0.68","32.1 %","7.1 %","25.0 %",".196","1.05",".281","51.5 %","129","60","67","5.40","2.61","2.79","2.98","2.95"
"Red Sox","10.24","1.55","6.60","0.93","29.0 %","4.4 %","24.6 %",".178","0.83",".225","73.4 %","58","67","76","2.79","3.01","-0.21","3.45","3.08"
"Rangers","6.10","3.48","1.75","0.00","17.1 %","9.8 %","7.3 %",".189","1.06",".233","77.3 %","35","64","95","1.74","3.02","-1.28","4.37","4.74"
"Orioles","11.12","4.37","2.55","0.40","31.8 %","12.5 %","19.3 %",".173","1.06",".261","69.1 %","76","64","71","3.57","3.04","0.54","3.25","3.54"
"Yankees","9.70","2.11","4.60","0.84","27.1 %","5.9 %","21.2 %",".177","0.89",".222","75.6 %","37","67","82","1.69","3.12","-1.43","3.77","3.38"
"Indians","9.28","2.11","4.40","0.84","25.6 %","5.8 %","19.8 %",".225","1.08",".286","75.5 %","70","70","76","3.38","3.21","0.16","3.49","3.51"
"Astros","6.53","2.18","3.00","0.44","18.3 %","6.1 %","12.2 %",".197","0.97",".233","71.4 %","68","73","98","3.05","3.26","-0.21","4.46","4.35"
"Brewers","9.21","1.71","5.38","1.07","26.7 %","5.0 %","21.7 %",".179","0.83",".214","80.0 %","63","76","67","2.79","3.43","-0.64","2.97","2.94"
"Braves","10.09","3.26","3.09","0.89","26.4 %","8.5 %","17.8 %",".239","1.29",".313","78.2 %","80","78","99","3.56","3.44","0.12","4.39","3.90"
"Rays","7.67","2.67","2.88","0.67","22.3 %","7.8 %","14.6 %",".161","0.85",".191","90.1 %","30","81","101","1.33","3.58","-2.25","4.61","4.18"
"Cubs","11.25","2.81","4.00","1.13","31.3 %","7.8 %","23.4 %",".158","0.88",".200","75.8 %","77","82","71","3.38","3.65","-0.28","3.15","3.06"
"Mets","7.54","4.76","1.58","0.40","20.7 %","13.0 %","7.6 %",".190","1.19",".237","82.7 %","58","88","123","2.38","3.83","-1.45","5.45","5.15"
"Cardinals","10.24","2.33","4.40","1.40","26.8 %","6.1 %","20.7 %",".263","1.29",".333","64.2 %","132","89","86","5.59","3.89","1.70","3.82","3.48"
"Blue Jays","7.28","4.25","1.71","0.61","19.5 %","11.4 %","8.1 %",".176","1.11",".207","83.3 %","40","86","105","1.82","3.99","-2.17","4.79","4.75"
"Nationals","8.10","5.94","1.36","0.54","17.1 %","12.5 %","4.6 %",".351","2.28",".426","51.9 %","217","92","150","9.72","4.17","5.55","6.62","5.59"
"Twins","7.80","1.80","4.33","1.20","21.3 %","4.9 %","16.4 %",".232","1.07",".268","79.0 %","77","92","92","3.60","4.21","-0.61","4.20","3.92"
"Reds","10.38","1.25","8.33","2.08","28.7 %","3.5 %","25.3 %",".250","1.11",".296","70.6 %","111","95","73","4.98","4.32","0.66","3.25","3.04"
"Giants","10.29","4.50","2.29","0.96","26.0 %","11.4 %","14.6 %",".165","1.11",".206","79.3 %","76","107","106","3.21","4.46","-1.25","4.71","4.17"
"Rockies","7.23","4.94","1.46","0.76","17.3 %","11.8 %","5.5 %",".281","1.69",".333","62.8 %","121","95","124","6.08","4.48","1.60","5.48","5.23"
"Phillies","9.78","1.86","5.25","1.86","24.7 %","4.7 %","20.0 %",".275","1.34",".327","74.8 %","95","99","92","4.19","4.51","-0.32","4.08","3.60"
"Mariners","10.07","2.75","3.67","1.83","27.9 %","7.6 %","20.3 %",".219","1.12",".255","61.0 %","124","101","75","5.49","4.54","0.96","3.41","3.40"
"Royals","9.00","0.86","10.50","2.14","26.3 %","2.5 %","23.8 %",".218","0.90",".231","83.3 %","82","102","87","3.86","4.59","-0.74","3.96","3.32"
"White Sox","9.00","7.55","1.19","0.58","20.7 %","17.3 %","3.3 %",".252","1.84",".322","74.3 %","87","99","124","4.06","4.67","-0.60","5.75","5.73"
"Athletics","8.80","4.70","1.88","1.17","21.1 %","11.3 %","9.9 %",".274","1.63",".333","64.7 %","145","106","128","6.46","4.71","1.74","5.87","4.98"
"Pirates","9.26","5.01","1.85","1.16","23.3 %","12.6 %","10.7 %",".239","1.46",".295","75.5 %","103","106","116","4.63","4.76","-0.13","5.22","4.72"
"Padres","11.51","3.57","3.22","1.99","29.0 %","9.0 %","20.0 %",".233","1.32",".286","62.5 %","149","110","92","6.35","4.85","1.51","4.08","3.60"
"Angels","9.85","2.19","4.50","2.19","25.5 %","5.7 %","19.8 %",".250","1.26",".284","66.4 %","130","107","90","5.84","4.92","0.92","4.09","3.66"
"Tigers","8.24","5.49","1.50","1.83","18.2 %","12.1 %","6.1 %",".337","2.08",".391","60.4 %","186","129","122","8.69","6.01","2.68","5.59","5.20"
"Diamondbacks","6.35","6.35","1.00","1.59","13.8 %","13.8 %","0.0 %",".307","2.06",".333","48.7 %","228","142","142","10.06","6.21","3.84","6.26","5.86"
"Marlins","7.78","6.41","1.21","2.29","17.2 %","14.1 %","3.0 %",".298","1.98",".323","60.6 %","219","165","138","9.15","7.08","2.07","6.10","5.68"
