"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Rays","11.57","2.79","4.15","0.64","31.4 %","7.6 %","23.8 %",".220","1.14",".314","70.8 %","77","57","67","3.43","2.50","0.93","3.04","3.11"
"Pirates","10.13","2.70","3.75","0.68","28.9 %","7.7 %","21.2 %",".198","1.01",".266","95.0 %","31","64","79","1.35","2.84","-1.49","3.51","3.38"
"Orioles","10.38","3.63","2.86","0.52","25.3 %","8.9 %","16.5 %",".324","1.73",".440","71.0 %","111","64","78","5.19","3.04","2.15","3.55","3.66"
"Blue Jays","10.97","1.69","6.50","1.13","30.7 %","4.7 %","26.0 %",".208","0.97",".273","83.3 %","61","66","71","2.81","3.06","-0.25","3.24","2.94"
"Nationals","10.13","4.73","2.14","0.00","24.6 %","11.5 %","13.1 %",".255","1.50",".361","69.6 %","105","71","103","4.73","3.21","1.51","4.56","4.25"
"Braves","9.00","1.80","5.00","0.90","24.4 %","4.9 %","19.5 %",".221","1.05",".273","62.5 %","91","74","87","4.05","3.26","0.79","3.85","3.66"
"Brewers","7.99","1.90","4.20","0.76","23.3 %","5.6 %","17.8 %",".190","0.89",".230","67.7 %","69","74","97","3.04","3.30","-0.26","4.30","3.87"
"Twins","9.42","3.45","2.73","0.63","25.4 %","9.3 %","16.1 %",".200","1.12",".260","80.1 %","54","74","91","2.51","3.39","-0.88","4.15","4.00"
"Yankees","8.02","2.53","3.17","0.84","19.2 %","6.1 %","13.1 %",".323","1.69",".389","66.3 %","119","75","89","5.48","3.50","1.99","4.05","4.14"
"Astros","8.88","2.84","3.13","1.07","23.8 %","7.6 %","16.2 %",".219","1.14",".265","69.8 %","80","85","87","3.55","3.85","-0.29","3.96","3.91"
"Angels","8.13","2.93","2.78","0.98","22.9 %","8.3 %","14.7 %",".212","1.08",".254","56.0 %","72","85","91","3.25","3.90","-0.65","4.14","4.12"
"Giants","7.71","2.14","3.60","1.29","19.2 %","5.3 %","13.8 %",".292","1.48",".338","59.7 %","133","97","95","5.57","4.07","1.50","4.20","4.02"
"Phillies","11.57","1.93","6.00","1.93","28.1 %","4.7 %","23.4 %",".328","1.64",".425","37.2 %","233","90","74","10.29","4.07","6.21","3.27","3.24"
"Marlins","8.51","1.48","5.75","1.48","21.9 %","3.8 %","18.1 %",".280","1.32",".329","62.0 %","106","95","99","4.44","4.08","0.36","4.39","3.98"
"Cardinals","14.64","4.58","3.20","1.83","40.5 %","12.7 %","27.9 %",".174","1.12",".242","91.5 %","76","95","72","3.20","4.13","-0.93","3.20","2.99"
"Athletics","9.14","3.32","2.75","1.25","24.7 %","9.0 %","15.7 %",".225","1.20",".273","92.1 %","47","95","95","2.08","4.23","-2.15","4.36","4.09"
"Tigers","9.31","3.41","2.73","1.55","25.2 %","9.2 %","16.0 %",".213","1.17",".247","74.1 %","86","98","93","4.03","4.52","-0.49","4.27","4.00"
"Padres","8.23","2.96","2.78","1.32","20.7 %","7.4 %","13.2 %",".257","1.35",".300","64.0 %","124","105","117","5.27","4.60","0.66","5.18","4.41"
"Diamondbacks","8.44","6.75","1.25","0.84","20.0 %","16.0 %","4.0 %",".238","1.69",".290","60.2 %","143","109","127","6.33","4.81","1.52","5.64","5.62"
"Rangers","14.11","6.14","2.30","1.84","30.7 %","13.3 %","17.3 %",".313","2.05",".447","74.6 %","122","105","98","6.14","4.99","1.15","4.50","4.03"
"Rockies","8.74","3.18","2.75","1.59","21.0 %","7.6 %","13.3 %",".277","1.50",".324","47.8 %","165","107","113","8.34","5.02","3.32","5.01","4.32"
"Indians","6.11","3.06","2.00","1.53","15.0 %","7.5 %","7.5 %",".288","1.53",".310","67.2 %","127","114","118","6.11","5.25","0.86","5.41","5.02"
"Mets","10.23","2.86","3.57","2.05","25.3 %","7.1 %","18.2 %",".270","1.41",".322","70.4 %","148","121","93","6.14","5.26","0.88","4.11","3.74"
"Mariners","5.74","3.04","1.89","1.69","14.9 %","7.9 %","7.0 %",".248","1.31",".253","75.0 %","91","120","115","4.05","5.39","-1.34","5.26","5.12"
"Dodgers","7.52","3.54","2.13","1.77","19.3 %","9.1 %","10.2 %",".241","1.33",".259","75.9 %","84","125","120","3.54","5.43","-1.89","5.32","4.76"
"White Sox","8.14","4.71","1.73","2.14","20.9 %","12.1 %","8.8 %",".250","1.48",".268","66.7 %","133","130","104","6.00","6.07","-0.07","4.78","4.89"
"Red Sox","11.21","7.64","1.47","2.04","22.9 %","15.6 %","7.3 %",".358","2.49",".455","46.9 %","264","137","121","12.74","6.21","6.52","5.52","5.22"
"Royals","4.87","4.87","1.00","1.77","12.4 %","12.4 %","0.0 %",".286","1.62",".290","77.5 %","113","144","141","5.31","6.46","-1.15","6.45","6.04"
"Cubs","6.28","4.40","1.43","1.88","14.9 %","10.5 %","4.5 %",".313","1.74",".337","62.2 %","179","147","127","7.85","6.53","1.32","5.61","5.26"
"Reds","9.00","6.19","1.45","2.25","20.3 %","13.9 %","6.3 %",".288","1.88",".326","56.8 %","188","148","124","9.00","6.90","2.10","5.64","5.30"
