"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Giants","6.14","2.05","3.00","0.00","17.1 %","5.7 %","11.4 %",".220","1.05",".269","70.8 %","68","63","105","2.86","2.67","0.20","4.66","4.52"
"Athletics","10.59","3.08","3.44","0.68","28.7 %","8.3 %","20.4 %",".242","1.25",".333","82.8 %","61","65","79","2.73","2.87","-0.14","3.62","3.52"
"Rays","9.00","2.25","4.00","0.64","24.8 %","6.2 %","18.6 %",".212","1.04",".270","74.5 %","72","71","90","3.21","3.11","0.11","4.10","3.73"
"Indians","11.32","2.61","4.33","0.87","29.9 %","6.9 %","23.0 %",".215","1.11",".294","81.1 %","54","68","79","2.61","3.12","-0.50","3.59","3.27"
"Yankees","8.34","2.78","3.00","0.40","22.6 %","7.5 %","15.1 %",".167","0.93",".210","78.7 %","52","67","81","2.38","3.13","-0.74","3.69","3.60"
"Angels","11.91","3.18","3.75","0.79","32.6 %","8.7 %","23.9 %",".188","1.01",".271","86.8 %","53","72","89","2.38","3.30","-0.92","4.09","3.24"
"Reds","6.55","4.09","1.60","0.41","16.3 %","10.2 %","6.1 %",".307","1.68",".366","73.0 %","100","82","122","4.50","3.71","0.79","5.38","5.28"
"Blue Jays","10.73","3.70","2.90","1.11","29.9 %","10.3 %","19.6 %",".151","0.95",".185","70.7 %","64","82","94","2.96","3.79","-0.83","4.31","3.74"
"Phillies","10.06","3.71","2.71","1.06","26.0 %","9.6 %","16.4 %",".246","1.35",".318","75.5 %","84","86","101","3.71","3.92","-0.21","4.50","4.00"
"Padres","11.14","2.70","4.13","1.69","27.7 %","6.7 %","21.0 %",".288","1.50",".370","69.7 %","127","93","81","5.40","4.08","1.32","3.58","3.44"
"Marlins","10.23","4.09","2.50","0.82","25.0 %","10.0 %","15.0 %",".212","1.27",".276","76.2 %","78","97","102","3.27","4.17","-0.90","4.52","4.09"
"Astros","9.16","2.41","3.80","1.45","26.4 %","6.9 %","19.4 %",".212","1.02",".250","82.3 %","76","94","87","3.38","4.23","-0.86","3.95","3.63"
"Red Sox","8.14","1.85","4.40","1.48","21.6 %","4.9 %","16.7 %",".250","1.19",".286","69.7 %","92","95","97","4.44","4.28","0.16","4.43","3.93"
"Pirates","11.86","3.68","3.22","1.64","30.9 %","9.6 %","21.3 %",".193","1.14",".240","65.4 %","104","100","94","4.50","4.44","0.06","4.16","3.51"
"Twins","5.66","4.79","1.18","0.44","14.4 %","12.2 %","2.2 %",".234","1.40",".270","84.5 %","47","97","134","2.18","4.47","-2.29","6.15","5.76"
"Rangers","6.82","2.97","2.30","1.19","18.9 %","8.2 %","10.7 %",".227","1.15",".253","86.0 %","53","97","105","2.67","4.60","-1.93","4.79","4.60"
"Tigers","9.47","1.89","5.00","1.89","29.0 %","5.8 %","23.2 %",".156","0.74",".150","100.0 %","51","100","87","2.37","4.64","-2.27","3.99","3.29"
"Dodgers","8.18","2.86","2.86","1.64","20.6 %","7.2 %","13.4 %",".273","1.41",".313","62.0 %","146","115","112","6.14","4.99","1.15","4.97","4.39"
"Brewers","9.43","4.29","2.20","1.71","23.4 %","10.6 %","12.8 %",".229","1.38",".263","61.5 %","145","116","97","6.43","5.17","1.26","4.30","4.21"
"Rockies","8.63","6.75","1.28","1.13","20.4 %","15.9 %","4.4 %",".234","1.67",".279","73.4 %","89","113","135","4.50","5.30","-0.80","5.99","5.60"
"Mets","9.86","5.57","1.77","1.29","21.9 %","12.4 %","9.5 %",".318","1.95",".403","63.7 %","186","122","125","7.71","5.31","2.41","5.54","4.86"
"Mariners","7.62","5.54","1.38","1.38","20.0 %","14.6 %","5.5 %",".174","1.23",".182","70.4 %","101","121","124","4.85","5.60","-0.75","5.89","5.42"
"Cubs","9.55","7.89","1.21","1.66","21.1 %","17.4 %","3.7 %",".278","2.03",".333","57.3 %","190","138","107","8.31","6.12","2.19","4.73","5.44"
"Royals","8.36","8.36","1.00","0.64","17.3 %","17.3 %","0.0 %",".316","2.21",".395","66.5 %","178","137","157","8.36","6.14","2.21","7.20","6.23"
"Diamondbacks","6.88","4.24","1.63","2.12","16.9 %","10.4 %","6.5 %",".290","1.65",".308","71.4 %","144","140","104","6.35","6.16","0.20","4.62","4.78"
"Braves","8.53","4.74","1.80","2.37","21.7 %","12.1 %","9.6 %",".292","1.63",".327","88.0 %","107","148","114","4.74","6.48","-1.74","5.05","4.77"
"White Sox","11.17","4.66","2.40","3.26","26.7 %","11.1 %","15.6 %",".266","1.60",".292","67.6 %","157","149","105","7.45","7.15","0.30","4.91","4.19"
"Nationals","10.13","5.63","1.80","2.81","22.5 %","12.5 %","10.0 %",".328","2.00",".386","60.7 %","223","170","164","10.13","7.46","2.66","7.01","5.16"
"Cardinals","7.66","6.85","1.12","2.42","19.4 %","17.4 %","2.0 %",".165","1.34",".130","84.8 %","95","175","146","4.03","7.56","-3.53","6.47","5.97"
"Orioles","4.81","5.18","0.93","4.44","10.8 %","11.7 %","-0.8 %",".359","2.10",".321","64.5 %","236","222","164","11.10","10.65","0.44","7.51","6.32"
