"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Indians","11.57","2.41","4.80","0.48","31.6 %","6.6 %","25.0 %",".214","1.07",".311","86.7 %","40","51","73","1.93","2.30","-0.37","3.31","3.07"
"Angels","10.64","1.64","6.50","0.41","31.3 %","4.8 %","26.5 %",".171","0.77",".245","86.0 %","36","53","83","1.64","2.40","-0.76","3.79","2.96"
"Yankees","10.02","3.05","3.29","0.44","25.6 %","7.8 %","17.8 %",".210","1.16",".281","69.1 %","85","63","69","3.92","2.92","1.00","3.16","3.15"
"Athletics","9.22","3.29","2.80","0.66","24.1 %","8.6 %","15.5 %",".264","1.39",".342","68.2 %","103","72","91","4.61","3.21","1.40","4.15","4.07"
"Marlins","8.50","4.50","1.89","0.00","21.3 %","11.3 %","10.0 %",".176","1.17",".235","79.2 %","36","77","110","1.50","3.33","-1.83","4.87","4.66"
"Rays","8.61","2.35","3.67","0.78","23.4 %","6.4 %","17.0 %",".230","1.13",".286","74.4 %","79","76","92","3.52","3.34","0.18","4.20","3.91"
"Giants","6.00","2.14","2.80","0.43","16.1 %","5.8 %","10.3 %",".247","1.19",".288","73.2 %","82","80","104","3.43","3.36","0.07","4.63","4.54"
"Reds","6.75","4.15","1.63","0.52","16.7 %","10.3 %","6.4 %",".314","1.73",".375","69.9 %","116","85","127","5.19","3.85","1.34","5.62","5.32"
"Pirates","11.05","2.45","4.50","1.64","30.7 %","6.8 %","23.9 %",".171","0.91",".196","62.5 %","104","89","78","4.50","3.94","0.56","3.48","3.18"
"Blue Jays","10.38","4.67","2.22","1.04","27.4 %","12.3 %","15.1 %",".172","1.15",".214","64.0 %","79","86","97","3.63","3.96","-0.33","4.41","4.23"
"Red Sox","8.06","2.01","4.00","1.21","22.0 %","5.5 %","16.5 %",".235","1.12",".274","73.4 %","83","88","94","4.03","3.98","0.05","4.28","3.92"
"Phillies","9.43","3.00","3.14","1.29","25.0 %","8.0 %","17.1 %",".238","1.24",".291","79.0 %","78","91","98","3.43","4.12","-0.69","4.35","3.91"
"Astros","8.84","2.79","3.17","1.40","25.0 %","7.9 %","17.1 %",".217","1.09",".255","84.3 %","73","96","85","3.26","4.35","-1.09","3.88","3.82"
"Padres","12.34","3.09","4.00","1.93","30.8 %","7.7 %","23.1 %",".274","1.46",".362","82.1 %","109","100","79","4.63","4.41","0.21","3.50","3.26"
"Twins","5.66","4.79","1.18","0.44","14.4 %","12.2 %","2.2 %",".234","1.40",".270","84.5 %","47","97","134","2.18","4.47","-2.29","6.15","5.76"
"Dodgers","7.03","2.96","2.38","1.11","18.8 %","7.9 %","10.9 %",".231","1.19",".261","63.4 %","115","103","113","4.81","4.49","0.32","5.01","4.65"
"Mariners","9.35","5.19","1.80","1.04","23.4 %","13.0 %","10.4 %",".212","1.38",".261","67.6 %","117","101","102","5.19","4.54","0.65","4.65","4.68"
"Rangers","7.40","2.96","2.50","1.48","20.0 %","8.0 %","12.0 %",".233","1.19",".258","86.6 %","59","104","104","2.96","4.94","-1.98","4.77","4.49"
"Rockies","8.42","6.31","1.33","1.05","20.3 %","15.3 %","5.1 %",".222","1.56",".264","73.4 %","83","108","131","4.21","5.08","-0.88","5.81","5.49"
"Cubs","9.36","6.12","1.53","1.44","22.0 %","14.4 %","7.6 %",".270","1.76",".329","60.9 %","165","121","92","7.20","5.37","1.83","4.09","4.76"
"Tigers","9.00","2.25","4.00","2.25","27.1 %","6.8 %","20.3 %",".167","0.81",".147","100.0 %","60","116","91","2.81","5.40","-2.59","4.14","3.58"
"Mets","9.87","6.23","1.58","1.56","20.9 %","13.2 %","7.7 %",".333","2.13",".415","59.8 %","226","139","138","9.35","6.04","3.31","6.09","5.12"
"White Sox","10.72","3.57","3.00","2.78","27.3 %","9.1 %","18.2 %",".247","1.37",".273","81.1 %","123","133","95","5.56","6.17","-0.61","4.35","3.82"
"Braves","9.50","5.00","1.90","2.50","23.5 %","12.4 %","11.1 %",".300","1.72",".348","88.0 %","113","150","114","5.00","6.55","-1.55","5.04","4.63"
"Brewers","9.64","5.79","1.67","2.41","23.0 %","13.8 %","9.2 %",".230","1.55",".245","60.9 %","174","149","117","7.71","6.64","1.07","5.19","4.89"
"Diamondbacks","7.07","5.14","1.38","2.57","16.2 %","11.8 %","4.4 %",".317","1.93",".333","70.1 %","175","161","111","7.71","7.07","0.64","4.92","5.11"
"Royals","8.00","7.50","1.07","1.50","16.5 %","15.5 %","1.0 %",".329","2.22",".386","64.6 %","202","158","156","9.50","7.10","2.40","7.15","6.02"
"Nationals","9.33","4.91","1.90","2.95","21.1 %","11.1 %","10.0 %",".325","1.91",".365","64.2 %","207","171","158","9.33","7.52","1.80","6.74","5.05"
"Cardinals","7.36","7.36","1.00","2.45","18.8 %","18.8 %","0.0 %",".169","1.42",".133","79.0 %","104","175","150","4.42","7.58","-3.16","6.64","6.31"
"Orioles","4.97","4.97","1.00","3.55","11.7 %","11.7 %","0.0 %",".320","1.86",".291","69.4 %","189","193","151","8.88","9.25","-0.37","6.95","6.09"
