"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Cardinals","11.09","1.45","7.67","0.48","34.9 %","4.6 %","30.3 %",".175","0.75",".256","79.4 %","46","44","73","1.93","1.93","0.00","3.26","2.64"
"Orioles","9.00","1.80","5.00","0.00","23.8 %","4.8 %","19.1 %",".282","1.30",".379","57.1 %","115","45","77","5.40","2.11","3.29","3.51","3.51"
"Dodgers","14.14","0.00","22.00","1.93","45.8 %","0.0 %","45.8 %",".125","0.43",".130","100.0 %","46","65","46","1.93","2.86","-0.93","2.06","1.34"
"Indians","9.49","2.19","4.33","0.73","28.3 %","6.5 %","21.7 %",".140","0.73",".172","100.0 %","15","63","93","0.73","2.89","-2.16","4.25","3.58"
"Nationals","5.87","2.35","2.50","0.00","13.9 %","5.6 %","8.3 %",".333","1.70",".393","78.6 %","65","68","105","2.93","3.08","-0.15","4.64","4.11"
"Padres","8.10","1.08","7.50","0.54","22.4 %","3.0 %","19.4 %",".213","0.90",".267","68.2 %","60","74","95","2.70","3.27","-0.57","4.28","3.62"
"Yankees","10.13","3.94","2.57","0.56","25.0 %","9.7 %","15.3 %",".250","1.44",".333","88.5 %","37","70","81","1.69","3.28","-1.59","3.71","3.83"
"Marlins","9.42","3.14","3.00","0.63","24.2 %","8.1 %","16.1 %",".286","1.47",".375","87.4 %","60","76","123","2.51","3.28","-0.77","5.43","4.37"
"Athletics","9.74","3.10","3.14","0.89","28.2 %","9.0 %","19.2 %",".169","0.93",".213","98.8 %","30","76","80","1.33","3.36","-2.03","3.65","3.62"
"Cubs","9.28","2.53","3.67","0.84","26.2 %","7.1 %","19.1 %",".211","1.03",".269","84.9 %","58","79","72","2.53","3.50","-0.96","3.21","2.87"
"Giants","10.42","0.95","11.00","1.42","28.6 %","2.6 %","26.0 %",".260","1.11",".333","74.5 %","101","85","70","4.26","3.58","0.68","3.10","2.72"
"Braves","10.13","2.81","3.60","1.13","27.3 %","7.6 %","19.7 %",".233","1.19",".300","98.8 %","38","85","86","1.69","3.71","-2.03","3.83","3.63"
"Rockies","5.68","2.13","2.67","0.71","16.0 %","6.0 %","10.0 %",".217","1.03",".243","95.2 %","28","84","115","1.42","3.92","-2.50","5.10","4.68"
"Twins","11.88","2.52","4.71","1.80","31.4 %","6.7 %","24.8 %",".258","1.28",".339","76.9 %","100","90","72","4.68","4.13","0.55","3.28","3.09"
"Rangers","8.59","2.86","3.00","1.23","21.9 %","7.3 %","14.6 %",".273","1.41",".328","75.5 %","89","88","100","4.50","4.17","0.33","4.57","4.23"
"Tigers","7.20","3.90","1.85","1.20","17.9 %","9.7 %","8.2 %",".248","1.43",".280","56.2 %","122","100","109","5.70","4.65","1.05","4.97","4.79"
"White Sox","8.18","4.09","2.00","1.23","22.5 %","11.2 %","11.2 %",".218","1.23",".255","79.8 %","72","101","101","3.27","4.67","-1.40","4.61","4.58"
"Astros","10.43","3.68","2.83","1.84","27.4 %","9.7 %","17.7 %",".232","1.30",".278","81.1 %","96","106","94","4.30","4.78","-0.49","4.29","3.88"
"Red Sox","11.07","4.43","2.50","1.77","27.2 %","10.9 %","16.3 %",".244","1.48",".302","73.8 %","92","106","94","4.43","4.79","-0.36","4.28","4.06"
"Blue Jays","7.18","3.08","2.33","1.71","19.4 %","8.3 %","11.1 %",".232","1.22",".247","68.0 %","111","110","109","5.13","5.11","0.01","4.99","4.70"
"Angels","10.17","4.91","2.07","1.75","24.0 %","11.6 %","12.4 %",".299","1.79",".370","71.8 %","140","112","101","6.31","5.12","1.19","4.61","4.47"
"Mets","9.88","2.63","3.75","1.98","23.1 %","6.2 %","16.9 %",".322","1.68",".390","72.1 %","159","119","92","6.59","5.19","1.40","4.08","3.79"
"Diamondbacks","15.09","3.18","4.75","3.18","39.6 %","8.3 %","31.3 %",".273","1.41",".381","96.2 %","108","126","52","4.76","5.51","-0.74","2.32","2.52"
"Rays","12.58","4.44","2.83","2.59","31.2 %","11.0 %","20.2 %",".258","1.52",".321","58.8 %","166","127","79","7.40","5.64","1.76","3.62","3.62"
"Pirates","9.00","3.00","3.00","2.57","22.8 %","7.6 %","15.2 %",".286","1.48",".316","76.3 %","139","137","104","6.00","6.07","-0.07","4.63","4.10"
"Royals","5.52","6.75","0.82","1.23","12.0 %","14.7 %","-2.7 %",".349","2.25",".385","57.7 %","156","138","138","7.36","6.21","1.15","6.34","6.21"
"Phillies","7.27","3.12","2.33","2.60","20.0 %","8.6 %","11.4 %",".219","1.15",".200","84.6 %","106","141","103","4.67","6.39","-1.71","4.59","4.58"
"Brewers","7.94","5.29","1.50","2.12","17.4 %","11.6 %","5.8 %",".347","2.12",".393","60.5 %","203","145","135","9.00","6.45","2.55","5.96","5.32"
"Mariners","6.43","3.86","1.67","2.57","17.1 %","10.2 %","6.8 %",".241","1.33",".224","66.3 %","145","151","119","6.43","6.79","-0.36","5.44","5.18"
"Reds","10.45","2.61","4.00","3.48","23.1 %","5.8 %","17.3 %",".354","1.94",".406","52.0 %","252","157","81","11.32","7.08","4.24","3.59","3.83"
