"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Indians","11.78","2.45","4.80","0.00","32.9 %","6.9 %","26.0 %",".194","0.98",".302","89.5 %","20","35","70","0.98","1.58","-0.60","3.21","2.98"
"Reds","10.38","2.60","4.00","0.00","26.7 %","6.7 %","20.0 %",".286","1.44",".400","72.0 %","83","45","91","3.63","1.77","1.86","3.84","3.61"
"Angels","10.31","1.82","5.67","0.61","30.1 %","5.3 %","24.8 %",".175","0.81",".239","87.3 %","40","62","86","1.82","2.81","-0.99","3.94","3.13"
"Padres","11.28","2.82","4.00","0.81","29.5 %","7.4 %","22.1 %",".230","1.21",".316","83.3 %","66","67","78","2.82","2.95","-0.12","3.47","3.32"
"Pirates","11.86","2.05","5.80","1.23","33.3 %","5.8 %","27.6 %",".159","0.82",".200","72.5 %","76","68","63","3.27","3.03","0.24","2.80","2.77"
"Rays","8.22","3.13","2.63","0.39","20.2 %","7.7 %","12.5 %",".284","1.52",".356","69.4 %","101","71","98","4.70","3.13","1.57","4.55","4.34"
"Giants","5.85","1.80","3.25","0.45","16.3 %","5.0 %","11.3 %",".240","1.10",".279","78.7 %","64","79","100","2.70","3.31","-0.61","4.45","4.41"
"Blue Jays","10.57","5.28","2.00","0.59","27.3 %","13.6 %","13.6 %",".158","1.17",".211","66.3 %","64","75","100","2.93","3.47","-0.54","4.57","4.43"
"Yankees","9.27","4.43","2.09","0.40","21.5 %","10.3 %","11.2 %",".287","1.70",".371","70.0 %","114","75","91","5.24","3.48","1.76","4.15","4.20"
"Athletics","7.27","3.81","1.91","0.69","19.6 %","10.3 %","9.4 %",".208","1.19",".247","70.9 %","85","87","113","3.81","3.87","-0.06","5.16","4.90"
"Red Sox","8.02","2.11","3.80","1.27","21.1 %","5.6 %","15.6 %",".262","1.27",".306","67.2 %","105","91","101","5.06","4.10","0.96","4.61","4.12"
"Mariners","7.94","5.56","1.43","0.79","19.4 %","13.6 %","5.8 %",".239","1.54",".288","72.3 %","107","102","115","4.76","4.58","0.18","5.28","5.28"
"Astros","8.35","2.95","2.83","1.47","22.1 %","7.8 %","14.3 %",".257","1.31",".300","81.7 %","88","103","97","3.93","4.63","-0.70","4.46","4.24"
"Cubs","9.45","4.73","2.00","1.35","23.0 %","11.5 %","11.5 %",".271","1.61",".333","70.3 %","123","107","78","5.40","4.75","0.65","3.47","4.16"
"Rockies","8.06","4.84","1.67","1.21","20.6 %","12.4 %","8.3 %",".224","1.39",".258","59.7 %","104","102","123","5.24","4.78","0.46","5.44","5.06"
"Dodgers","7.11","2.49","2.86","1.42","18.9 %","6.6 %","12.3 %",".229","1.14",".250","72.0 %","110","112","108","4.62","4.87","-0.25","4.78","4.49"
"Phillies","8.57","3.00","2.86","1.71","20.8 %","7.3 %","13.5 %",".284","1.52",".328","58.4 %","146","109","107","6.43","4.93","1.50","4.73","4.29"
"White Sox","10.31","4.85","2.13","1.82","25.6 %","12.0 %","13.5 %",".250","1.52",".303","79.8 %","107","113","100","4.85","5.27","-0.42","4.59","4.33"
"Brewers","9.58","6.10","1.57","1.74","22.5 %","14.3 %","8.2 %",".241","1.65",".281","54.4 %","186","129","108","8.27","5.78","2.50","4.80","4.80"
"Royals","8.57","4.71","1.82","1.71","20.2 %","11.1 %","9.1 %",".282","1.67",".328","67.9 %","146","129","114","6.86","5.79","1.07","5.20","4.90"
"Braves","10.06","4.76","2.11","2.12","25.7 %","12.2 %","13.5 %",".250","1.47",".293","93.1 %","83","133","107","3.71","5.80","-2.10","4.73","4.35"
"Twins","6.86","8.14","0.84","0.86","15.2 %","18.1 %","-2.9 %",".274","2.00",".318","68.0 %","132","126","146","6.43","5.93","0.50","6.87","6.55"
"Rangers","8.44","3.80","2.22","2.11","21.1 %","9.5 %","11.6 %",".244","1.36",".263","84.6 %","84","130","118","4.22","6.21","-2.00","5.40","4.62"
"Diamondbacks","6.75","5.52","1.22","1.84","15.7 %","12.9 %","2.9 %",".295","1.84",".319","65.8 %","167","142","117","7.36","6.21","1.15","5.18","5.34"
"Tigers","7.71","3.86","2.00","2.41","21.1 %","10.5 %","10.5 %",".206","1.18",".191","93.3 %","72","135","107","3.38","6.27","-2.89","4.92","4.71"
"Nationals","10.31","3.93","2.63","2.45","26.6 %","10.1 %","16.5 %",".224","1.25",".244","85.0 %","109","143","112","4.91","6.43","-1.52","4.95","4.04"
"Cardinals","8.71","6.53","1.33","2.61","22.7 %","17.1 %","5.7 %",".178","1.35",".149","86.7 %","92","167","141","3.92","7.23","-3.31","6.25","5.64"
"Mets","10.80","5.40","2.00","3.44","23.7 %","11.8 %","11.8 %",".325","2.02",".373","58.2 %","214","182","130","8.84","7.90","0.93","5.76","4.60"
"Marlins","10.20","4.80","2.13","3.60","23.6 %","11.1 %","12.5 %",".246","1.53",".237","73.9 %","186","195","128","7.80","8.35","-0.55","5.67","4.56"
"Orioles","7.71","4.82","1.60","3.54","17.1 %","10.7 %","6.4 %",".325","1.93",".329","59.6 %","226","182","138","10.61","8.75","1.86","6.34","5.20"
