"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Twins","11.51","2.38","4.83","0.79","29.0 %","6.0 %","23.0 %",".298","1.50",".413","54.5 %","136","57","86","6.35","2.60","3.76","3.91","3.38"
"Rangers","8.50","2.50","3.40","0.50","22.4 %","6.6 %","15.8 %",".225","1.17",".283","76.5 %","50","61","88","2.50","2.88","-0.38","4.04","3.92"
"Dodgers","8.71","3.05","2.86","0.44","23.0 %","8.1 %","14.9 %",".253","1.31",".328","79.0 %","62","70","101","2.61","3.07","-0.46","4.46","4.13"
"Indians","8.35","5.40","1.55","0.00","20.5 %","13.3 %","7.2 %",".232","1.47",".308","73.3 %","71","80","136","3.44","3.65","-0.21","6.25","5.24"
"Rays","10.30","1.39","7.40","1.39","27.4 %","3.7 %","23.7 %",".260","1.18",".329","76.5 %","63","83","73","2.78","3.68","-0.89","3.33","3.13"
"Cubs","11.41","2.66","4.29","1.52","30.3 %","7.1 %","23.2 %",".261","1.31",".345","90.6 %","70","85","75","3.04","3.76","-0.72","3.33","3.24"
"White Sox","8.60","4.45","1.93","0.59","21.5 %","11.1 %","10.4 %",".246","1.45",".310","74.1 %","72","83","91","3.26","3.84","-0.58","4.16","4.22"
"Pirates","11.41","3.04","3.75","1.52","27.5 %","7.3 %","20.2 %",".280","1.52",".364","57.3 %","88","91","81","3.80","4.02","-0.21","3.58","3.52"
"Blue Jays","7.71","5.14","1.50","0.64","20.2 %","13.5 %","6.7 %",".176","1.21",".211","83.9 %","56","92","113","2.57","4.25","-1.68","5.17","5.08"
"Yankees","8.90","4.31","2.07","1.15","24.0 %","11.6 %","12.4 %",".202","1.21",".241","86.4 %","56","93","95","2.59","4.33","-1.75","4.32","4.46"
"Cardinals","7.36","6.38","1.15","0.49","18.5 %","16.1 %","2.5 %",".221","1.53",".269","71.4 %","93","102","130","3.93","4.41","-0.49","5.77","5.84"
"Mariners","10.87","3.16","3.44","1.75","26.5 %","7.7 %","18.8 %",".280","1.52",".352","48.5 %","166","100","84","7.36","4.50","2.86","3.83","3.64"
"Brewers","7.50","4.88","1.54","0.75","17.1 %","11.1 %","6.0 %",".314","1.88",".375","65.6 %","152","101","128","6.75","4.51","2.24","5.66","5.22"
"Phillies","10.05","2.51","4.00","1.88","25.4 %","6.4 %","19.1 %",".305","1.53",".375","73.0 %","121","100","78","5.34","4.54","0.80","3.48","3.66"
"Royals","5.17","5.17","1.00","0.57","12.5 %","12.5 %","0.0 %",".286","1.72",".321","58.6 %","138","101","129","6.89","4.62","2.28","6.07","5.89"
"Athletics","10.90","4.67","2.33","1.56","27.6 %","11.8 %","15.8 %",".212","1.33",".262","65.7 %","128","107","115","5.71","4.77","0.94","5.28","4.29"
"Astros","9.50","5.00","1.90","1.50","27.1 %","14.3 %","12.9 %",".117","0.94",".105","93.8 %","56","109","94","2.50","4.94","-2.44","4.32","4.41"
"Nationals","7.84","4.35","1.80","1.31","20.5 %","11.4 %","9.1 %",".195","1.21",".214","59.6 %","120","108","121","5.66","4.96","0.71","5.48","4.94"
"Giants","6.91","4.28","1.62","1.32","18.4 %","11.4 %","7.0 %",".238","1.35",".263","86.0 %","78","120","121","3.29","5.01","-1.71","5.36","5.15"
"Red Sox","9.20","4.60","2.00","1.53","24.0 %","12.0 %","12.0 %",".211","1.30",".243","84.4 %","70","111","104","3.38","5.02","-1.65","4.77","4.57"
"Padres","9.20","3.68","2.50","1.84","22.7 %","9.1 %","13.6 %",".300","1.64",".357","55.6 %","173","115","109","7.36","5.05","2.31","4.84","4.35"
"Diamondbacks","7.20","4.05","1.78","1.35","16.8 %","9.5 %","7.4 %",".306","1.75",".348","66.0 %","143","115","108","6.30","5.06","1.24","4.80","4.78"
"Marlins","9.55","3.29","2.90","1.98","25.2 %","8.7 %","16.5 %",".231","1.24",".261","94.0 %","79","120","99","3.29","5.15","-1.86","4.41","3.98"
"Tigers","8.06","5.96","1.35","1.05","18.4 %","13.6 %","4.8 %",".311","1.95",".375","64.9 %","143","111","127","6.66","5.16","1.50","5.81","5.45"
"Mets","9.27","4.84","1.92","1.61","25.3 %","13.2 %","12.1 %",".184","1.16",".204","94.0 %","68","127","108","2.82","5.50","-2.68","4.77","4.51"
"Angels","7.09","2.18","3.25","2.18","18.6 %","5.7 %","12.9 %",".240","1.18",".242","64.9 %","127","126","109","5.73","5.79","-0.06","4.99","4.36"
"Rockies","9.00","5.00","1.80","2.00","21.4 %","11.9 %","9.5 %",".288","1.72",".333","72.0 %","122","124","109","6.50","5.94","0.56","4.93","4.74"
"Reds","11.84","7.11","1.67","2.37","30.5 %","18.3 %","12.2 %",".164","1.37",".162","89.5 %","95","141","114","4.26","6.37","-2.11","5.04","4.83"
"Braves","6.97","4.35","1.60","2.18","17.4 %","10.9 %","6.5 %",".284","1.60",".300","77.8 %","128","146","128","5.66","6.41","-0.75","5.67","5.20"
"Orioles","7.98","3.38","2.36","4.30","19.1 %","8.1 %","11.0 %",".339","1.81",".333","84.3 %","163","185","110","7.67","8.87","-1.20","5.04","4.56"
