"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Yankees","9.35","1.04","9.00","0.00","25.7 %","2.9 %","22.9 %",".265","1.15",".360","100.0 %","0","32","88","0.00","1.48","-1.48","4.01","3.45"
"Royals","8.00","3.00","2.67","0.00","22.2 %","8.3 %","13.9 %",".182","1.00",".240","55.6 %","64","55","82","3.00","2.44","0.56","3.76","3.72"
"Twins","12.32","2.37","5.20","0.95","36.6 %","7.0 %","29.6 %",".197","0.95",".289","85.5 %","51","58","69","2.37","2.64","-0.27","3.15","2.67"
"Nationals","5.63","2.25","2.50","0.00","16.1 %","6.5 %","9.7 %",".207","1.00",".250","75.0 %","50","60","129","2.25","2.71","-0.46","5.70","5.08"
"Giants","11.81","2.53","4.67","0.84","26.9 %","5.8 %","21.2 %",".354","1.88",".485","71.4 %","120","70","72","5.06","2.93","2.13","3.21","3.23"
"Marlins","15.30","1.80","8.50","1.80","42.5 %","5.0 %","37.5 %",".237","1.10",".368","85.4 %","86","70","58","3.60","3.01","0.59","2.60","2.04"
"Rangers","6.43","2.57","2.50","0.43","18.5 %","7.4 %","11.1 %",".187","0.95",".220","86.0 %","34","69","103","1.71","3.26","-1.55","4.73","4.64"
"Angels","9.92","4.41","2.25","0.55","25.0 %","11.1 %","13.9 %",".250","1.47",".333","62.0 %","122","72","86","5.51","3.28","2.23","3.94","4.22"
"Rays","12.71","2.38","5.33","1.59","34.8 %","6.5 %","28.3 %",".209","1.06",".280","65.2 %","107","79","61","4.76","3.48","1.29","2.76","2.76"
"Blue Jays","6.92","2.77","2.50","0.69","18.2 %","7.3 %","10.9 %",".240","1.23",".282","96.2 %","30","83","122","1.38","3.83","-2.44","5.58","4.70"
"Tigers","8.31","2.08","4.00","1.38","23.1 %","5.8 %","17.3 %",".265","1.23",".314","68.2 %","104","88","99","4.85","4.06","0.79","4.51","3.96"
"Athletics","6.75","2.25","3.00","1.13","16.7 %","5.6 %","11.1 %",".294","1.50",".333","75.5 %","101","92","103","4.50","4.09","0.41","4.70","4.64"
"Dodgers","9.82","2.45","4.00","1.64","27.3 %","6.8 %","20.5 %",".195","1.00",".222","48.8 %","136","97","82","5.73","4.21","1.51","3.66","3.39"
"Indians","7.00","3.00","2.33","1.00","17.1 %","7.3 %","9.8 %",".243","1.33",".276","51.7 %","75","94","131","4.00","4.44","-0.44","6.31","4.97"
"Astros","11.05","4.09","2.70","1.64","27.8 %","10.3 %","17.5 %",".253","1.45",".321","75.8 %","101","99","96","4.50","4.49","0.01","4.38","3.92"
"Padres","8.49","3.09","2.75","1.54","23.4 %","8.5 %","14.9 %",".279","1.37",".333","75.8 %","109","104","80","4.63","4.59","0.04","3.55","3.82"
"Diamondbacks","10.38","2.08","5.00","2.08","27.0 %","5.4 %","21.6 %",".229","1.15",".261","83.3 %","71","105","62","3.12","4.60","-1.48","2.75","3.07"
"Pirates","8.76","5.11","1.71","1.46","21.4 %","12.5 %","8.9 %",".306","1.78",".371","83.3 %","102","115","103","4.38","5.08","-0.70","4.58","4.76"
"Mariners","6.75","4.95","1.36","1.80","18.1 %","13.3 %","4.8 %",".155","1.10",".135","69.0 %","101","136","129","4.50","6.11","-1.61","5.90","5.55"
"Orioles","5.57","3.00","1.86","2.14","13.4 %","7.2 %","6.2 %",".303","1.62",".310","57.1 %","155","130","132","7.29","6.21","1.07","6.06","5.29"
"Cubs","7.71","1.93","4.00","2.89","21.1 %","5.3 %","15.8 %",".278","1.29",".280","89.7 %","110","143","82","4.82","6.32","-1.50","3.63","3.51"
"White Sox","4.97","6.39","0.78","1.42","12.1 %","15.5 %","-3.5 %",".292","1.82",".308","70.8 %","126","140","122","5.68","6.53","-0.85","5.58","5.70"
"Phillies","2.89","3.86","0.75","1.93","7.0 %","9.3 %","-2.3 %",".231","1.39",".206","78.4 %","88","147","155","3.86","6.64","-2.79","6.84","6.53"
"Rockies","9.00","4.00","2.25","3.00","18.4 %","8.2 %","10.2 %",".422","2.56",".485","58.5 %","238","147","127","12.00","6.88","5.12","5.64","4.76"
"Cardinals","9.95","4.26","2.33","2.84","28.0 %","12.0 %","16.0 %",".190","1.11",".167","96.2 %","102","186","108","4.26","7.00","-2.74","4.47","4.02"
"Mets","8.00","1.00","8.00","3.00","21.6 %","2.7 %","18.9 %",".273","1.11",".273","100.0 %","97","164","117","4.00","7.10","-3.10","5.20","3.86"
"Red Sox","12.19","4.35","2.80","3.48","30.4 %","10.9 %","19.6 %",".225","1.35",".227","74.5 %","144","160","120","6.97","7.28","-0.31","5.52","3.95"
"Brewers","13.50","5.25","2.57","3.75","30.5 %","11.9 %","18.6 %",".327","2.00",".414","52.9 %","237","166","74","10.50","7.38","3.12","3.29","3.75"
"Reds","10.45","1.74","6.00","4.35","24.0 %","4.0 %","20.0 %",".354","1.84",".387","58.3 %","213","172","85","9.58","7.76","1.82","3.78","3.68"
"Braves","9.39","11.74","0.80","2.35","20.5 %","25.6 %","-5.1 %",".310","2.48",".368","86.4 %","132","193","155","5.87","8.43","-2.56","6.86","7.35"
