"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Braves","9.70","0.84","11.50","0.00","26.1 %","2.3 %","23.9 %",".238","1.03",".328","70.8 %","67","36","74","2.95","1.62","1.33","3.30","2.98"
"Brewers","11.44","1.59","7.20","0.32","32.7 %","4.6 %","28.2 %",".210","0.95",".309","89.8 %","7","37","58","0.32","1.66","-1.34","2.61","2.66"
"Twins","13.67","3.67","3.73","0.67","34.2 %","9.2 %","25.0 %",".275","1.52",".424","65.5 %","90","52","53","4.33","2.36","1.97","2.36","2.91"
"Athletics","13.50","2.08","6.50","1.04","39.4 %","6.1 %","33.3 %",".164","0.81",".242","90.2 %","47","58","54","2.08","2.58","-0.50","2.46","2.31"
"Astros","12.79","4.74","2.70","0.47","33.3 %","12.4 %","21.0 %",".197","1.26",".302","75.2 %","61","59","90","2.84","2.64","0.21","4.15","3.71"
"Rays","11.88","2.38","5.00","1.08","32.0 %","6.4 %","25.6 %",".208","1.06",".283","82.1 %","53","70","70","2.38","3.07","-0.69","3.18","3.01"
"Tigers","7.76","3.04","2.56","0.34","19.2 %","7.5 %","11.7 %",".291","1.54",".360","73.9 %","80","67","100","3.71","3.10","0.61","4.55","4.36"
"Diamondbacks","12.38","2.81","4.40","1.13","32.6 %","7.4 %","25.2 %",".203","1.09",".280","89.2 %","45","73","72","1.97","3.21","-1.25","3.21","3.05"
"Dodgers","9.95","2.84","3.50","0.71","26.7 %","7.6 %","19.1 %",".253","1.26",".338","70.5 %","102","74","88","4.26","3.21","1.05","3.92","3.69"
"Phillies","10.93","4.50","2.43","0.64","29.8 %","12.3 %","17.5 %",".172","1.11",".238","61.6 %","102","73","89","4.50","3.32","1.18","3.96","3.94"
"Indians","9.82","0.49","20.00","1.47","30.3 %","1.5 %","28.8 %",".138","0.55",".143","86.2 %","41","73","74","1.96","3.32","-1.36","3.37","2.80"
"Padres","8.46","2.93","2.89","0.65","22.6 %","7.8 %","14.8 %",".190","1.05",".234","58.8 %","96","76","105","4.23","3.36","0.87","4.72","4.25"
"Yankees","15.43","3.21","4.80","1.61","41.7 %","8.7 %","33.0 %",".214","1.14",".340","92.6 %","56","73","47","2.57","3.39","-0.82","2.14","2.37"
"Mets","11.32","4.35","2.60","0.87","31.3 %","12.1 %","19.3 %",".192","1.16",".267","89.6 %","50","78","91","2.18","3.41","-1.23","4.07","3.79"
"Nationals","7.25","1.61","4.50","0.81","20.9 %","4.7 %","16.3 %",".185","0.85",".213","58.1 %","90","76","116","4.03","3.44","0.59","5.12","4.35"
"Mariners","6.42","2.67","2.40","0.53","19.2 %","8.0 %","11.2 %",".133","0.74",".149","82.6 %","42","81","108","1.87","3.63","-1.76","4.93","4.59"
"Red Sox","11.76","4.81","2.44","1.07","28.2 %","11.5 %","16.7 %",".272","1.63",".375","58.4 %","124","86","93","6.15","3.93","2.22","4.27","4.03"
"Marlins","8.87","5.24","1.69","0.81","21.8 %","12.9 %","8.9 %",".241","1.52",".302","68.3 %","120","98","107","5.24","4.29","0.95","4.82","4.92"
"White Sox","7.67","2.67","2.88","1.33","21.3 %","7.4 %","13.9 %",".210","1.07",".233","81.2 %","66","93","93","3.00","4.33","-1.33","4.24","4.19"
"Angels","7.98","2.15","3.71","1.53","22.6 %","6.1 %","16.5 %",".206","0.99",".224","69.6 %","82","98","91","3.68","4.48","-0.79","4.16","3.85"
"Rangers","10.30","4.97","2.07","1.42","25.0 %","12.1 %","12.9 %",".255","1.58",".319","66.9 %","92","97","94","4.62","4.64","-0.02","4.31","4.38"
"Pirates","8.88","6.29","1.41","0.74","21.2 %","15.0 %","6.2 %",".245","1.64",".309","71.4 %","111","105","122","4.81","4.65","0.16","5.38","5.25"
"Reds","11.40","4.20","2.71","1.80","27.9 %","10.3 %","17.7 %",".279","1.60",".359","80.8 %","93","103","80","4.20","4.68","-0.48","3.54","3.81"
"Cardinals","8.44","3.94","2.14","1.41","22.2 %","10.4 %","11.9 %",".256","1.41",".302","84.2 %","86","108","117","3.66","4.68","-1.03","5.20","4.65"
"Rockies","8.63","3.90","2.21","1.39","23.1 %","10.5 %","12.7 %",".202","1.18",".229","62.5 %","88","100","106","4.45","4.70","-0.24","4.72","4.46"
"Blue Jays","8.55","2.91","2.93","1.55","21.5 %","7.3 %","14.2 %",".258","1.36",".299","69.9 %","114","103","107","5.24","4.79","0.46","4.91","4.27"
"Orioles","7.11","3.55","2.00","1.18","18.4 %","9.2 %","9.2 %",".208","1.18",".229","52.4 %","121","101","120","5.68","4.85","0.84","5.49","4.86"
"Royals","8.89","6.49","1.37","1.03","21.9 %","16.0 %","5.9 %",".210","1.52",".254","72.6 %","94","109","112","4.44","4.88","-0.44","5.14","5.27"
"Giants","9.00","5.63","1.60","1.88","23.1 %","14.4 %","8.7 %",".191","1.33",".200","88.0 %","86","136","126","3.75","5.80","-2.05","5.66","5.05"
"Cubs","10.48","6.85","1.53","2.01","25.2 %","16.5 %","8.7 %",".235","1.66",".278","83.9 %","101","140","121","4.43","6.21","-1.78","5.35","5.08"
