"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Giants","8.49","1.93","4.40","0.39","26.5 %","6.0 %","20.5 %",".167","0.77",".218","78.3 %","46","60","83","1.93","2.53","-0.60","3.68","3.51"
"Red Sox","10.71","5.59","1.92","0.00","25.6 %","13.3 %","12.2 %",".269","1.71",".382","60.6 %","96","60","99","4.66","2.70","1.96","4.55","4.52"
"Rangers","11.51","4.37","2.64","0.40","31.5 %","12.0 %","19.6 %",".163","1.06",".240","84.8 %","32","59","87","1.59","2.82","-1.23","4.00","3.73"
"Diamondbacks","10.18","3.54","2.88","0.44","29.5 %","10.3 %","19.2 %",".159","0.93",".222","86.0 %","40","66","82","1.77","2.92","-1.15","3.65","3.57"
"Phillies","12.00","4.13","2.91","0.75","32.7 %","11.2 %","21.4 %",".198","1.17",".288","76.3 %","77","69","85","3.38","3.13","0.24","3.79","3.53"
"Twins","7.88","1.88","4.20","0.75","20.2 %","4.8 %","15.4 %",".303","1.46",".368","68.3 %","97","69","100","4.50","3.17","1.33","4.58","4.18"
"Tigers","11.48","4.05","2.83","0.68","29.1 %","10.3 %","18.8 %",".223","1.31",".313","76.0 %","80","70","90","3.71","3.21","0.50","4.10","3.77"
"Cardinals","8.04","2.30","3.50","0.57","20.9 %","6.0 %","14.9 %",".260","1.28",".323","74.6 %","88","76","108","3.73","3.31","0.42","4.77","4.21"
"Padres","8.19","3.34","2.45","0.61","21.8 %","8.9 %","12.9 %",".259","1.35",".325","86.4 %","57","79","89","2.43","3.48","-1.06","3.95","4.05"
"Mariners","8.54","1.37","6.25","1.37","24.8 %","4.0 %","20.8 %",".177","0.80",".194","97.6 %","39","86","76","1.71","3.86","-2.15","3.47","3.19"
"Marlins","9.90","2.25","4.40","1.35","29.0 %","6.6 %","22.4 %",".186","0.90",".222","94.6 %","54","90","90","2.25","3.86","-1.61","4.00","3.43"
"Brewers","11.77","2.08","5.67","1.73","31.8 %","5.6 %","26.2 %",".222","1.08",".283","60.9 %","125","90","72","5.54","4.02","1.52","3.20","2.92"
"Angels","8.10","3.44","2.36","0.98","21.2 %","9.0 %","12.2 %",".277","1.45",".337","74.4 %","98","89","103","4.42","4.06","0.36","4.70","4.45"
"Athletics","8.03","4.01","2.00","0.73","19.8 %","9.9 %","9.9 %",".265","1.50",".324","69.1 %","115","91","106","5.11","4.07","1.04","4.87","4.68"
"Indians","7.08","2.66","2.67","0.89","19.1 %","7.1 %","11.9 %",".197","1.03",".224","84.2 %","55","89","121","2.66","4.10","-1.44","5.56","4.63"
"White Sox","7.50","1.50","5.00","1.50","21.5 %","4.3 %","17.2 %",".202","0.92",".215","73.2 %","66","91","88","3.00","4.21","-1.21","4.04","3.66"
"Royals","7.50","4.88","1.54","0.75","18.2 %","11.8 %","6.4 %",".260","1.58",".311","77.4 %","72","98","110","3.38","4.38","-1.01","5.04","5.05"
"Blue Jays","8.48","3.77","2.25","1.26","22.0 %","9.8 %","12.2 %",".252","1.40",".300","72.7 %","102","95","94","4.71","4.40","0.31","4.32","4.41"
"Braves","10.13","3.38","3.00","1.69","26.5 %","8.8 %","17.7 %",".246","1.31",".300","73.0 %","107","105","84","5.06","4.71","0.35","3.77","3.75"
"Reds","9.13","6.75","1.35","0.79","22.6 %","16.7 %","5.9 %",".250","1.68",".322","69.1 %","115","104","114","5.16","4.71","0.45","5.06","5.28"
"Pirates","8.31","3.12","2.67","1.38","22.6 %","8.5 %","14.2 %",".181","1.00",".197","68.4 %","88","107","116","3.81","4.75","-0.94","5.12","4.29"
"Mets","7.71","4.50","1.71","1.29","19.1 %","11.1 %","7.9 %",".304","1.71",".357","70.8 %","140","112","129","5.79","4.86","0.93","5.70","5.05"
"Yankees","8.44","4.50","1.88","1.41","20.1 %","10.7 %","9.4 %",".293","1.72",".347","66.7 %","134","104","115","6.19","4.87","1.32","5.26","4.84"
"Orioles","7.39","4.84","1.53","1.27","19.3 %","12.7 %","6.7 %",".192","1.25",".208","84.2 %","70","107","122","3.31","5.11","-1.80","5.58","5.23"
"Cubs","8.14","4.07","2.00","1.48","20.8 %","10.4 %","10.4 %",".209","1.23",".231","73.9 %","101","122","133","4.44","5.39","-0.95","5.87","4.83"
"Astros","7.31","1.69","4.33","2.25","18.3 %","4.2 %","14.1 %",".279","1.38",".294","73.2 %","113","119","93","5.06","5.40","-0.34","4.27","4.14"
"Dodgers","7.02","4.86","1.44","1.62","17.3 %","12.0 %","5.3 %",".308","1.74",".347","81.4 %","103","133","127","4.32","5.79","-1.47","5.60","5.38"
"Rays","7.11","3.98","1.79","1.99","18.3 %","10.2 %","8.0 %",".230","1.33",".233","84.3 %","96","134","132","4.26","5.93","-1.67","6.07","5.15"
"Nationals","7.96","4.85","1.64","2.08","18.7 %","11.4 %","7.3 %",".303","1.81",".338","64.8 %","162","134","126","7.27","6.06","1.21","5.58","5.14"
"Rockies","5.40","5.40","1.00","1.80","12.9 %","12.9 %","0.0 %",".304","1.80",".317","67.9 %","143","143","154","7.20","6.71","0.49","6.80","6.14"
