"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Padres","10.88","4.03","2.70","0.40","29.4 %","10.9 %","18.5 %",".185","1.12",".264","77.2 %","66","65","85","2.82","2.86","-0.03","3.79","3.69"
"Mets","8.85","3.10","2.86","0.44","25.0 %","8.8 %","16.3 %",".167","0.93",".216","75.3 %","64","70","85","2.66","3.07","-0.41","3.80","3.95"
"Cardinals","8.77","2.10","4.17","0.70","25.3 %","6.1 %","19.2 %",".217","1.01",".277","74.4 %","74","71","78","3.16","3.10","0.06","3.48","3.56"
"Astros","8.57","1.71","5.00","0.86","25.0 %","5.0 %","20.0 %",".184","0.86",".222","85.5 %","48","69","81","2.14","3.12","-0.98","3.68","3.50"
"Marlins","10.54","3.29","3.20","0.66","28.6 %","8.9 %","19.6 %",".220","1.17",".303","76.9 %","47","73","85","1.98","3.14","-1.17","3.79","3.63"
"Twins","10.19","2.55","4.00","1.02","27.8 %","6.9 %","20.8 %",".194","1.02",".244","72.4 %","77","71","74","3.57","3.27","0.30","3.38","3.40"
"Diamondbacks","10.58","2.19","4.83","1.09","30.9 %","6.4 %","24.5 %",".218","1.01",".291","91.7 %","50","75","67","2.19","3.30","-1.11","3.00","3.01"
"Indians","8.86","0.84","10.50","1.27","24.4 %","2.3 %","22.1 %",".256","1.08",".310","86.5 %","61","79","80","2.95","3.64","-0.68","3.67","3.32"
"Yankees","10.36","3.45","3.00","0.94","27.7 %","9.2 %","18.5 %",".181","1.05",".232","83.3 %","55","80","87","2.51","3.74","-1.23","3.97","3.69"
"Reds","12.38","3.75","3.30","1.50","32.4 %","9.8 %","22.6 %",".220","1.25",".296","63.0 %","108","88","75","4.88","4.01","0.87","3.33","3.33"
"Red Sox","9.53","4.45","2.14","0.95","25.0 %","11.7 %","13.3 %",".219","1.31",".278","79.9 %","66","90","91","3.18","4.06","-0.88","4.16","4.30"
"Pirates","9.53","5.08","1.88","0.95","24.2 %","12.9 %","11.3 %",".280","1.62",".365","77.1 %","103","96","103","4.45","4.27","0.17","4.58","4.65"
"Rays","6.90","3.90","1.77","0.90","17.3 %","9.8 %","7.5 %",".252","1.43",".290","65.3 %","94","99","101","4.20","4.38","-0.18","4.61","4.76"
"Braves","8.59","2.05","4.20","1.64","21.7 %","5.2 %","16.5 %",".308","1.50",".364","66.9 %","101","102","95","4.50","4.49","0.01","4.20","3.95"
"Angels","9.28","3.80","2.44","1.27","22.2 %","9.1 %","13.1 %",".295","1.64",".365","70.1 %","131","99","106","5.91","4.53","1.38","4.84","4.36"
"Cubs","5.54","3.46","1.60","1.04","14.2 %","8.9 %","5.3 %",".282","1.50",".310","80.5 %","87","104","112","3.81","4.64","-0.83","4.97","5.12"
"Giants","9.15","3.92","2.33","1.31","23.9 %","10.2 %","13.6 %",".195","1.16",".226","73.4 %","104","112","113","4.35","4.67","-0.31","4.99","4.39"
"Rangers","7.91","3.00","2.64","1.64","20.3 %","7.7 %","12.6 %",".265","1.39",".299","74.5 %","92","101","97","4.64","4.82","-0.18","4.45","4.30"
"Mariners","9.11","3.38","2.70","1.69","21.8 %","8.1 %","13.7 %",".292","1.61",".346","59.5 %","152","108","102","6.75","4.86","1.89","4.66","4.32"
"Rockies","6.89","4.02","1.71","1.15","18.5 %","10.8 %","7.7 %",".175","1.09",".186","92.1 %","43","102","110","2.30","4.87","-2.58","4.99","4.75"
"White Sox","5.92","2.96","2.00","1.48","15.7 %","7.8 %","7.8 %",".255","1.32",".270","87.1 %","65","108","117","2.96","5.02","-2.06","5.34","5.04"
"Brewers","10.96","3.52","3.11","1.96","28.3 %","9.1 %","19.2 %",".239","1.30",".291","68.0 %","132","113","89","5.87","5.04","0.83","3.94","3.63"
"Orioles","8.13","4.55","1.79","1.63","19.2 %","10.8 %","8.5 %",".263","1.59",".298","51.3 %","159","115","113","7.48","5.49","1.99","5.15","4.77"
"Athletics","7.85","3.93","2.00","1.96","21.9 %","11.0 %","11.0 %",".200","1.15",".200","84.4 %","84","123","111","3.93","5.61","-1.69","5.16","4.71"
"Phillies","6.85","4.56","1.50","1.90","17.5 %","11.7 %","5.8 %",".205","1.27",".200","73.1 %","112","140","127","4.94","6.34","-1.40","5.61","5.21"
"Royals","9.78","3.72","2.63","2.79","22.6 %","8.6 %","14.0 %",".337","1.86",".393","71.0 %","168","147","108","7.91","6.63","1.29","4.96","4.28"
"Tigers","6.75","3.91","1.73","2.49","16.7 %","9.7 %","7.0 %",".294","1.62",".303","62.1 %","167","145","122","7.82","6.73","1.09","5.57","5.09"
"Blue Jays","7.92","4.32","1.83","2.88","20.0 %","10.9 %","9.1 %",".276","1.56",".279","86.3 %","117","152","103","5.40","7.05","-1.65","4.72","4.79"
"Nationals","10.25","4.10","2.50","3.08","22.7 %","9.1 %","13.6 %",".313","1.82",".355","52.0 %","229","162","123","10.25","7.32","2.94","5.44","4.32"
"Dodgers","6.17","3.09","2.00","3.09","15.1 %","7.6 %","7.6 %",".298","1.54",".286","62.5 %","186","172","126","8.49","7.84","0.64","5.77","5.08"
