"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Astros","9.47","1.42","6.67","0.00","28.6 %","4.3 %","24.3 %",".164","0.74",".234","85.7 %","21","36","67","0.95","1.58","-0.64","3.05","2.95"
"Marlins","12.51","4.61","2.71","0.66","35.2 %","13.0 %","22.2 %",".191","1.17",".296","75.3 %","47","67","74","1.98","2.92","-0.95","3.28","3.52"
"Padres","10.03","3.86","2.60","0.39","27.4 %","10.5 %","16.8 %",".167","1.03",".228","80.5 %","54","67","85","2.31","2.96","-0.64","3.76","3.72"
"Mets","8.22","2.74","3.00","0.39","23.6 %","7.9 %","15.7 %",".173","0.91",".220","77.7 %","57","69","92","2.35","3.00","-0.65","4.07","4.05"
"Yankees","11.27","2.67","4.22","0.89","30.9 %","7.3 %","23.6 %",".188","0.99",".254","82.7 %","52","66","72","2.37","3.08","-0.71","3.30","3.11"
"Red Sox","9.59","4.26","2.25","0.36","26.2 %","11.7 %","14.6 %",".189","1.14",".258","80.4 %","44","70","90","2.13","3.14","-1.00","4.11","4.17"
"Twins","10.13","2.53","4.00","0.84","25.5 %","6.4 %","19.2 %",".253","1.31",".328","68.7 %","100","69","81","4.64","3.17","1.47","3.72","3.58"
"Giants","9.97","2.91","3.43","0.83","27.3 %","8.0 %","19.3 %",".190","1.02",".245","80.2 %","69","82","94","2.91","3.44","-0.54","4.17","3.70"
"Indians","9.37","1.10","8.50","1.10","26.2 %","3.1 %","23.1 %",".246","1.04",".310","86.4 %","57","76","78","2.76","3.46","-0.70","3.57","3.24"
"Diamondbacks","11.90","2.75","4.33","1.37","33.8 %","7.8 %","26.0 %",".197","1.02",".262","88.6 %","62","79","63","2.75","3.47","-0.72","2.80","2.94"
"Rays","8.80","4.11","2.14","0.59","21.6 %","10.1 %","11.5 %",".264","1.53",".333","67.9 %","86","79","97","3.82","3.47","0.34","4.44","4.44"
"Cardinals","10.18","1.77","5.75","1.33","28.4 %","4.9 %","23.5 %",".250","1.13",".320","70.7 %","104","83","80","4.43","3.61","0.82","3.55","3.22"
"Reds","11.41","3.80","3.00","1.52","31.3 %","10.4 %","20.8 %",".198","1.14",".250","79.4 %","76","91","80","3.42","4.14","-0.72","3.54","3.55"
"Pirates","10.36","4.07","2.55","1.48","27.2 %","10.7 %","16.5 %",".264","1.44",".339","79.0 %","103","102","93","4.44","4.53","-0.09","4.11","4.03"
"Athletics","8.80","2.35","3.75","1.76","25.9 %","6.9 %","19.0 %",".185","0.91",".194","81.6 %","79","103","93","3.52","4.58","-1.06","4.25","3.76"
"Dodgers","7.50","3.00","2.50","1.50","20.4 %","8.2 %","12.2 %",".222","1.17",".242","89.3 %","71","108","91","3.00","4.71","-1.71","4.04","4.18"
"Brewers","10.02","2.18","4.60","2.18","27.4 %","6.0 %","21.4 %",".228","1.11",".255","62.5 %","128","109","84","5.66","4.86","0.80","3.74","3.39"
"Braves","8.57","3.00","2.86","1.71","21.5 %","7.5 %","14.0 %",".306","1.57",".361","66.9 %","106","112","100","4.71","4.93","-0.21","4.44","4.21"
"Angels","8.64","3.96","2.18","1.44","21.1 %","9.7 %","11.4 %",".297","1.64",".356","72.2 %","128","108","114","5.76","4.93","0.83","5.24","4.62"
"Mariners","9.12","3.51","2.60","1.75","21.5 %","8.3 %","13.2 %",".291","1.64",".342","58.3 %","158","111","105","7.01","5.01","2.01","4.80","4.37"
"Orioles","8.10","4.39","1.85","1.35","19.4 %","10.5 %","8.9 %",".266","1.58",".309","46.9 %","165","106","108","7.76","5.05","2.71","4.97","4.76"
"Rockies","7.71","6.06","1.27","1.10","19.2 %","15.1 %","4.1 %",".194","1.41",".217","89.1 %","51","107","126","2.76","5.11","-2.36","5.71","5.50"
"White Sox","6.04","2.82","2.14","1.61","16.1 %","7.5 %","8.6 %",".256","1.30",".269","89.7 %","62","111","108","2.82","5.14","-2.32","4.95","4.83"
"Rangers","7.28","3.03","2.40","1.82","18.8 %","7.8 %","10.9 %",".254","1.35",".273","72.8 %","96","110","101","4.85","5.24","-0.38","4.62","4.47"
"Cubs","5.40","3.96","1.36","1.44","13.3 %","9.7 %","3.5 %",".314","1.72",".337","77.5 %","115","122","120","5.04","5.41","-0.37","5.32","5.47"
"Tigers","5.83","3.68","1.58","1.84","14.6 %","9.2 %","5.4 %",".256","1.43",".261","63.6 %","131","127","127","6.14","5.91","0.23","5.83","5.31"
"Phillies","8.10","5.40","1.50","1.54","19.8 %","13.2 %","6.6 %",".216","1.41",".238","76.4 %","105","131","125","4.63","5.96","-1.33","5.52","5.12"
"Blue Jays","9.43","4.29","2.20","2.57","23.4 %","10.6 %","12.8 %",".274","1.57",".304","85.4 %","112","135","101","5.14","6.26","-1.12","4.63","4.45"
"Nationals","10.66","3.55","3.00","2.84","24.4 %","8.1 %","16.3 %",".303","1.70",".352","58.7 %","190","147","113","8.53","6.61","1.92","5.02","4.03"
"Royals","8.79","3.14","2.80","3.14","18.9 %","6.8 %","12.2 %",".348","1.95",".383","75.0 %","173","166","128","8.16","7.47","0.69","5.85","4.62"
