"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Pirates","12.49","4.43","2.82","0.00","31.6 %","11.2 %","20.4 %",".230","1.39",".357","64.5 %","103","43","75","4.43","1.92","2.52","3.34","3.56"
"Athletics","9.24","1.42","6.50","0.36","26.3 %","4.0 %","22.2 %",".226","0.99",".303","89.8 %","24","54","82","1.07","2.39","-1.32","3.76","3.36"
"Brewers","9.00","3.81","2.36","0.00","25.0 %","10.6 %","14.4 %",".196","1.12",".273","76.7 %","55","58","86","2.42","2.60","-0.18","3.82","4.09"
"Giants","8.20","2.39","3.43","0.34","24.5 %","7.1 %","17.4 %",".176","0.87",".227","78.7 %","49","64","82","2.05","2.68","-0.63","3.62","3.66"
"Rays","7.13","2.29","3.11","0.25","20.7 %","6.7 %","14.1 %",".177","0.88",".221","82.3 %","40","67","94","1.78","2.93","-1.15","4.31","4.17"
"Dodgers","10.25","3.08","3.33","0.68","26.1 %","7.8 %","18.3 %",".236","1.29",".311","60.9 %","90","67","90","3.76","2.95","0.81","4.00","3.79"
"Braves","10.01","1.82","5.50","0.91","28.5 %","5.2 %","23.3 %",".211","0.98",".274","85.3 %","41","68","77","1.82","3.01","-1.19","3.44","3.22"
"Diamondbacks","6.66","2.81","2.38","0.35","19.8 %","8.3 %","11.5 %",".138","0.78",".164","76.5 %","48","75","103","2.10","3.29","-1.19","4.57","4.41"
"Tigers","10.29","3.43","3.00","0.86","28.9 %","9.6 %","19.3 %",".187","1.05",".245","78.1 %","55","72","85","2.57","3.31","-0.74","3.87","3.70"
"Padres","10.07","5.03","2.00","0.46","22.9 %","11.5 %","11.5 %",".294","1.83",".387","66.5 %","118","75","99","5.03","3.32","1.72","4.37","4.37"
"Marlins","10.07","2.82","3.57","0.81","28.4 %","8.0 %","20.5 %",".165","0.90",".212","72.9 %","58","77","91","2.42","3.35","-0.93","4.05","3.55"
"Blue Jays","12.38","3.75","3.30","1.13","29.7 %","9.0 %","20.7 %",".280","1.58",".391","80.5 %","81","75","80","3.75","3.46","0.29","3.66","3.52"
"Indians","8.49","1.93","4.40","1.16","20.6 %","4.7 %","15.9 %",".333","1.67",".403","66.1 %","128","80","90","6.17","3.64","2.53","4.10","3.96"
"Cardinals","8.56","4.61","1.86","0.66","22.0 %","11.9 %","10.2 %",".231","1.39",".289","68.2 %","109","87","114","4.61","3.80","0.81","5.03","4.85"
"Twins","7.33","2.70","2.71","0.39","20.2 %","7.5 %","12.8 %",".148","0.81",".180","80.5 %","50","83","116","2.31","3.81","-1.50","5.30","4.41"
"Yankees","11.03","2.66","4.14","1.52","28.7 %","6.9 %","21.8 %",".277","1.39",".361","69.3 %","107","82","73","4.94","3.85","1.10","3.33","3.40"
"Rangers","11.17","5.59","2.00","0.93","27.3 %","13.6 %","13.6 %",".211","1.45",".280","63.5 %","92","83","97","4.66","3.94","0.72","4.45","4.37"
"Angels","8.16","2.83","2.89","1.26","22.2 %","7.7 %","14.5 %",".196","1.05",".221","66.9 %","84","93","99","3.77","4.26","-0.49","4.53","4.25"
"Cubs","8.38","3.41","2.45","1.24","23.7 %","9.7 %","14.0 %",".204","1.10",".236","83.3 %","64","96","90","2.79","4.28","-1.49","4.00","4.11"
"Reds","8.82","4.41","2.00","1.10","23.9 %","11.9 %","11.9 %",".172","1.10",".200","74.1 %","86","99","96","3.86","4.50","-0.64","4.25","4.36"
"White Sox","7.43","3.91","1.90","1.17","17.4 %","9.2 %","8.3 %",".327","1.83",".382","64.4 %","156","101","109","7.04","4.69","2.35","4.99","4.85"
"Mariners","8.59","3.68","2.33","1.53","23.3 %","10.0 %","13.3 %",".176","1.06",".187","91.7 %","62","106","106","2.76","4.75","-1.99","4.84","4.41"
"Red Sox","16.09","5.17","3.11","2.30","38.4 %","12.3 %","26.0 %",".286","1.72",".452","75.9 %","131","108","70","6.32","4.87","1.45","3.21","3.14"
"Phillies","7.62","3.46","2.20","1.73","19.6 %","8.9 %","10.7 %",".284","1.50",".320","84.4 %","94","114","103","4.15","5.18","-1.02","4.59","4.54"
"Nationals","9.60","7.80","1.23","1.20","22.5 %","18.3 %","4.2 %",".259","1.87",".325","47.6 %","201","117","130","9.60","5.41","4.19","5.94","5.72"
"Royals","8.35","2.95","2.83","1.96","20.0 %","7.1 %","12.9 %",".276","1.47",".309","82.0 %","94","126","105","4.42","5.67","-1.25","4.79","4.20"
"Astros","8.63","3.00","2.88","2.25","22.1 %","7.7 %","14.4 %",".253","1.33",".273","69.1 %","126","125","95","5.63","5.67","-0.05","4.33","4.17"
"Rockies","7.96","3.46","2.30","2.42","20.7 %","9.0 %","11.7 %",".238","1.31",".239","66.1 %","96","130","116","4.85","6.10","-1.25","5.12","4.59"
"Orioles","8.63","2.63","3.29","2.63","21.7 %","6.6 %","15.1 %",".281","1.42",".303","77.2 %","120","132","108","5.63","6.34","-0.71","4.95","4.21"
"Mets","9.82","6.38","1.54","2.95","19.6 %","12.8 %","6.9 %",".349","2.35",".400","58.5 %","273","182","146","11.29","7.90","3.39","6.47","5.21"
