"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Rays","11.78","1.44","8.20","0.57","34.8 %","4.2 %","30.5 %",".188","0.83",".275","86.8 %","39","46","69","1.72","2.00","-0.28","3.14","2.59"
"Royals","9.74","4.43","2.20","0.00","24.2 %","11.0 %","13.2 %",".284","1.62",".390","66.7 %","103","57","89","4.87","2.53","2.34","4.09","4.31"
"Dodgers","10.08","3.25","3.10","0.33","29.8 %","9.6 %","20.2 %",".138","0.83",".194","88.0 %","31","58","79","1.30","2.53","-1.23","3.50","3.60"
"Padres","9.78","2.79","3.50","0.47","26.9 %","7.7 %","19.2 %",".197","1.03",".265","76.5 %","66","63","92","2.79","2.80","-0.01","4.08","3.65"
"Tigers","10.80","4.45","2.43","0.64","28.6 %","11.8 %","16.8 %",".219","1.31",".304","76.0 %","75","70","89","3.49","3.21","0.28","4.05","4.00"
"Astros","10.73","2.08","5.17","1.38","32.3 %","6.3 %","26.0 %",".146","0.73",".167","100.0 %","39","81","84","1.73","3.64","-1.91","3.86","3.04"
"Brewers","12.08","4.26","2.83","1.07","31.2 %","11.0 %","20.2 %",".232","1.34",".328","72.3 %","104","83","85","4.62","3.73","0.89","3.76","3.60"
"Yankees","9.93","1.99","5.00","1.59","28.7 %","5.8 %","23.0 %",".207","0.97",".245","100.0 %","43","85","73","1.99","3.96","-1.98","3.34","3.20"
"Athletics","10.00","2.67","3.75","1.33","28.6 %","7.6 %","21.0 %",".189","0.96",".230","75.9 %","75","90","80","3.33","4.03","-0.70","3.65","3.38"
"Orioles","8.51","3.70","2.30","0.74","20.7 %","9.0 %","11.7 %",".299","1.60",".375","79.6 %","87","86","99","4.07","4.12","-0.05","4.52","4.39"
"Giants","7.54","3.97","1.90","0.79","20.0 %","10.5 %","9.5 %",".179","1.10",".206","73.3 %","57","99","117","2.38","4.14","-1.76","5.19","4.84"
"Cubs","11.39","5.91","1.93","0.84","29.0 %","15.1 %","14.0 %",".169","1.27",".229","84.0 %","53","107","100","2.11","4.15","-2.04","4.33","4.35"
"Twins","9.40","3.34","2.82","1.21","24.8 %","8.8 %","16.0 %",".232","1.25",".286","74.9 %","91","91","99","4.25","4.19","0.06","4.52","4.07"
"Reds","10.36","5.18","2.00","1.11","27.2 %","13.6 %","13.6 %",".202","1.32",".259","79.1 %","82","94","96","3.70","4.24","-0.54","4.27","4.40"
"Blue Jays","8.84","3.44","2.57","0.98","21.7 %","8.4 %","13.3 %",".247","1.36",".302","55.6 %","131","92","104","6.38","4.30","2.08","4.84","4.40"
"Cardinals","10.59","3.71","2.86","1.59","23.8 %","8.3 %","15.5 %",".338","1.94",".426","55.6 %","175","101","87","7.41","4.39","3.02","3.85","3.97"
"Mets","10.98","3.20","3.43","1.83","27.0 %","7.9 %","19.1 %",".268","1.47",".333","47.0 %","199","103","99","8.24","4.49","3.75","4.37","3.75"
"Pirates","9.87","4.94","2.00","1.16","24.5 %","12.2 %","12.2 %",".250","1.52",".317","73.7 %","101","102","108","4.35","4.54","-0.18","4.78","4.47"
"Mariners","9.96","3.86","2.58","1.61","24.0 %","9.3 %","14.7 %",".281","1.57",".346","55.0 %","174","110","105","7.71","4.93","2.79","4.81","4.19"
"Rangers","8.63","3.75","2.30","1.88","22.1 %","9.6 %","12.5 %",".237","1.33",".262","80.8 %","89","113","107","4.50","5.38","-0.88","4.91","4.42"
"Red Sox","9.27","6.27","1.48","1.36","22.5 %","15.2 %","7.3 %",".230","1.58",".276","78.7 %","85","119","121","4.09","5.40","-1.30","5.54","5.19"
"Indians","13.50","3.48","3.88","2.61","32.0 %","8.3 %","23.7 %",".291","1.60",".388","79.7 %","118","122","86","5.66","5.58","0.08","3.93","3.27"
"White Sox","8.10","4.95","1.64","1.80","22.5 %","13.8 %","8.8 %",".174","1.15",".170","92.0 %","70","122","112","3.15","5.66","-2.51","5.15","4.99"
"Phillies","8.04","4.82","1.67","1.61","20.2 %","12.1 %","8.1 %",".245","1.46",".276","78.4 %","109","125","114","4.82","5.68","-0.86","5.06","4.93"
"Diamondbacks","11.20","6.59","1.70","1.98","25.0 %","14.7 %","10.3 %",".310","2.05",".395","92.4 %","90","132","122","3.95","5.77","-1.82","5.40","4.93"
"Angels","7.18","4.95","1.45","1.73","18.5 %","12.7 %","5.7 %",".222","1.38",".232","66.4 %","115","130","129","5.20","5.94","-0.74","5.90","5.38"
"Braves","9.00","3.71","2.43","2.65","21.3 %","8.8 %","12.5 %",".319","1.76",".360","62.5 %","180","143","97","8.47","6.45","2.02","4.38","4.35"
"Rockies","7.56","4.86","1.56","2.16","20.3 %","13.0 %","7.3 %",".153","1.08",".122","97.0 %","61","134","121","3.24","6.45","-3.21","5.48","5.13"
"Marlins","8.34","5.96","1.40","2.38","19.8 %","14.2 %","5.7 %",".247","1.63",".258","65.4 %","180","164","137","7.54","7.05","0.49","6.07","5.38"
"Nationals","6.16","5.21","1.18","3.32","14.9 %","12.6 %","2.3 %",".333","1.89",".327","77.2 %","127","189","141","5.68","8.53","-2.85","6.25","5.77"
