"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Padres","11.28","1.21","9.33","0.40","32.6 %","3.5 %","29.1 %",".181","0.81",".259","78.3 %","28","38","65","1.21","1.69","-0.48","2.89","2.67"
"Diamondbacks","13.00","3.33","3.90","1.00","35.5 %","9.1 %","26.4 %",".220","1.19",".328","57.6 %","121","65","75","5.33","2.88","2.45","3.35","3.00"
"Yankees","11.12","3.97","2.80","0.53","30.7 %","11.0 %","19.7 %",".157","1.00",".221","87.0 %","35","63","87","1.59","2.92","-1.33","3.97","3.70"
"Giants","10.90","2.34","4.67","1.04","30.4 %","6.5 %","23.9 %",".217","1.07",".289","76.4 %","80","73","65","3.38","3.07","0.31","2.89","2.95"
"White Sox","6.75","3.80","1.78","0.00","19.5 %","11.0 %","8.5 %",".181","1.03",".232","91.3 %","19","67","87","0.84","3.12","-2.28","3.96","4.18"
"Royals","9.00","3.15","2.86","0.45","22.2 %","7.8 %","14.4 %",".284","1.50",".367","65.4 %","115","72","87","5.40","3.21","2.19","3.96","3.97"
"Cardinals","9.48","2.59","3.67","0.86","25.8 %","7.0 %","18.8 %",".229","1.15",".293","79.3 %","75","76","88","3.16","3.31","-0.15","3.91","3.74"
"Astros","11.44","2.29","5.00","1.37","30.9 %","6.2 %","24.7 %",".211","1.07",".271","89.3 %","51","76","56","2.29","3.42","-1.13","2.55","2.81"
"Orioles","7.99","2.66","3.00","0.76","21.2 %","7.1 %","14.1 %",".231","1.18",".279","76.3 %","73","75","96","3.42","3.55","-0.13","4.39","4.18"
"Dodgers","10.38","3.32","3.13","0.83","26.3 %","8.4 %","17.9 %",".226","1.25",".298","58.8 %","99","83","92","4.15","3.63","0.52","4.08","3.70"
"Rockies","9.00","2.84","3.17","0.95","20.0 %","6.3 %","13.7 %",".333","1.84",".409","40.9 %","197","82","122","9.95","3.85","6.10","5.41","4.43"
"Rays","7.81","2.93","2.67","0.98","20.7 %","7.8 %","12.9 %",".245","1.27",".291","75.5 %","88","90","111","3.90","3.97","-0.07","5.08","4.42"
"Blue Jays","10.41","3.58","2.91","1.30","28.3 %","9.7 %","18.6 %",".225","1.23",".288","91.6 %","57","86","91","2.60","3.97","-1.37","4.18","3.84"
"Red Sox","11.76","5.23","2.25","0.87","27.6 %","12.2 %","15.3 %",".253","1.60",".352","66.3 %","117","89","99","5.66","4.04","1.62","4.51","4.11"
"Angels","9.51","4.91","1.94","0.92","23.3 %","12.0 %","11.3 %",".282","1.67",".361","64.7 %","136","89","90","6.14","4.07","2.07","4.09","4.38"
"Phillies","8.71","3.48","2.50","0.87","22.9 %","9.2 %","13.7 %",".226","1.23",".280","84.7 %","66","90","101","2.90","4.08","-1.18","4.50","4.23"
"Indians","8.66","2.04","4.25","1.53","23.6 %","5.6 %","18.1 %",".279","1.30",".333","95.7 %","50","90","93","2.55","4.18","-1.63","4.33","3.85"
"Marlins","10.32","3.57","2.89","1.59","27.1 %","9.4 %","17.7 %",".218","1.24",".263","75.9 %","95","102","99","3.97","4.41","-0.43","4.39","3.90"
"Tigers","9.57","2.73","3.50","1.71","24.8 %","7.1 %","17.7 %",".276","1.41",".333","56.7 %","132","96","77","6.15","4.47","1.68","3.51","3.77"
"Mets","8.65","4.50","1.92","1.04","22.9 %","11.9 %","11.0 %",".213","1.27",".258","81.2 %","75","104","125","3.12","4.52","-1.41","5.55","4.73"
"Pirates","8.86","3.80","2.33","1.27","23.1 %","9.9 %","13.2 %",".213","1.22",".250","63.0 %","127","104","105","5.48","4.62","0.86","4.66","4.27"
"Twins","10.38","3.46","3.00","1.73","22.4 %","7.5 %","14.9 %",".390","2.23",".489","51.9 %","186","102","106","8.65","4.68","3.98","4.85","4.20"
"Cubs","6.55","4.50","1.45","0.82","17.4 %","12.0 %","5.4 %",".218","1.27",".250","74.5 %","93","109","134","4.09","4.85","-0.76","5.93","5.37"
"Athletics","6.49","4.78","1.36","1.03","16.2 %","12.0 %","4.3 %",".245","1.48",".275","83.8 %","77","111","129","3.42","4.96","-1.54","5.90","5.52"
"Brewers","10.68","5.64","1.89","1.48","26.5 %","14.0 %","12.5 %",".233","1.52",".293","72.5 %","107","111","112","4.75","4.96","-0.21","4.98","4.58"
"Nationals","10.80","6.38","1.69","1.47","24.2 %","14.3 %","9.9 %",".321","2.07",".415","65.1 %","175","112","120","7.85","5.07","2.79","5.33","4.89"
"Braves","7.20","4.95","1.45","1.35","18.0 %","12.4 %","5.6 %",".247","1.50",".276","70.9 %","122","122","131","5.40","5.36","0.04","5.80","5.34"
"Rangers","9.75","3.38","2.89","2.63","23.4 %","8.1 %","15.3 %",".293","1.58",".333","80.1 %","112","133","101","5.63","6.34","-0.71","4.62","4.04"
"Reds","9.93","6.35","1.56","2.38","23.4 %","15.0 %","8.4 %",".264","1.76",".300","44.3 %","185","145","124","8.34","6.57","1.77","5.50","5.07"
"Mariners","7.43","3.52","2.11","3.91","19.4 %","9.2 %","10.2 %",".239","1.30",".186","76.5 %","123","189","119","5.48","8.52","-3.04","5.46","4.76"
