"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Braves","9.41","1.23","7.67","0.00","28.4 %","3.7 %","24.7 %",".182","0.77",".259","100.0 %","0","37","64","0.00","1.67","-1.67","2.84","2.74"
"Twins","10.98","2.29","4.80","0.46","29.3 %","6.1 %","23.2 %",".234","1.17",".327","78.7 %","59","48","63","2.75","2.20","0.55","2.85","3.20"
"Red Sox","12.21","4.44","2.75","0.00","32.4 %","11.8 %","20.6 %",".148","1.03",".236","77.8 %","38","50","83","1.85","2.23","-0.38","3.78","3.59"
"Cardinals","9.26","3.86","2.40","0.00","24.5 %","10.2 %","14.3 %",".218","1.24",".302","66.7 %","82","59","104","3.47","2.57","0.90","4.62","4.25"
"Mets","12.04","2.92","4.13","0.73","33.3 %","8.1 %","25.3 %",".178","0.97",".255","76.6 %","71","61","77","2.92","2.69","0.23","3.41","3.09"
"Orioles","10.65","2.28","4.67","1.14","28.9 %","6.2 %","22.7 %",".231","1.14",".300","61.4 %","105","68","76","4.94","3.26","1.69","3.46","3.31"
"Angels","11.14","4.05","2.75","0.68","28.5 %","10.3 %","18.1 %",".265","1.46",".373","78.5 %","67","72","72","3.04","3.29","-0.25","3.28","3.46"
"Rangers","10.86","4.11","2.64","0.88","29.4 %","11.1 %","18.3 %",".188","1.14",".250","87.7 %","47","72","86","2.35","3.44","-1.09","3.92","3.86"
"Diamondbacks","8.55","4.05","2.11","0.45","22.4 %","10.6 %","11.8 %",".267","1.45",".345","69.9 %","71","79","106","3.15","3.46","-0.31","4.70","4.56"
"Padres","9.45","2.70","3.50","1.01","24.1 %","6.9 %","17.2 %",".215","1.16",".263","75.5 %","63","81","88","2.70","3.59","-0.89","3.92","3.65"
"Reds","12.18","2.12","5.75","1.59","32.4 %","5.6 %","26.8 %",".197","1.00",".250","36.2 %","141","81","95","6.35","3.68","2.67","4.20","3.06"
"Mariners","6.91","3.62","1.91","0.66","18.0 %","9.4 %","8.6 %",".255","1.39",".301","62.5 %","111","86","101","4.94","3.84","1.10","4.63","4.76"
"Dodgers","10.80","1.66","6.50","1.66","30.2 %","4.7 %","25.6 %",".210","0.97",".255","85.4 %","79","90","69","3.32","3.91","-0.58","3.07","2.97"
"Yankees","8.14","2.57","3.17","1.29","24.1 %","7.6 %","16.5 %",".192","0.95",".216","94.9 %","47","88","97","2.14","4.12","-1.98","4.44","4.01"
"Nationals","8.18","2.45","3.33","1.23","22.5 %","6.7 %","15.7 %",".232","1.14",".271","73.4 %","91","91","100","4.09","4.12","-0.03","4.43","4.06"
"Cubs","11.51","5.31","2.17","0.89","28.6 %","13.2 %","15.4 %",".224","1.43",".313","75.3 %","101","93","107","4.43","4.15","0.28","4.73","4.21"
"Pirates","11.57","5.79","2.00","1.10","28.4 %","14.2 %","14.2 %",".264","1.65",".367","75.4 %","115","98","110","4.96","4.35","0.61","4.89","4.41"
"Indians","6.11","4.58","1.33","0.51","14.3 %","10.7 %","3.6 %",".288","1.70",".333","65.4 %","127","97","123","6.11","4.46","1.65","5.64","5.46"
"Athletics","10.06","2.12","4.75","2.12","25.0 %","5.3 %","19.7 %",".306","1.53",".367","68.6 %","143","106","86","6.35","4.74","1.61","3.91","3.67"
"Astros","11.07","4.43","2.50","1.77","28.7 %","11.5 %","17.2 %",".234","1.38",".292","98.2 %","60","106","85","2.66","4.79","-2.13","3.89","3.92"
"Rays","7.65","2.70","2.83","1.58","20.7 %","7.3 %","13.4 %",".205","1.05",".219","75.9 %","86","116","111","3.83","5.14","-1.31","5.10","4.33"
"Marlins","9.93","7.54","1.32","1.19","22.1 %","16.8 %","5.3 %",".258","1.90",".323","65.3 %","142","125","136","5.96","5.38","0.58","6.02","5.52"
"White Sox","10.00","2.00","5.00","2.50","24.7 %","4.9 %","19.8 %",".316","1.56",".373","63.6 %","166","117","72","7.50","5.44","2.06","3.26","3.27"
"Phillies","8.84","2.33","3.80","2.33","21.8 %","5.8 %","16.1 %",".296","1.50",".333","69.6 %","100","120","77","4.66","5.54","-0.89","3.41","3.70"
"Rockies","8.55","5.40","1.58","1.80","20.0 %","12.6 %","7.4 %",".313","1.90",".367","64.8 %","134","122","129","6.75","5.71","1.04","5.70","5.19"
"Royals","7.78","4.12","1.89","2.29","18.7 %","9.9 %","8.8 %",".346","1.88",".390","64.5 %","175","140","125","8.24","6.32","1.92","5.74","4.97"
"Giants","5.40","7.80","0.69","1.20","12.0 %","17.3 %","-5.3 %",".311","2.13",".340","66.2 %","186","157","160","7.80","6.55","1.25","7.07","6.87"
"Tigers","8.51","5.55","1.53","2.22","20.4 %","13.3 %","7.1 %",".250","1.60",".269","79.8 %","111","143","128","5.18","6.62","-1.45","5.87","5.18"
"Brewers","7.52","4.43","1.70","2.66","18.5 %","10.9 %","7.6 %",".275","1.57",".281","70.3 %","150","160","130","6.64","7.15","-0.51","5.76","5.07"
"Blue Jays","7.53","8.31","0.91","2.86","17.0 %","18.7 %","-1.8 %",".288","2.08",".293","68.9 %","180","181","153","8.31","8.44","-0.13","7.01","6.57"
